symbol,exchange,security_name,source
HZO,N,"MarineMax, Inc.  (FL) Common Stock",nasdaq
IACO,Q,Idea Acquisition Corp. - Class A Ordinary Shares,nasdaq
IACQ,Q,Irenic Acquisition Corp. - Class A Ordinary Shares,nasdaq
IAE,N,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,nasdaq
IAF,A,"abrdn Australia Equity Fund, Inc. Common Stock",nasdaq
IAG,N,Iamgold Corporation Ordinary Shares,nasdaq
IART,Q,Integra LifeSciences Holdings Corporation - Common Stock,nasdaq
IAUX,A,i-80 Gold Corp. Common Shares,nasdaq
IBAC,Q,IB Acquisition Corp. - Common Stock,nasdaq
IBACR,Q,IB Acquisition Corp. - Right,nasdaq
IBCP,Q,Independent Bank Corporation - Common Stock,nasdaq
IBEX,Q,IBEX Limited - Common Share,nasdaq
IBG,Q,Innovation Beverage Group Limited - Ordinary Shares,nasdaq
IBIO,Q,"iBio, Inc. - Common Stock",nasdaq
IBKR,Q,"Interactive Brokers Group, Inc. - Class A Common Stock",nasdaq
IBM,N,International Business Machines Corporation Common Stock,nasdaq
IBN,N,ICICI Bank Limited Common Stock,nasdaq
IBO,A,"Impact BioMedical, Inc. Common Stock",nasdaq
IBOC,Q,International Bancshares Corporation - Common Stock,nasdaq
IBP,N,"Installed Building Products, Inc. Common Stock",nasdaq
IBRX,Q,"ImmunityBio, Inc. - Common Stock",nasdaq
IBTA,N,"Ibotta, Inc. Class A Common Stock",nasdaq
ICCC,Q,ImmuCell Corporation - Common Stock,nasdaq
ICCM,Q,IceCure Medical Ltd. - Ordinary Shares,nasdaq
ICE,N,Intercontinental Exchange Inc. Common Stock,nasdaq
ICFI,Q,"ICF International, Inc. - Common Stock",nasdaq
ICG,Q,Intchains Group Limited - American Depositary Shares,nasdaq
ICHR,Q,Ichor Holdings - Ordinary Shares,nasdaq
ICL,N,ICL Group Ltd. Ordinary Shares,nasdaq
ICLR,Q,ICON plc - Ordinary Shares,nasdaq
ICMB,Q,"Investcorp Credit Management BDC, Inc. - Common Stock",nasdaq
ICON,Q,Icon Energy Corp. - Common stock,nasdaq
ICU,Q,SeaStar Medical Holding Corporation - Common Stock,nasdaq
ICUI,Q,"ICU Medical, Inc. - Common Stock",nasdaq
IDA,N,"IDACORP, Inc. Common Stock",nasdaq
IDAC,Q,Iron Dome Acquisition I Corp. - Class A Ordinary Shares,nasdaq
IDAI,Q,T Stamp Inc. - Class A Common Stock,nasdaq
IDCC,Q,"InterDigital, Inc. - Common Stock",nasdaq
IDE,N,"Voya Infrastructure, Industrials and Materials Fund Common Shares of Beneficial Interest",nasdaq
IDN,Q,"Intellicheck, Inc. - Common Stock",nasdaq
IDR,A,"Idaho Strategic Resources, Inc. Common Stock",nasdaq
IDT,N,IDT Corporation Class B Common Stock,nasdaq
IDXX,Q,"IDEXX Laboratories, Inc. - Common Stock",nasdaq
IDYA,Q,"IDEAYA Biosciences, Inc. - Common Stock",nasdaq
IE,A,Ivanhoe Electric Inc. Common Stock,nasdaq
IEAG,Q,Infinite Eagle Acquisition Corp. - Class A Ordinary Shares,nasdaq
IEAGR,Q,Infinite Eagle Acquisition Corp. - Rights,nasdaq
IESC,Q,"IES Holdings, Inc. - Common Stock",nasdaq
IEX,N,IDEX Corporation Common Stock,nasdaq
IFBD,Q,"Infobird Co., Ltd - Ordinary Shares",nasdaq
IFF,N,"International Flavors & Fragrances, Inc. Common Stock",nasdaq
IFN,N,"Aberdeen India Fund, Inc. Common Stock",nasdaq
IFRX,Q,InflaRx N.V. - Common Stock,nasdaq
IFS,N,Intercorp Financial Services Inc. Common Shares,nasdaq
IGA,N,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,nasdaq
IGAC,Q,Invest Green Acquisition Corporation - Class A Ordinary Shares,nasdaq
IGACR,Q,Invest Green Acquisition Corporation - Rights,nasdaq
IGC,A,"IGC Pharma, Inc. Common Stock",nasdaq
IGD,N,Voya Global Equity Dividend and Premium Opportunity Fund,nasdaq
IGI,N,Western Asset Investment Grade Opportunity Trust Inc. Common Stock,nasdaq
IGIC,Q,International General Insurance Holdings Ltd. - Ordinary Shares,nasdaq
IGR,N,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest,nasdaq
IH,N,"iHuman Inc. American depositary shares, each representing five Class A ordinary shares",nasdaq
IHD,N,Voya Emerging Markets High Income Dividend Equity Fund Common Shares,nasdaq
IHG,N,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),nasdaq
IHRT,Q,"iHeartMedia, Inc. - Class A Common Stock",nasdaq
IHS,N,IHS Holding Limited Ordinary Shares,nasdaq
IHT,A,InnSuites Hospitality Trust Shares of Beneficial Interest,nasdaq
IIF,N,"Morgan Stanley India Investment Fund, Inc. Common Stock",nasdaq
III,Q,"Information Services Group, Inc. - Common Stock",nasdaq
IIIN,N,"Insteel Industries, Inc. Common Stock",nasdaq
IIIV,Q,"i3 Verticals, Inc. - Common Stock",nasdaq
IIM,N,Invesco Value Municipal Income Trust Common Stock,nasdaq
IIPR,N,"Innovative Industrial Properties, Inc. Common Stock",nasdaq
IKT,Q,"Inhibikase Therapeutics, Inc. - Common Stock",nasdaq
ILAG,Q,Intelligent Living Application Group Inc. - Ordinary Shares,nasdaq
ILLR,Q,Triller Group Inc. - Common Stock,nasdaq
ILLU,Q,Illumination Acquisition Corp I - Class A Ordinary Shares,nasdaq
ILMN,Q,"Illumina, Inc. - Common Stock",nasdaq
ILPT,Q,Industrial Logistics Properties Trust - Common Shares of Beneficial Interest,nasdaq
IMA,Q,"ImageneBio, Inc. - Common Stock",nasdaq
IMAX,N,Imax Corporation Common Stock,nasdaq
IMCC,Q,IM Cannabis Corp. - Common Shares,nasdaq
IMCR,Q,Immunocore Holdings plc - American Depositary Shares,nasdaq
IMDX,Q,Insight Molecular Diagnostics Inc. - Common Stock,nasdaq
IMKTA,Q,"Ingles Markets, Incorporated - Class A Common Stock",nasdaq
IMMP,Q,Immutep Limited - American Depositary Shares,nasdaq
IMMR,Q,Immersion Corporation - Common Stock,nasdaq
IMMX,Q,"Immix Biopharma, Inc. - Common Stock",nasdaq
IMNM,Q,"Immunome, Inc. - Common Stock",nasdaq
IMNN,Q,"Imunon, Inc. - Common Stock",nasdaq
IMO,A,Imperial Oil Limited Common Stock,nasdaq
IMOS,Q,ChipMOS TECHNOLOGIES INC. - American Depositary Shares,nasdaq
IMPP,Q,Imperial Petroleum Inc. - Common Shares,nasdaq
IMRN,Q,Immuron Limited - American Depositary Shares,nasdaq
IMRX,Q,Immuneering Corporation - Class A Common Stock,nasdaq
IMSR,Q,Terrestrial Energy Inc. - Common Stock,nasdaq
IMTE,Q,Integrated Media Technology Limited - Ordinary Shares,nasdaq
IMTX,Q,Immatics N.V. - Ordinary Shares,nasdaq
IMUX,Q,"Immunic, Inc.  - Common Stock",nasdaq
IMVT,Q,"Immunovant, Inc.  - Common Stock",nasdaq
IMXI,Q,"International Money Express, Inc. - Common Stock",nasdaq
INAB,Q,"IN8bio, Inc. - Common Stock",nasdaq
INAC,Q,Indigo Acquisition Corp. - Ordinary Shares,nasdaq
INACR,Q,Indigo Acquisition Corp. - Right,nasdaq
INBK,Q,First Internet Bancorp - Common Stock,nasdaq
INBKZ,Q,First Internet Bancorp - Fixed-to-Floating Rate Subordinated Notes Due 2029,nasdaq
INBS,Q,Intelligent Bio Solutions Inc.  - Common Stock,nasdaq
INBX,Q,"Inhibrx Biosciences, Inc. - Common Stock",nasdaq
INCR,Q,Intercure Ltd. - ordinary shares,nasdaq
INCY,Q,Incyte Corporation - Common Stock,nasdaq
INDB,Q,Independent Bank Corp. - Common Stock,nasdaq
INDI,Q,"indie Semiconductor, Inc. - Class A Common Stock",nasdaq
INDO,A,Indonesia Energy Corporation Limited Ordinary Shares,nasdaq
INDP,Q,"Indaptus Therapeutics, Inc. - Common Stock",nasdaq
INDV,Q,"Indivior Pharmaceuticals, Inc.  - Common Stock",nasdaq
INEO,Q,INNEOVA Holdings Limited - Class A Ordinary Shares,nasdaq
INFQ,N,"Infleqtion, Inc. Common Stock",nasdaq
INFU,A,"InfuSystems Holdings, Inc. Common Stock",nasdaq
INFY,N,Infosys Limited American Depositary Shares,nasdaq
ING,N,"ING Group, N.V. Common Stock",nasdaq
INGM,N,Ingram Micro Holding Corporation Common Stock,nasdaq
INGN,Q,"Inogen, Inc - Common Stock",nasdaq
INGR,N,Ingredion Incorporated Common Stock,nasdaq
INHD,Q,Inno Holdings Inc. - Common Stock,nasdaq
INIO,Q,INNIO N.V. - Ordinary Shares,nasdaq
INKT,Q,"MiNK Therapeutics, Inc. - Common Stock",nasdaq
INLF,Q,INLIF LIMITED - Class A Ordinary shares,nasdaq
INLX,A,"Intellinetics, Inc. Common Stock",nasdaq
INM,Q,InMed Pharmaceuticals Inc. - Common Shares,nasdaq
INMB,Q,INmune Bio Inc. - Common stock,nasdaq
INMD,Q,InMode Ltd.  - Ordinary Shares,nasdaq
INN,N,"Summit Hotel Properties, Inc. Common Stock",nasdaq
INNV,Q,InnovAge Holding Corp. - Common Stock,nasdaq
INO,Q,"Inovio Pharmaceuticals, Inc. - Common Stock",nasdaq
INOD,Q,Innodata Inc. - Common Stock,nasdaq
INR,N,"Infinity Natural Resources, Inc. Class A Common Stock",nasdaq
INSE,Q,"Inspired Entertainment, Inc. - Common Stock",nasdaq
INSG,Q,Inseego Corp. - Common Stock,nasdaq
INSM,Q,Insmed Incorporated - Common Stock,nasdaq
INSP,N,"Inspire Medical Systems, Inc. Common Stock",nasdaq
INSW,N,"International Seaways, Inc. Common Stock ",nasdaq
INTA,Q,"Intapp, Inc. - Common Stock",nasdaq
INTC,Q,Intel Corporation - Common Stock,nasdaq
INTG,Q,The Intergroup Corporation - Common Stock,nasdaq
INTJ,Q,Intelligent Group Limited - Class A Ordinary Shares,nasdaq
INTR,Q,Inter & Co. Inc. - Class A Common Shares,nasdaq
INTS,Q,"Intensity Therapeutics, Inc. - Common Stock",nasdaq
INTT,A,inTest Corporation Common Stock,nasdaq
INTU,Q,Intuit Inc. - Common Stock,nasdaq
INTZ,Q,Intrusion Inc. - Common Stock,nasdaq
INUV,A,"Inuvo, Inc.",nasdaq
INV,Q,"Innventure, Inc. - Common Stock",nasdaq
INVA,Q,"Innoviva, Inc. - Common Stock",nasdaq
INVE,Q,"Identiv, Inc. - Common Stock",nasdaq
INVH,N,Invitation Homes Inc. Common Stock,nasdaq
INVX,N,"Innovex International, Inc. Common Stock",nasdaq
INVZ,Q,Innoviz Technologies Ltd. - Ordinary shares,nasdaq
IONQ,N,"IonQ, Inc. Common Stock",nasdaq
IONR,Q,ioneer Ltd - American Depositary Shares,nasdaq
IONS,Q,"Ionis Pharmaceuticals, Inc. - Common Stock",nasdaq
IOR,A,"Income Opportunity Realty Investors, Inc. Common Stock",nasdaq
IOSP,Q,Innospec Inc. - Common Stock,nasdaq
IOT,N,Samsara Inc. Class A Common Stock,nasdaq
IOTR,Q,iOThree Limited - Ordinary Shares,nasdaq
IOVA,Q,"Iovance Biotherapeutics, Inc. - Common Stock",nasdaq
IP,N,International Paper Company Common Stock,nasdaq
IPAR,Q,"Interparfums, Inc. - Common Stock",nasdaq
IPCX,Q,Inflection Point Acquisition Corp. III - Class A ordinary shares,nasdaq
IPCXR,Q,Inflection Point Acquisition Corp. III - Rights,nasdaq
IPDN,Q,"Professional Diversity Network, Inc. - Common Stock",nasdaq
IPEX,Q,Inflection Point Acquisition Corp. - Class A Ordinary Shares,nasdaq
IPEXR,Q,Inflection Point Acquisition Corp. - Right,nasdaq
IPFX,Q,Inflection Point Acquisition Corp. VI - Class A Ordinary Shares,nasdaq
IPGP,Q,IPG Photonics Corporation - Common Stock,nasdaq
IPHA,Q,Innate Pharma S.A. - American Depositary Shares,nasdaq
IPI,N,"Intrepid Potash, Inc Common Stock",nasdaq
IPM,Q,Intelligent Protection Management Corp.  - Common Stock,nasdaq
IPSC,Q,"Century Therapeutics, Inc. - Common Stock",nasdaq
IPST,Q,"IP Strategy Holdings, Inc. - Common Stock",nasdaq
IPW,Q,iPower Inc. - Common Stock,nasdaq
IPWR,Q,Ideal Power Inc. - Common Stock,nasdaq
IPX,Q,IperionX Limited - American Depositary Share,nasdaq
IQ,Q,"iQIYI, Inc. - American Depositary Shares",nasdaq
IQI,N,Invesco Quality Municipal Income Trust Common Stock,nasdaq
IQMX,Q,IQM Quantum Computers Oyj - American Depositary Shares,nasdaq
IQST,Q,iQSTEL Inc. - Common Stock,nasdaq
IQV,N,"IQVIA Holdings, Inc. Common Stock",nasdaq
IR,N,Ingersoll Rand Inc. Common Stock,nasdaq
IRAB,N,Iris Acquisition Corp II Class A Ordinary Shares,nasdaq
IRD,Q,"Opus Genetics, Inc. - Common Stock",nasdaq
IRDM,Q,Iridium Communications Inc - Common Stock,nasdaq
IREN,Q,IREN Limited - Ordinary Shares,nasdaq
IRHO,Q,Iron Horse Acquisitions II Corp. - Common Stock,nasdaq
IRHOR,Q,Iron Horse Acquisitions II Corp. - Rights,nasdaq
IRIX,Q,IRIDEX Corporation - Common Stock,nasdaq
IRM,N,Iron Mountain Incorporated (Delaware)Common Stock REIT,nasdaq
IRMD,Q,iRadimed Corporation - Common Stock,nasdaq
IRON,Q,"Disc Medicine, Inc. - Common Stock",nasdaq
IRS,N,IRSA Inversiones Y Representaciones S.A. Global Depositary Shares (Each representing ten shares of Common Stock),nasdaq
IRT,N,"Independence Realty Trust, Inc. Common Stock",nasdaq
IRTC,Q,"iRhythm Holdings, Inc.  - Common Stock",nasdaq
IRWD,Q,"Ironwood Pharmaceuticals, Inc. - Class A Common Stock",nasdaq
ISBA,Q,Isabella Bank Corporation - Common stock,nasdaq
ISD,N,"PGIM High Yield Bond Fund, Inc.",nasdaq
ISOU,A,IsoEnergy Ltd. Common Shares,nasdaq
ISPC,Q,iSpecimen Inc. - Common Stock,nasdaq
ISPR,Q,Ispire Technology Inc. - Common Stock,nasdaq
ISRG,Q,"Intuitive Surgical, Inc. - Common Stock",nasdaq
ISSC,Q,"Innovative Solutions and Support, Inc. - Common Stock",nasdaq
ISTR,Q,Investar Holding Corporation - Common Stock,nasdaq
IT,N,"Gartner, Inc. Common Stock",nasdaq
ITG,Q,"ITG, Inc. - Class A Common Stock",nasdaq
ITGR,N,Integer Holdings Corporation Common Stock,nasdaq
ITHA,Q,ITHAX Acquisition Corp III - Class A Ordinary Shares,nasdaq
ITIC,Q,Investors Title Company - Common Stock,nasdaq
ITOC,Q,iTonic Holdings Ltd - Class A Ordinary Shares,nasdaq
ITP,A,"IT Tech Packaging, Inc. Common Stock",nasdaq
ITRG,A,Integra Resources Corp. Common Shares,nasdaq
ITRI,Q,"Itron, Inc. - Common Stock",nasdaq
ITRN,Q,Ituran Location and Control Ltd. - Ordinary Shares,nasdaq
ITT,N,ITT Inc. Common Stock ,nasdaq
ITW,N,Illinois Tool Works Inc. Common Stock,nasdaq
IVA,Q,Inventiva S.A. - American Depository Shares,nasdaq
IVDA,Q,"Iveda Solutions, Inc. - Common Stock",nasdaq
IVF,Q,"INVO Fertility, Inc. - Common Stock",nasdaq
IVR,N,INVESCO MORTGAGE CAPITAL INC Common Stock,nasdaq
IVT,N,InvenTrust Properties Corp. Common Stock,nasdaq
IVVD,Q,"Invivyd, Inc. - Common Stock",nasdaq
IVZ,N,Invesco Ltd Common Stock,nasdaq
IX,N,ORIX Corporation American Depositary Shares,nasdaq
IXHL,Q,Incannex Healthcare Inc. - Common Stock,nasdaq
IZEA,Q,"IZEA Worldwide, Inc. - Common Stock",nasdaq
IZM,Q,ICZOOM Group Inc. - Class A Ordinary Shares,nasdaq
J,N,Jacobs Solutions Inc. Common Stock,nasdaq
JACK,Q,Jack In The Box Inc. - Common Stock,nasdaq
JACS,N,Jackson Acquisition Company II Class A Ordinary Shares,nasdaq
JACS.R,N,"Jackson Acquisition Company II Rights, each right to acquire one-tenth (1/10) of one Class A ordinary share",nasdaq
JAGU,A,Jaguar Uranium Corp. Class A Common Shares,nasdaq
JAGX,Q,"Jaguar Health, Inc. - Common Stock",nasdaq
JAKK,Q,"JAKKS Pacific, Inc. - Common Stock",nasdaq
JAN,N,"Janus Living, Inc. Class A-1 Common Stock",nasdaq
JANX,Q,"Janux Therapeutics, Inc. - Common Stock",nasdaq
JATT,Q,JATT II Acquisition Corp - Ordinary Shares,nasdaq
JAZZ,Q,Jazz Pharmaceuticals plc - Ordinary Shares,nasdaq
JBDI,Q,JBDI Holdings Limited - Ordinary Shares,nasdaq
JBGS,N,JBG SMITH Properties Common Shares ,nasdaq
JBHT,Q,"J.B. Hunt Transport Services, Inc. - Common Stock",nasdaq
JBI,N,"Janus International Group, Inc. Common Stock",nasdaq
JBIO,Q,"Jade Biosciences, Inc. - Common Stock",nasdaq
JBK,N,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,nasdaq
JBL,N,Jabil Inc. Common Stock,nasdaq
JBLU,Q,JetBlue Airways Corporation - Common Stock,nasdaq
JBS,N,JBS N.V. Class A Common Shares,nasdaq
JBSS,Q,"John B. Sanfilippo & Son, Inc. - Common Stock",nasdaq
JBTM,N,JBT Marel Corporation Common Stock,nasdaq
JCAP,Q,"Jefferson Capital, Inc. - Common Stock",nasdaq
JCE,N,Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,nasdaq
JCI,N,Johnson Controls International plc Ordinary Share,nasdaq
JCSE,Q,JE Cleantech Holdings Limited - Ordinary Shares,nasdaq
JCTC,Q,Jewett-Cameron Trading Company - Common Shares,nasdaq
JD,Q,"JD.com, Inc. - American Depositary Shares",nasdaq
JDZG,Q,JIADE LIMITED - Class A Ordinary Shares,nasdaq
JEF,N,Jefferies Financial Group Inc. Common Stock,nasdaq
JELD,N,"JELD-WEN Holding, Inc. Common Stock",nasdaq
JEM,Q,707 Cayman Holdings Limited - Ordinary Shares,nasdaq
JENA,N,Jena Acquisition Corporation II Class A Ordinary Shares,nasdaq
JENA.R,N,"Jena Acquisition Corporation II Rights, each right to acquire one-twentieth (1/20) of one Class A ordinary share",nasdaq
JF,Q,J and Friends Holdings Limited - American Depositary Shares,nasdaq
JFB,Q,JFB Construction Holdings - Class A Common Stock,nasdaq
JFIN,Q,Jiayin Group Inc. - American Depositary Shares,nasdaq
JFR,N,Nuveen Floating Rate Income Fund Common Stock,nasdaq
JFU,Q,9F Inc. - American Depositary Shares,nasdaq
JG,Q,Aurora Mobile Limited - American Depositary Shares,nasdaq
JGH,N,Nuveen Global High Income Fund Common Shares of Beneficial Interest,nasdaq
JHI,N,John Hancock Investors Trust Common Stock,nasdaq
JHS,N,John Hancock Income Securities Trust Common Stock,nasdaq
JHX,N,James Hardie Industries plc. Ordinary Shares,nasdaq
JILL,N,"J. Jill, Inc. Common Stock",nasdaq
JJSF,Q,J & J Snack Foods Corp. - Common Stock,nasdaq
JKHY,Q,"Jack Henry & Associates, Inc. - Common Stock",nasdaq
JKS,N,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),nasdaq
JL,Q,J-Long Group Limited - Class A Ordinary Shares,nasdaq
JLHL,Q,Julong Holding Limited - Class A Ordinary Shares,nasdaq
JLL,N,Jones Lang LaSalle Incorporated Common Stock,nasdaq
JLS,N,Nuveen Mortgage and Income Fund,nasdaq
JMIA,N,"Jumia Technologies AG American Depositary Shares, each representing two Ordinary Shares",nasdaq
JMM,N,Nuveen Multi-Market Income Fund (MA),nasdaq
JMSB,Q,"John Marshall Bancorp, Inc. - Common Stock",nasdaq
JNJ,N,Johnson & Johnson Common Stock,nasdaq
JOB,A,GEE Group Inc. Common Stock,nasdaq
JOBY,N,"Joby Aviation, Inc. Common Stock",nasdaq
JOE,N,St. Joe Company (The) Common Stock,nasdaq
JOF,N,Japan Smaller Capitalization Fund Inc Common Stock,nasdaq
JOUT,Q,Johnson Outdoors Inc. - Class A Common Stock,nasdaq
JOYY,Q,JOYY Inc. - American Depositary Shares,nasdaq
JPM,N,JP Morgan Chase & Co. Common Stock,nasdaq
JQC,N,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,nasdaq
JRI,N,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,nasdaq
JRS,N,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,nasdaq
JRSH,Q,"Jerash Holdings (US), Inc. - Common Stock",nasdaq
JRVR,Q,"James River Group Holdings, Inc. - Common Stock",nasdaq
JSM,Q,"Navient Corporation - 6% Senior Notes due December 15, 2043",nasdaq
JSPR,Q,"Jasper Therapeutics, Inc. - Class A Common Stock",nasdaq
JTAI,Q,Jet.AI Inc. - Common Stock,nasdaq
JUNS,Q,"Jupiter Neurosciences, Inc. - Common Stock",nasdaq
JVA,Q,"Coffee Holding Co., Inc. - Common Stock",nasdaq
JWEL,Q,Jowell Global Ltd. - Ordinary Shares,nasdaq
JXG,Q,JX Luxventure Group Inc. - Common Stock,nasdaq
JXN,N,Jackson Financial Inc. Class A Common Stock ,nasdaq
JYD,Q,Jayud Global Logistics Limited - Class A Ordinary Shares,nasdaq
JYNT,Q,The Joint Corp. - Common Stock,nasdaq
JZ,Q,Jianzhi Education Technology Group Company Limited - American Depositary Shares,nasdaq
JZXN,Q,"Jiuzi Holdings, Inc. - Ordinary Shares",nasdaq
KAI,N,Kadant Inc Common Stock,nasdaq
KALA,Q,"KALA BIO, Inc. - Common Stock",nasdaq
KALU,Q,Kaiser Aluminum Corporation - Common Stock,nasdaq
KAPA,A,"Kairos Pharma, Ltd. Common Stock",nasdaq
KARD,Q,"Kardigan, Inc. - Common Stock",nasdaq
KARO,Q,Karooooo Ltd. - Ordinary shares,nasdaq
KAZR,Q,Skyline Builders Group Holding Limited - Class A Ordinary Shares,nasdaq
KB,N,KB Financial Group Inc,nasdaq
KBDC,N,"Kayne Anderson BDC, Inc. Common Stock",nasdaq
KBH,N,KB Home Common Stock,nasdaq
KBON,Q,Karbon Capital Partners Corp. - Class A Ordinary Shares,nasdaq
KBR,N,"KBR, Inc. Common Stock",nasdaq
KBSX,Q,FST Corp. - Ordinary Shares,nasdaq
KC,Q,Kingsoft Cloud Holdings Limited - American Depositary Shares,nasdaq
KCHV,Q,Kochav Defense Acquisition Corp. - Class A Ordinary Shares,nasdaq
KCHVR,Q,Kochav Defense Acquisition Corp. - Right,nasdaq
KD,N,"Kyndryl Holdings, Inc. Common Stock",nasdaq
KDK,Q,"Kodiak AI, Inc. - Common Stock",nasdaq
KDP,Q,Keurig Dr Pepper Inc. - Common Stock,nasdaq
KE,Q,"Kimball Electronics, Inc. - Common Stock",nasdaq
KEEL,Q,Keel Infrastructure Corp. - Common Stock,nasdaq
KELYA,Q,"Kelly Services, Inc. - Class A Common Stock",nasdaq
KELYB,Q,"Kelly Services, Inc. - Class B Common Stock",nasdaq
KEN,N,Kenon Holdings Ltd. Ordinary Shares,nasdaq
KEP,N,Korea Electric Power Corporation Common Stock,nasdaq
KEQU,Q,Kewaunee Scientific Corporation - Common Stock,nasdaq
KEX,N,Kirby Corporation Common Stock,nasdaq
KEY,N,KeyCorp Common Stock,nasdaq
KEYS,N,Keysight Technologies Inc. Common Stock,nasdaq
KEYY,Q,Keystone Acquisition Corp. - Class A Ordinary Shares,nasdaq
KF,N,"Korea Fund, Inc. (The) New Common Stock",nasdaq
KFFB,Q,Kentucky First Federal Bancorp - Common Stock,nasdaq
KFII,Q,K&F Growth Acquisition Corp. II - Class A Ordinary shares,nasdaq
KFIIR,Q,K&F Growth Acquisition Corp. II - Rights,nasdaq
KFRC,N,"Kforce, Inc. Common Stock",nasdaq
KFY,N,Korn Ferry Common Stock,nasdaq
KG,Q,"Kestrel Group, Ltd. - Common Stock",nasdaq
KGC,N,Kinross Gold Corporation Common Stock,nasdaq
KGEI,Q,Kolibri Global Energy Inc. - Common stock,nasdaq
KGS,N,"Kodiak Gas Services, Inc. Common Stock",nasdaq
KHC,Q,The Kraft Heinz Company - Common Stock,nasdaq
KIDS,Q,OrthoPediatrics Corp. - Common Stock,nasdaq
KIDZ,Q,KIDZ AI Inc. - Class B Common Stock,nasdaq
KIM,N,Kimco Realty Corporation (HC) Common Stock,nasdaq
KINS,Q,"Kingstone Companies, Inc - Common Stock",nasdaq
KIO,N,KKR Income Opportunities Fund Common Shares,nasdaq
KITT,Q,"Nauticus Robotics, Inc. - Common stock",nasdaq
KKR,N,KKR & Co. Inc. Common Stock,nasdaq
KKRS,N,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,nasdaq
KKRT,N,KKR & Co. Inc. 6.875% Subordinated Notes due 2065,nasdaq
KLAC,Q,KLA Corporation  - Common Stock,nasdaq
KLAR,N,Klarna Group plc Ordinary Shares,nasdaq
KLC,N,"KinderCare Learning Companies, Inc. Common Stock",nasdaq
KLIC,Q,"Kulicke and Soffa Industries, Inc. - Common Stock",nasdaq
KLRA,Q,"Kailera Therapeutics, Inc. - Common stock",nasdaq
KLRS,Q,"Kalaris Therapeutics, Inc.  - Common Stock",nasdaq
KLTR,Q,"Kaltura, Inc. - Common Stock",nasdaq
KLXE,Q,"KLX Energy Services Holdings, Inc.  - Common Stock",nasdaq
KMB,Q,Kimberly-Clark Corporation - Common Stock,nasdaq
KMDA,Q,Kamada Ltd. - Ordinary Shares,nasdaq
KMI,N,"Kinder Morgan, Inc. Common Stock",nasdaq
KMPB,N,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,nasdaq
KMPR,N,Kemper Corporation,nasdaq
KMRK,Q,K-Tech Solutions Company Limited - Class A Ordinary Shares,nasdaq
KMT,N,Kennametal Inc. Common Stock,nasdaq
KMTS,Q,"Kestra Medical Technologies, Ltd. - Common Stock",nasdaq
KMX,N,CarMax Inc,nasdaq
KN,N,Knowles Corporation Common Stock,nasdaq
KNDI,Q,"Kandi Technologies Group, Inc. - Ordinary Shares",nasdaq
KNF,N,Knife Riv Holding Co. Common Stock,nasdaq
KNRX,A,KNOREX LTD. Class A Ordinary Shares,nasdaq
KNSA,Q,"Kiniksa Pharmaceuticals International, plc - Class A Ordinary Shares",nasdaq
KNSL,N,"Kinsale Capital Group, Inc. Common Stock",nasdaq
KNTK,N,Kinetik Holdings Inc. Class A Common Stock,nasdaq
KNX,N,Knight-Swift Transportation Holdings Inc.,nasdaq
KO,N,Coca-Cola Company (The) Common Stock,nasdaq
KOD,Q,Kodiak Sciences Inc - Common Stock,nasdaq
KODK,N,Eastman Kodak Company Common New,nasdaq
KOP,N,Koppers Holdings Inc. Common Stock,nasdaq
KOPN,Q,Kopin Corporation - Common Stock,nasdaq
KOS,N,Kosmos Energy Ltd. Common Shares (DE),nasdaq
KOSS,Q,Koss Corporation - Common Stock,nasdaq
KOYN,Q,CSLM Digital Asset Acquisition Corp III - Class A Ordinary Shares,nasdaq
KPET,N,KPET Ultra Paceline Corporation Class A Ordinary Shares,nasdaq
KPLT,Q,"Katapult Holdings, Inc. - Common Stock",nasdaq
KPRX,Q,"Kiora Pharmaceuticals, Inc.  - Common Stock",nasdaq
KPTI,Q,Karyopharm Therapeutics Inc. - Common Stock,nasdaq
KR,N,Kroger Company (The) Common Stock,nasdaq
KRAQ,Q,KRAKacquisition Corp - Class A Ordinary Shares,nasdaq
KRC,N,Kilroy Realty Corporation Common Stock,nasdaq
KREF,N,KKR Real Estate Finance Trust Inc. Common Stock,nasdaq
KRG,N,Kite Realty Group Trust Common Stock,nasdaq
KRKR,Q,36Kr Holdings Inc. - American Depositary Shares,nasdaq
KRMD,Q,"KORU Medical Systems, Inc. - Common Stock",nasdaq
KRMN,N,Karman Holdings Inc. Common Stock,nasdaq
KRNT,Q,Kornit Digital Ltd. - Ordinary Shares,nasdaq
