fact_unit,2015-07-29,2015-10-29,2016-02-11,2016-04-28,2016-07-26,2016-10-25,2017-02-08,2017-04-27,2017-07-27,2017-10-24,2018-02-07,2018-04-26,2018-07-26,2018-10-23,2019-02-07,2019-04-25,2019-07-25,2019-09-16,2019-10-24,2020-02-06,2020-05-07,2020-07-30,2020-11-03,2021-02-05,2021-05-06,2021-07-29,2021-11-09,2022-02-03,2022-04-28,2022-08-03,2022-11-04,2023-02-10,2023-05-09,2023-08-03,2023-11-02,2024-02-08,2024-04-30,2024-07-30,2024-10-29,2025-02-04,2025-04-29,2025-07-29,2025-10-28
GoodwillAcquiredDuringPeriod / USD,224000000.0,231000000.0,0.0,0.0,0.0,0.0,886000000.0,0.0,0.0,262000000.0,0.0,0.0,3000000.0,1732000000.0,276000000.0,0.0,0.0,276000000.0,0.0,1981000000.0,2959000000.0,2957000000.0,2962000000.0,0.0,0.0,423000000.0,424000000.0,2962000000.0,0.0,0.0,0.0,2355000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,7000000.0
GoodwillForeignCurrencyTranslationGainLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-210000000.0,-30000000.0,-183000000.0,73000000.0,132000000.0,97000000.0
IncomeLossAttributableToParent / USD,,,,,,,,,,,,,,,,,,,1690000000.0,,717000000.0,1660000000.0,2144000000.0,2376000000.0,263000000.0,2062000000.0,3206000000.0,2998000000.0,872000000.0,2228000000.0,3393000000.0,5065000000.0,629000000.0,678000000.0,2256000000.0,4099000000.0,1074000000.0,2377000000.0,3618000000.0,3366000000.0,1209000000.0,2608000000.0,3919000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,3000000.0,,,,-111000000.0,,,,-253000000.0,,,,-342000000.0,,,-342000000.0,,-593000000.0,,,,-474000000.0,,,,8000000.0,,,,1504000000.0,,,,290000000.0,,,,-155000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,1081000000.0,,,,1372000000.0,,,,1741000000.0,,,,1973000000.0,,,1973000000.0,,2793000000.0,,,,2850000000.0,,,,2990000000.0,,,,3561000000.0,,,,3809000000.0,,,,3521000000.0,,,
IncomeTaxExaminationPenaltiesAndInterestAccrued / USD,,,36000000.0,,,,54000000.0,,,,67000000.0,,,,75000000.0,,,75000000.0,,124000000.0,,,,171000000.0,,,,211000000.0,,,,212000000.0,,,,342000000.0,,,,520000000.0,,,
IncomeTaxExaminationPenaltiesAndInterestExpense / USD,,,16000000.0,,,,13000000.0,,,,13000000.0,,,,13000000.0,,,13000000.0,,13000000.0,,,,57000000.0,,,,63000000.0,,,,40000000.0,,,,6000000.0,,,,119000000.0,,,
IncomeTaxExpenseBenefit / USD,739000000.0,781000000.0,129000000.0,66000000.0,160000000.0,209000000.0,842000000.0,57000000.0,114000000.0,151000000.0,260000000.0,54000000.0,90000000.0,161000000.0,230000000.0,37000000.0,120000000.0,230000000.0,217000000.0,405000000.0,50000000.0,170000000.0,192000000.0,319000000.0,179000000.0,448000000.0,571000000.0,539000000.0,-225000000.0,-53000000.0,25000000.0,863000000.0,120000000.0,510000000.0,758000000.0,-70000000.0,279000000.0,553000000.0,774000000.0,947000000.0,321000000.0,592000000.0,893000000.0
IncomeTaxHolidayAggregateDollarAmount / USD,,,211000000.0,,,,217000000.0,,,,285000000.0,,,,310000000.0,,,310000000.0,,443000000.0,,,,465000000.0,,,,472000000.0,,,,596000000.0,,,,327000000.0,,,,510000000.0,,,
IncomeTaxHolidayIncomeTaxBenefitsPerShare / USD/shares,,,0.17,,,,0.18,,,,0.23,,,,0.25,,,0.25,,0.36,,,,0.39,,,,0.4,,,,0.5,,,,0.28,,,,0.44,,,
IncomeTaxesPaidNet / USD,,,,,,,,,,,,,73000000.0,88000000.0,,-6000000.0,180000000.0,48000000.0,228000000.0,117000000.0,22000000.0,176000000.0,220000000.0,328000000.0,30000000.0,70000000.0,444000000.0,665000000.0,87000000.0,380000000.0,436000000.0,565000000.0,47000000.0,444000000.0,666000000.0,474000000.0,495000000.0,906000000.0,1058000000.0,878000000.0,83000000.0,822000000.0,975000000.0
IncreaseDecreaseInAccountsPayableTrade / USD,27000000.0,28000000.0,-13000000.0,13000000.0,38000000.0,2000000.0,42000000.0,13000000.0,22000000.0,28000000.0,12000000.0,-1000000.0,4000000.0,4000000.0,11000000.0,-35000000.0,-17000000.0,11000000.0,5000000.0,62000000.0,-3000000.0,-49000000.0,-51000000.0,26000000.0,-21000000.0,-48000000.0,-93000000.0,4000000.0,-34000000.0,41000000.0,-50000000.0,-4000000.0,-29000000.0,-27000000.0,-55000000.0,-31000000.0,3000000.0,-12000000.0,-6000000.0,-35000000.0,-22000000.0,-11000000.0,24000000.0
IncreaseDecreaseInAccountsReceivable / USD,-1000000.0,-2000000.0,-1000000.0,-12000000.0,13000000.0,98000000.0,13000000.0,22000000.0,30000000.0,50000000.0,22000000.0,-36000000.0,-38000000.0,5000000.0,77000000.0,-25000000.0,-1000000.0,77000000.0,133000000.0,-12000000.0,96000000.0,66000000.0,103000000.0,59000000.0,-77000000.0,-47000000.0,-7000000.0,120000000.0,97000000.0,112000000.0,155000000.0,100000000.0,50000000.0,67000000.0,89000000.0,222000000.0,3000000.0,-36000000.0,35000000.0,163000000.0,39000000.0,-82000000.0,-31000000.0
IncreaseDecreaseInOtherOperatingAssets / USD,,,62000000.0,,,,38000000.0,,,,384000000.0,,,,145000000.0,,,145000000.0,,188000000.0,,,,93000000.0,,,,566000000.0,,,,171000000.0,,,,486000000.0,,,,-118000000.0,,,
IncreaseDecreaseInOtherOperatingCapitalNet / USD,154000000.0,205000000.0,,66000000.0,241000000.0,227000000.0,,158000000.0,405000000.0,469000000.0,,366000000.0,601000000.0,596000000.0,,468000000.0,766000000.0,,623000000.0,,227000000.0,303000000.0,470000000.0,,-23000000.0,55000000.0,220000000.0,,287000000.0,793000000.0,892000000.0,,391000000.0,408000000.0,522000000.0,,475000000.0,1177000000.0,865000000.0,,-176000000.0,511000000.0,647000000.0
IncreaseDecreaseInOtherOperatingLiabilities / USD,,,69000000.0,,,,113000000.0,,,,423000000.0,,,,280000000.0,,,280000000.0,,1639000000.0,,,,428000000.0,,,,722000000.0,,,,1038000000.0,,,,272000000.0,,,,856000000.0,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,0.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,9000000.0,7000000.0,7000000.0,7000000.0,13000000.0,13000000.0,15000000.0,8000000.0,25000000.0,19000000.0,8000000.0,19000000.0,18000000.0,17000000.0,15000000.0,14000000.0,19000000.0,12000000.0,12000000.0,13000000.0,14000000.0,17000000.0,14000000.0,13000000.0,14000000.0,9000000.0,5000000.0,4000000.0,12000000.0,5000000.0,4000000.0,4000000.0,4000000.0,8000000.0,7000000.0,8000000.0
InterestExpenseNonoperating / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174000000.0,260000000.0,304000000.0,86000000.0,179000000.0,285000000.0
InterestPaidNet / USD,,,,,,,,,,,,,,3000000.0,4000000.0,8000000.0,26000000.0,4000000.0,47000000.0,6000000.0,20000000.0,45000000.0,76000000.0,69000000.0,11000000.0,78000000.0,91000000.0,78000000.0,12000000.0,109000000.0,121000000.0,190000000.0,12000000.0,112000000.0,114000000.0,231000000.0,2000000.0,167000000.0,167000000.0,280000000.0,2000000.0,166000000.0,168000000.0
InvestmentIncomeNonoperating / USD,,,,,,,,,,,,,,62000000.0,59000000.0,28000000.0,55000000.0,59000000.0,116000000.0,85000000.0,49000000.0,97000000.0,144000000.0,168000000.0,33000000.0,55000000.0,72000000.0,197000000.0,15000000.0,28000000.0,43000000.0,88000000.0,15000000.0,42000000.0,90000000.0,57000000.0,108000000.0,224000000.0,348000000.0,174000000.0,166000000.0,331000000.0,514000000.0
LeaseCost / USD,,,,,,,,,,,,,,,,32000000.0,62000000.0,,28000000.0,130000000.0,32000000.0,62000000.0,94000000.0,130000000.0,37000000.0,78000000.0,118000000.0,130000000.0,43000000.0,83000000.0,123000000.0,160000000.0,40000000.0,81000000.0,122000000.0,162000000.0,39000000.0,76000000.0,113000000.0,163000000.0,34000000.0,71000000.0,112000000.0
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,580000000.0,594000000.0,,600000000.0,585000000.0,840000000.0,847000000.0,828000000.0,879000000.0,845000000.0,826000000.0,824000000.0,834000000.0,878000000.0,837000000.0,788000000.0,778000000.0,757000000.0,735000000.0,657000000.0,615000000.0,752000000.0,865000000.0,919000000.0,877000000.0,844000000.0,799000000.0,821000000.0
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,169000000.0,196000000.0,,216000000.0,163000000.0,300000000.0,,,266000000.0,,,,190000000.0,,,,147000000.0,,,,80000000.0,,,,198000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,125000000.0,,149000000.0,154000000.0,165000000.0,135000000.0,139000000.0,147000000.0,160000000.0,175000000.0,174000000.0,170000000.0,169000000.0,157000000.0,162000000.0,160000000.0,161000000.0,139000000.0,162000000.0,172000000.0,164000000.0,175000000.0,176000000.0,181000000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,52000000.0,57000000.0,,58000000.0,51000000.0,86000000.0,,,94000000.0,,,,89000000.0,,,,90000000.0,,,,57000000.0,,,,88000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,69000000.0,74000000.0,,77000000.0,58000000.0,94000000.0,90000000.0,93000000.0,106000000.0,95000000.0,94000000.0,102000000.0,105000000.0,98000000.0,94000000.0,94000000.0,103000000.0,93000000.0,95000000.0,86000000.0,87000000.0,73000000.0,92000000.0,102000000.0,103000000.0,89000000.0,89000000.0,96000000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,88000000.0,91000000.0,,97000000.0,77000000.0,107000000.0,100000000.0,103000000.0,116000000.0,107000000.0,110000000.0,120000000.0,136000000.0,116000000.0,115000000.0,115000000.0,114000000.0,106000000.0,108000000.0,108000000.0,108000000.0,104000000.0,139000000.0,153000000.0,153000000.0,103000000.0,103000000.0,113000000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,110000000.0,114000000.0,,120000000.0,111000000.0,139000000.0,114000000.0,118000000.0,132000000.0,120000000.0,126000000.0,138000000.0,154000000.0,156000000.0,156000000.0,154000000.0,155000000.0,116000000.0,118000000.0,122000000.0,122000000.0,128000000.0,160000000.0,172000000.0,171000000.0,155000000.0,156000000.0,167000000.0
LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear / USD,,,,,,,,,,,,,,,,92000000.0,62000000.0,,32000000.0,,114000000.0,79000000.0,41000000.0,,115000000.0,85000000.0,42000000.0,,131000000.0,89000000.0,44000000.0,,130000000.0,88000000.0,44000000.0,,127000000.0,76000000.0,35000000.0,,124000000.0,76000000.0,33000000.0
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,82000000.0,87000000.0,,87000000.0,78000000.0,110000000.0,107000000.0,101000000.0,93000000.0,74000000.0,81000000.0,73000000.0,72000000.0,72000000.0,72000000.0,70000000.0,58000000.0,77000000.0,74000000.0,61000000.0,55000000.0,84000000.0,104000000.0,120000000.0,113000000.0,106000000.0,98000000.0,102000000.0
Liabilities / USD,13669000000.0,13669000000.0,13669000000.0,15122000000.0,15122000000.0,15122000000.0,15122000000.0,18391000000.0,18391000000.0,18391000000.0,18391000000.0,24780000000.0,24780000000.0,24780000000.0,24780000000.0,27946000000.0,27946000000.0,24780000000.0,27946000000.0,27946000000.0,34404000000.0,34404000000.0,34404000000.0,34404000000.0,50316000000.0,50316000000.0,50316000000.0,50316000000.0,54076000000.0,54076000000.0,54076000000.0,54076000000.0,58443000000.0,58350000000.0,58350000000.0,58350000000.0,61115000000.0,61115000000.0,61115000000.0,61115000000.0,58308000000.0,58308000000.0,58308000000.0
LiabilitiesAndStockholdersEquity / USD,21917000000.0,21917000000.0,21917000000.0,28881000000.0,28881000000.0,28881000000.0,28881000000.0,33103000000.0,33103000000.0,33103000000.0,33103000000.0,40774000000.0,40774000000.0,40774000000.0,40774000000.0,43332000000.0,43332000000.0,40774000000.0,43332000000.0,43332000000.0,51333000000.0,51333000000.0,51333000000.0,51333000000.0,70379000000.0,70379000000.0,70379000000.0,70379000000.0,75803000000.0,75803000000.0,75803000000.0,75803000000.0,78717000000.0,78624000000.0,78624000000.0,78624000000.0,82166000000.0,82166000000.0,82166000000.0,82166000000.0,78725000000.0,78725000000.0,78725000000.0
LiabilitiesCurrent / USD,13283000000.0,13283000000.0,13283000000.0,13617000000.0,13617000000.0,13617000000.0,13617000000.0,16878000000.0,16878000000.0,16878000000.0,16878000000.0,22863000000.0,22863000000.0,22863000000.0,22863000000.0,25904000000.0,25904000000.0,22863000000.0,25904000000.0,25904000000.0,26919000000.0,26919000000.0,26919000000.0,26919000000.0,38447000000.0,38447000000.0,38447000000.0,38447000000.0,43029000000.0,43029000000.0,43029000000.0,43029000000.0,45101000000.0,45008000000.0,45008000000.0,45008000000.0,48466000000.0,48466000000.0,48466000000.0,48466000000.0,45490000000.0,45490000000.0,45490000000.0
LoansReceivableHeldForSaleAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,563000000.0,563000000.0,563000000.0,563000000.0,541000000.0,541000000.0,541000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,,,,,,,,,,,,,,,,,,,4000000000.0,2750000000.0,,,,4750000000.0,,,,3500000000.0,,,,6000000000.0,,,,6000000000.0,,,,5750000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,418000000.0,418000000.0,418000000.0,1250000000.0,1250000000.0,1250000000.0,1250000000.0,1198000000.0,1186000000.0,1211000000.0,1191000000.0,1404000000.0,1409000000.0,1405000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,,,,,,,,,,,,,,,,,,,0.0,1250000000.0,,,,1000000000.0,,,,1250000000.0,,,,500000000.0,,,,262000000.0,,,,1500000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,,,,,,,,,,,,,,,,,,,1000000000.0,0.0,,1250000000.0,1250000000.0,1250000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1250000000.0,1250000000.0,1250000000.0,1250000000.0,500000000.0,500000000.0,500000000.0,500000000.0,245000000.0,230000000.0,260000000.0,236000000.0,1500000000.0,1500000000.0,1500000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,,,,,,,,,,,,,,,,,,,0.0,1000000000.0,,1000000000.0,1000000000.0,1000000000.0,1250000000.0,1250000000.0,1250000000.0,1250000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1250000000.0,1409000000.0,1404000000.0,1413000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1147000000.0,1156000000.0,1149000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,,,,,,,,,,,,,,,,,,,0.0,0.0,,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1250000000.0,1250000000.0,1250000000.0,1250000000.0,1000000000.0,1207000000.0,1201000000.0,1213000000.0,1402000000.0,1393000000.0,1412000000.0,1397000000.0,500000000.0,500000000.0,500000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear / USD,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,1000000000.0,0.0,0.0,,418000000.0,0.0,0.0,,1250000000.0,1250000000.0,1250000000.0,,1200000000.0,0.0,
LongTermDebtNoncurrent / USD,,,,,,,,,,,,,,,,,,,0.0,0.0,4965000000.0,4965000000.0,4965000000.0,4965000000.0,8939000000.0,8939000000.0,8939000000.0,8939000000.0,8049000000.0,8049000000.0,8049000000.0,8049000000.0,10417000000.0,10417000000.0,10417000000.0,10417000000.0,9676000000.0,9676000000.0,9676000000.0,9676000000.0,9879000000.0,9879000000.0,9879000000.0
LongTermInvestments / USD,31000000.0,31000000.0,31000000.0,2348000000.0,2348000000.0,2348000000.0,2348000000.0,1539000000.0,1539000000.0,1539000000.0,1539000000.0,1961000000.0,1961000000.0,1961000000.0,1961000000.0,971000000.0,971000000.0,1961000000.0,971000000.0,971000000.0,2863000000.0,2863000000.0,2863000000.0,2863000000.0,6089000000.0,6089000000.0,6089000000.0,6089000000.0,6797000000.0,6797000000.0,6797000000.0,6797000000.0,5018000000.0,5018000000.0,5018000000.0,5018000000.0,3273000000.0,3273000000.0,3273000000.0,3273000000.0,4583000000.0,4583000000.0,4583000000.0
NetCashProvidedByUsedInFinancingActivities / USD,-43000000.0,-28000000.0,-85000000.0,239000000.0,3746000000.0,4224000000.0,1284000000.0,113000000.0,657000000.0,895000000.0,4728000000.0,-54000000.0,988000000.0,2427000000.0,2038000000.0,793000000.0,-542000000.0,2038000000.0,507000000.0,4084000000.0,1502000000.0,2498000000.0,3837000000.0,-1240000000.0,2310000000.0,9224000000.0,10130000000.0,4187000000.0,827000000.0,630000000.0,-186000000.0,12454000000.0,-669000000.0,986000000.0,-1985000000.0,-557000000.0,-2781000000.0,-6054000000.0,-5993000000.0,-1203000000.0,-2362000000.0,-2162000000.0,-4691000000.0
NetCashProvidedByUsedInInvestingActivities / USD,-450000000.0,-889000000.0,-1721000000.0,-587000000.0,-4526000000.0,-6322000000.0,-2881000000.0,325000000.0,-1481000000.0,-3170000000.0,-8038000000.0,-1243000000.0,-2972000000.0,-3623000000.0,-5904000000.0,5000000.0,563000000.0,-5904000000.0,717000000.0,-4485000000.0,-4860000000.0,-5957000000.0,-5334000000.0,821000000.0,-2554000000.0,-10084000000.0,-13284000000.0,-5742000000.0,-1583000000.0,-2682000000.0,-2356000000.0,-16545000000.0,-752000000.0,-4662000000.0,-3289000000.0,-5149000000.0,153000000.0,1593000000.0,1286000000.0,-3328000000.0,980000000.0,-3567000000.0,-768000000.0
NetCashProvidedByUsedInOperatingActivities / USD,985000000.0,1589000000.0,1993000000.0,544000000.0,1166000000.0,1818000000.0,2220000000.0,738000000.0,1434000000.0,2235000000.0,2546000000.0,751000000.0,1672000000.0,2678000000.0,3158000000.0,-349000000.0,-321000000.0,3158000000.0,4349000000.0,2531000000.0,1027000000.0,2201000000.0,3297000000.0,5480000000.0,1421000000.0,3193000000.0,4507000000.0,4071000000.0,1758000000.0,3064000000.0,4577000000.0,6219000000.0,1217000000.0,2467000000.0,4222000000.0,5797000000.0,1170000000.0,970000000.0,2229000000.0,5813000000.0,1917000000.0,3442000000.0,5056000000.0
NetIncomeLoss / USD,-101000000.0,133000000.0,955000000.0,255000000.0,560000000.0,861000000.0,419000000.0,365000000.0,688000000.0,1011000000.0,1228000000.0,384000000.0,795000000.0,1175000000.0,1401000000.0,511000000.0,511000000.0,1401000000.0,511000000.0,1795000000.0,667000000.0,667000000.0,667000000.0,2057000000.0,84000000.0,84000000.0,84000000.0,2459000000.0,1097000000.0,1097000000.0,1097000000.0,4202000000.0,509000000.0,509000000.0,509000000.0,4169000000.0,795000000.0,795000000.0,795000000.0,2419000000.0,888000000.0,888000000.0,888000000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,,,,,,,,,,,,,,,,,,,,,,,,,,1614000000.0,2635000000.0,2459000000.0,1097000000.0,2281000000.0,3368000000.0,4202000000.0,509000000.0,168000000.0,1498000000.0,4169000000.0,795000000.0,1824000000.0,2844000000.0,2419000000.0,888000000.0,2016000000.0,3026000000.0
NetIncomeLossAvailableToCommonStockholdersDiluted / USD,,,,,,,,,,,,,,,,,,,,,,,,,,1614000000.0,2635000000.0,2459000000.0,1097000000.0,2281000000.0,3368000000.0,4202000000.0,509000000.0,168000000.0,1498000000.0,4169000000.0,795000000.0,1824000000.0,2844000000.0,2419000000.0,888000000.0,2016000000.0,3026000000.0
NoncashOrPartNoncashAcquisitionInvestmentsAcquired1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413000000.0,126000000.0,75000000.0,150000000.0,413000000.0,,
NoncurrentAssets / USD,4185000000.0,4185000000.0,922000000.0,1344000000.0,1344000000.0,1344000000.0,1344000000.0,1482000000.0,1482000000.0,1482000000.0,1482000000.0,1528000000.0,1528000000.0,1528000000.0,1528000000.0,,,1528000000.0,,,,,,,,,,2514000000.0,,,,2568000000.0,,,,2304000000.0,,,,1878000000.0,,,
NonoperatingIncomeExpense / USD,-10000000.0,-6000000.0,-7000000.0,-1000000.0,0.0,20000000.0,-7000000.0,15000000.0,24000000.0,36000000.0,27000000.0,7000000.0,24000000.0,52000000.0,45000000.0,14000000.0,51000000.0,45000000.0,94000000.0,73000000.0,199000000.0,437000000.0,224000000.0,182000000.0,-135000000.0,713000000.0,880000000.0,279000000.0,-170000000.0,59000000.0,181000000.0,1776000000.0,-82000000.0,-797000000.0,-337000000.0,-163000000.0,75000000.0,245000000.0,318000000.0,-471000000.0,41000000.0,115000000.0,35000000.0
NotesAndLoansReceivableNetCurrent / USD,3586000000.0,3586000000.0,3586000000.0,4184000000.0,4184000000.0,4184000000.0,4184000000.0,5348000000.0,5348000000.0,5348000000.0,5348000000.0,1314000000.0,1314000000.0,1314000000.0,1314000000.0,2532000000.0,2532000000.0,1314000000.0,2532000000.0,2532000000.0,3972000000.0,3972000000.0,3972000000.0,3972000000.0,2769000000.0,2769000000.0,2769000000.0,2769000000.0,4846000000.0,4846000000.0,4846000000.0,4846000000.0,7431000000.0,7431000000.0,7431000000.0,7431000000.0,5433000000.0,5433000000.0,5433000000.0,5433000000.0,6422000000.0,6422000000.0,6422000000.0
NumberOfBusinessesAcquired / business,,0.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,,,,0.0,0.0,1.0,0.0,3.0,2.0,,,,1.0,,3.0,3.0,1.0,,,,1.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
NumberOfOperatingSegments / segment,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NumberOfReportableSegments / segment,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OciBeforeReclassificationsNetOfTaxAttributableToParent / USD,-24000000.0,75000000.0,135000000.0,82000000.0,26000000.0,,63000000.0,11000000.0,99000000.0,113000000.0,183000000.0,-18000000.0,-99000000.0,,,,,,,-193000000.0,,4000000.0,49000000.0,190000000.0,95000000.0,78000000.0,-101000000.0,-14000000.0,72000000.0,44000000.0,168000000.0,-291000000.0,-261000000.0,-274000000.0,-235000000.0,158000000.0,81000000.0,17000000.0,168000000.0,-325000000.0,45000000.0,34000000.0,88000000.0
OperatingExpenses / USD,3209000000.0,4912000000.0,5636000000.0,1815000000.0,3714000000.0,5642000000.0,6757000000.0,2137000000.0,4416000000.0,6735000000.0,7787000000.0,2544000000.0,5250000000.0,8066000000.0,9256000000.0,3151000000.0,6436000000.0,9256000000.0,9629000000.0,10967000000.0,3610000000.0,7210000000.0,10891000000.0,13257000000.0,4220000000.0,8530000000.0,13012000000.0,15053000000.0,4991000000.0,10102000000.0,15241000000.0,18165000000.0,5772000000.0,11814000000.0,17542000000.0,21109000000.0,6041000000.0,12195000000.0,18445000000.0,23681000000.0,6531000000.0,13091000000.0,19547000000.0
OperatingIncomeLoss / USD,648000000.0,920000000.0,1091000000.0,322000000.0,720000000.0,1050000000.0,1268000000.0,407000000.0,778000000.0,1126000000.0,1461000000.0,431000000.0,861000000.0,1284000000.0,1586000000.0,534000000.0,1106000000.0,1586000000.0,1596000000.0,2127000000.0,518000000.0,1223000000.0,1920000000.0,2194000000.0,398000000.0,1349000000.0,2326000000.0,2719000000.0,1042000000.0,2169000000.0,3212000000.0,3289000000.0,711000000.0,1475000000.0,2593000000.0,4262000000.0,999000000.0,2132000000.0,3300000000.0,3837000000.0,1168000000.0,2493000000.0,3884000000.0
OperatingLeaseCost / USD,,,,,,,,,,,,,,,,34000000.0,66000000.0,,99000000.0,136000000.0,34000000.0,66000000.0,99000000.0,136000000.0,38000000.0,80000000.0,122000000.0,136000000.0,45000000.0,87000000.0,129000000.0,166000000.0,42000000.0,85000000.0,128000000.0,170000000.0,41000000.0,80000000.0,119000000.0,171000000.0,37000000.0,76000000.0,117000000.0
OperatingLeaseImpairmentLoss / USD,,,,,,,,,,,,,,,,,,,,,,17000000.0,17000000.0,23000000.0,21000000.0,17000000.0,17000000.0,23000000.0,21000000.0,21000000.0,21000000.0,23000000.0,10000000.0,25000000.0,36000000.0,21000000.0,21000000.0,25000000.0,40000000.0,52000000.0,,,
OperatingLeaseLiability / USD,,,,,,,,,,,,,,,,498000000.0,507000000.0,,513000000.0,507000000.0,507000000.0,507000000.0,507000000.0,507000000.0,786000000.0,786000000.0,786000000.0,786000000.0,762000000.0,762000000.0,762000000.0,762000000.0,720000000.0,720000000.0,720000000.0,720000000.0,560000000.0,560000000.0,560000000.0,560000000.0,764000000.0,764000000.0,764000000.0
OperatingLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,104000000.0,104000000.0,104000000.0,104000000.0,104000000.0,144000000.0,144000000.0,144000000.0,144000000.0,142000000.0,142000000.0,142000000.0,142000000.0,151000000.0,151000000.0,151000000.0,151000000.0,144000000.0,144000000.0,144000000.0,144000000.0,135000000.0,135000000.0,135000000.0
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,403000000.0,403000000.0,403000000.0,403000000.0,403000000.0,642000000.0,642000000.0,642000000.0,642000000.0,620000000.0,620000000.0,620000000.0,620000000.0,569000000.0,569000000.0,569000000.0,569000000.0,416000000.0,416000000.0,416000000.0,416000000.0,629000000.0,629000000.0,629000000.0
OperatingLeasePayments / USD,,,,,,,,,,,,,,,,31000000.0,62000000.0,,93000000.0,131000000.0,31000000.0,62000000.0,93000000.0,131000000.0,35000000.0,73000000.0,113000000.0,131000000.0,42000000.0,84000000.0,126000000.0,159000000.0,41000000.0,83000000.0,127000000.0,167000000.0,43000000.0,86000000.0,131000000.0,172000000.0,43000000.0,85000000.0,127000000.0
OperatingLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,,,,,479000000.0,479000000.0,479000000.0,479000000.0,479000000.0,707000000.0,707000000.0,707000000.0,707000000.0,659000000.0,659000000.0,659000000.0,659000000.0,574000000.0,574000000.0,574000000.0,574000000.0,390000000.0,390000000.0,390000000.0,390000000.0,599000000.0,599000000.0,599000000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,,,,0.04,0.05,,0.05,0.05,0.05,0.05,0.05,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04
