fact_unit,2012-04-26,2012-07-31,2012-11-01,2013-02-11,2013-05-01,2013-07-31,2013-11-05,2014-02-10,2014-04-24,2014-07-31,2014-10-24,2015-02-09,2015-04-30,2015-06-05,2015-07-30,2015-10-29,2016-02-08,2016-05-04,2016-08-03,2016-11-02,2017-02-06,2017-05-03,2017-08-02,2017-11-02,2018-02-05,2018-05-02,2018-07-31,2018-10-31,2019-02-04,2019-05-02,2019-07-31,2019-10-30,2020-02-03,2020-05-05,2020-07-30,2020-10-29,2021-02-08,2021-05-06,2021-08-05,2021-11-04,2022-02-07,2022-05-05,2022-08-04,2022-11-03,2023-02-08,2023-05-04,2023-08-03,2023-11-02,2024-02-06,2024-03-28,2024-05-02,2024-08-01,2024-10-31,2025-02-07,2025-05-01,2025-07-31,2025-10-30
EquitySecuritiesFvNiRestricted / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,2000000.0,1000000.0,1000000.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EquitySecuritiesFvNiUnrealizedGainLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000000.0,7000000.0,5000000.0,-30000000.0,-45000000.0,11000000.0,5000000.0,-29000000.0,-45000000.0,-51000000.0,5000000.0,,-3000000.0,-6000000.0,-6000000.0,-49000000.0,-1000000.0,2000000.0,-3000000.0
EquitySecuritiesWithoutReadilyDeterminableFairValueImpairmentLossAnnualAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,18000000.0,18000000.0,18000000.0,0.0,,,
FinanceLeaseInterestExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1000000.0,1000000.0,1000000.0,0.0,1000000.0,1000000.0,1000000.0,,,,1000000.0,,,,1000000.0,,,,1000000.0,,,,,1000000.0,,,
FinanceLeaseInterestPaymentOnLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1000000.0,1000000.0,1000000.0,0.0,1000000.0,1000000.0,1000000.0,,,,1000000.0,,,,1000000.0,,,,1000000.0,,,,,1000000.0,,,
FinanceLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000000.0,17000000.0,23000000.0,22000000.0,22000000.0,22000000.0,22000000.0,22000000.0,,,,18000000.0,,,,13000000.0,,,,18000000.0,,,,,14000000.0,,,
FinanceLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,2000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,,,,4000000.0,,,,3000000.0,,,,6000000.0,,,,,5000000.0,,,
FinanceLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000000.0,15000000.0,19000000.0,18000000.0,18000000.0,18000000.0,18000000.0,18000000.0,,,,14000000.0,,,,10000000.0,,,,12000000.0,,,,,9000000.0,,,
FinanceLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000000.0,23000000.0,27000000.0,25000000.0,24000000.0,23000000.0,22000000.0,21000000.0,,,,15000000.0,,,,21000000.0,,,,15000000.0,,,,,9000000.0,,,
FinanceLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000.0,7000000.0,8000000.0,6000000.0,6000000.0,5000000.0,5000000.0,4000000.0,,,,2000000.0,,,,1000000.0,,,,0.0,,,,,0.0,,,
FinanceLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,,,6000000.0,6000000.0,,,,3000000.0,,,,6000000.0,,,,5000000.0,,,,,4000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,3000000.0,3000000.0,2000000.0,2000000.0,2000000.0,,2000000.0,,,,2000000.0,,,,2000000.0,,,,1000000.0,,,,,0.0,,,
FinanceLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,3000000.0,4000000.0,3000000.0,3000000.0,3000000.0,2000000.0,2000000.0,,,,2000000.0,,,,3000000.0,,,,2000000.0,,,,,1000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,4000000.0,5000000.0,4000000.0,4000000.0,4000000.0,3000000.0,3000000.0,,,,3000000.0,,,,4000000.0,,,,3000000.0,,,,,2000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,4000000.0,6000000.0,5000000.0,5000000.0,6000000.0,4000000.0,4000000.0,,,,3000000.0,,,,5000000.0,,,,4000000.0,,,,,2000000.0,,,
FinanceLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,6000000.0,4000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,,,,2000000.0,,,,3000000.0,,,,1000000.0,,,,,0.0,,,
FinanceLeasePrincipalPayments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,2000000.0,3000000.0,1000000.0,1000000.0,2000000.0,3000000.0,,,,3000000.0,,,,4000000.0,,,,4000000.0,,,,,4000000.0,,,
FinanceLeaseRightOfUseAssetAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,3000000.0,4000000.0,1000000.0,1000000.0,3000000.0,4000000.0,,,,4000000.0,,,,5000000.0,,,,4000000.0,,,,,4000000.0,,,
FinanceLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,0.055,0.04,0.04,0.04,0.04,0.04,0.04,,,,0.035,,,,0.035,,,,0.04,,,,,0.0475,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,,,,86000000.0,,,,162000000.0,,,,243000000.0,,225000000.0,,,322000000.0,,,,398000000.0,,,,283000000.0,,,,400000000.0,,,,568000000.0,,,,667000000.0,,,,834000000.0,,,,1004000000.0,,,,1134000000.0,,,,,1264000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,,102000000.0,,,,97000000.0,,,,104000000.0,,98000000.0,,,136000000.0,,,,134000000.0,,,,117000000.0,,,,146000000.0,,,,145000000.0,,,,151000000.0,,,,149000000.0,,,,230000000.0,,,,220000000.0,,,,,210000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,,,75000000.0,,,,70000000.0,,,,71000000.0,,71000000.0,,,116000000.0,,,,110000000.0,,,,102000000.0,,,,109000000.0,,,,104000000.0,,,,105000000.0,,,,108000000.0,,,,195000000.0,,,,165000000.0,,,,,110000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,,,78000000.0,,,,78000000.0,,,,85000000.0,,83000000.0,,,117000000.0,,,,114000000.0,,,,109000000.0,,,,133000000.0,,,,118000000.0,,,,109000000.0,,,,108000000.0,,,,210000000.0,,,,200000000.0,,,,,165000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,,,86000000.0,,,,81000000.0,,,,93000000.0,,88000000.0,,,129000000.0,,,,117000000.0,,,,110000000.0,,,,140000000.0,,,,141000000.0,,,,123000000.0,,,,111000000.0,,,,210000000.0,,,,210000000.0,,,,,200000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,,,94000000.0,,,,88000000.0,,,,96000000.0,,90000000.0,,,134000000.0,,,,129000000.0,,,,110000000.0,,,,142000000.0,,,,145000000.0,,,,146000000.0,,,,126000000.0,,,,210000000.0,,,,210000000.0,,,,,210000000.0,,,
FiniteLivedIntangibleAssetsGross / USD,,,,723000000.0,,,,1032000000.0,,,,1070000000.0,,1020000000.0,,,1126000000.0,,,,1711000000.0,,,,1388000000.0,,,,1505000000.0,,,,1759000000.0,,,,1859000000.0,,,,1927000000.0,,,,1934000000.0,,,,3691000000.0,,,,,3726000000.0,,,
FiniteLivedIntangibleAssetsNet / USD,,,,561000000.0,,,,789000000.0,,,,723000000.0,,698000000.0,,,728000000.0,,,,1231000000.0,,,,988000000.0,,,,937000000.0,,,,1092000000.0,,,,1025000000.0,,,,923000000.0,,,,800000000.0,,,,2427000000.0,,,,,2240000000.0,,,
FiniteLivedIntangibleAssetsTranslationAndPurchaseAccountingAdjustments / USD,,,,-3000000.0,,,,-3000000.0,,,,0.0,,0.0,,,-18000000.0,,,,-11000000.0,,,,0.0,,,,51000000.0,,,,-35000000.0,,,,22000000.0,,,,26000000.0,,,,-18000000.0,,,,-19000000.0,,,,,-11000000.0,,,
GainLossOnDispositionOfAssets1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5000000.0,-5000000.0
GainLossOnSaleOfOtherAssets / USD,,,,,,,4000000.0,12000000.0,0.0,1000000.0,11000000.0,3000000.0,-2000000.0,3000000.0,1000000.0,0.0,16000000.0,-1000000.0,-19000000.0,22000000.0,0.0,-1000000.0,1000000.0,4000000.0,-3000000.0,,,1000000.0,147000000.0,,0.0,0.0,3000000.0,,2000000.0,2000000.0,2000000.0,,-3000000.0,-2000000.0,1000000.0,,,-1000000.0,-3000000.0,0.0,0.0,0.0,0.0,,-1000000.0,-1000000.0,-2000000.0,-1000000.0,-1000000.0,-1000000.0,-4000000.0
GainLossOnSaleOfStockInSubsidiaryOrEquityMethodInvestee / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,91000000.0,91000000.0,91000000.0
GainsLossesOnExtinguishmentOfDebt / USD,1000000.0,-17000000.0,-14000000.0,-8000000.0,0.0,0.0,-1000000.0,-16000000.0,-39000000.0,-39000000.0,-39000000.0,-1000000.0,-34000000.0,-1000000.0,-34000000.0,-34000000.0,-39000000.0,-52000000.0,-52000000.0,-52000000.0,-34000000.0,,,-73000000.0,-58000000.0,,,,-73000000.0,0.0,0.0,0.0,0.0,-6000000.0,-6000000.0,-6000000.0,0.0,,,,6000000.0,,,,0.0,,,,-126000000.0,,,,0.0,0.0,0.0,0.0,-12000000.0
Goodwill / USD,,,,8000000.0,473000000.0,473000000.0,473000000.0,8000000.0,496000000.0,496000000.0,496000000.0,473000000.0,656000000.0,473000000.0,656000000.0,656000000.0,496000000.0,1539000000.0,1539000000.0,1539000000.0,656000000.0,1508000000.0,1508000000.0,1508000000.0,1531000000.0,1944000000.0,1944000000.0,1944000000.0,1502000000.0,2524000000.0,2524000000.0,2524000000.0,1944000000.0,2407000000.0,2407000000.0,2407000000.0,2524000000.0,2580000000.0,2580000000.0,2580000000.0,2407000000.0,2511000000.0,2511000000.0,2511000000.0,2580000000.0,5106000000.0,5106000000.0,5106000000.0,2511000000.0,,5151000000.0,5151000000.0,5151000000.0,5106000000.0,5024000000.0,5024000000.0,5024000000.0
GoodwillAcquiredDuringPeriod / USD,,,,,,,,454000000.0,,,,223000000.0,,223000000.0,,,223000000.0,,,,929000000.0,,,,15000000.0,,,,274000000.0,,,,657000000.0,,,,229000000.0,,,,10000000.0,,,,74000000.0,,,,2659000000.0,,,,,1000000.0,,,
GoodwillForeignCurrencyTranslationGainLoss / USD,,,,,,,,,,,,,,,,,,,,,-46000000.0,,,,-44000000.0,,,,168000000.0,,,,-77000000.0,,,,-28000000.0,,,,163000000.0,,,,-143000000.0,,,,-64000000.0,,,,,46000000.0,,,
GoodwillImpairmentLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0
GovernmentAssistanceAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0,,,,45000000.0,,,,,55000000.0,,,
GrossProfit / USD,,,,644000000.0,,,,719000000.0,,,,685000000.0,,654000000.0,,,733000000.0,,,,741000000.0,,,,581000000.0,,,,599000000.0,,,,683000000.0,,,,613000000.0,,,,779000000.0,,,,591000000.0,,,,813000000.0,,,,,922000000.0,,,
ImpairmentOfIntangibleAssetsExcludingGoodwill / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,8000000.0,8000000.0,30000000.0,,,,8000000.0,,,,0.0,,,,0.0,,,,,0.0,,,
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity / USD,,,,,,,,,,,,,16000000.0,68000000.0,35000000.0,49000000.0,71000000.0,16000000.0,35000000.0,48000000.0,71000000.0,15000000.0,28000000.0,41000000.0,39000000.0,9000000.0,18000000.0,27000000.0,34000000.0,9000000.0,21000000.0,30000000.0,42000000.0,5000000.0,2000000.0,8000000.0,40000000.0,-5000000.0,-4000000.0,2000000.0,19000000.0,5000000.0,8000000.0,11000000.0,18000000.0,1000000.0,-26000000.0,-21000000.0,19000000.0,,3000000.0,7000000.0,15000000.0,-3000000.0,6000000.0,11000000.0,18000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,,313000000.0,,,,149000000.0,,,,470000000.0,,440000000.0,,,246000000.0,,,,232000000.0,,,,281000000.0,,,,150000000.0,,,,-32000000.0,,,,369000000.0,,,,-1000000.0,,,,-65000000.0,,,,-2000000.0,,,,,24000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,,631000000.0,,,,1357000000.0,,,,875000000.0,,819000000.0,,,1220000000.0,,,,1383000000.0,,,,716000000.0,,,,850000000.0,,,,1287000000.0,,,,965000000.0,,,,1127000000.0,,,,2019000000.0,,,,912000000.0,,,,,966000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments / USD,409000000.0,792000000.0,1162000000.0,944000000.0,436000000.0,876000000.0,1214000000.0,1506000000.0,327000000.0,779000000.0,1136000000.0,1345000000.0,388000000.0,1259000000.0,820000000.0,1184000000.0,1466000000.0,360000000.0,809000000.0,1229000000.0,1615000000.0,404000000.0,752000000.0,1105000000.0,997000000.0,237000000.0,574000000.0,905000000.0,1000000000.0,370000000.0,748000000.0,1041000000.0,1255000000.0,275000000.0,573000000.0,858000000.0,1334000000.0,1575000000.0,1214000000.0,1541000000.0,1126000000.0,390000000.0,637000000.0,817000000.0,1954000000.0,174000000.0,190000000.0,622000000.0,910000000.0,,280000000.0,629000000.0,1026000000.0,990000000.0,369000000.0,1397000000.0,1804000000.0
IncomeLossFromEquityMethodInvestments / USD,17000000.0,23000000.0,25000000.0,17000000.0,4000000.0,12000000.0,18000000.0,22000000.0,8000000.0,18000000.0,26000000.0,27000000.0,7000000.0,10000000.0,10000000.0,15000000.0,15000000.0,5000000.0,5000000.0,10000000.0,20000000.0,6000000.0,13000000.0,23000000.0,16000000.0,11000000.0,18000000.0,24000000.0,35000000.0,5000000.0,13000000.0,17000000.0,31000000.0,3000000.0,7000000.0,12000000.0,23000000.0,2000000.0,-16000000.0,-40000000.0,15000000.0,-42000000.0,-95000000.0,-146000000.0,-83000000.0,-63000000.0,-135000000.0,-202000000.0,-200000000.0,,-82000000.0,-155000000.0,-227000000.0,-279000000.0,-69000000.0,-103000000.0,-110000000.0
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions / USD,9000000.0,15000000.0,15000000.0,7000000.0,-21000000.0,-13000000.0,-8000000.0,13000000.0,-1000000.0,-2000000.0,-4000000.0,1000000.0,7000000.0,-16000000.0,10000000.0,15000000.0,-6000000.0,5000000.0,-2000000.0,-3000000.0,20000000.0,6000000.0,9000000.0,15000000.0,-1000000.0,10000000.0,18000000.0,16000000.0,18000000.0,5000000.0,13000000.0,9000000.0,18000000.0,3000000.0,4000000.0,9000000.0,11000000.0,2000000.0,-16000000.0,-46000000.0,-6000000.0,-42000000.0,-99000000.0,-152000000.0,-92000000.0,-63000000.0,-135000000.0,-205000000.0,-206000000.0,,-82000000.0,-160000000.0,-232000000.0,-284000000.0,-76000000.0,-110000000.0,-120000000.0
IncomeTaxExpenseBenefit / USD,116000000.0,189000000.0,276000000.0,258000000.0,77000000.0,175000000.0,227000000.0,305000000.0,37000000.0,110000000.0,182000000.0,212000000.0,69000000.0,174000000.0,125000000.0,181000000.0,240000000.0,61000000.0,141000000.0,202000000.0,255000000.0,75000000.0,159000000.0,216000000.0,161000000.0,19000000.0,57000000.0,88000000.0,167000000.0,59000000.0,142000000.0,208000000.0,223000000.0,33000000.0,64000000.0,102000000.0,250000000.0,10000000.0,-4000000.0,-6000000.0,132000000.0,48000000.0,76000000.0,101000000.0,49000000.0,21000000.0,37000000.0,96000000.0,101000000.0,,34000000.0,64000000.0,-1248000000.0,121000000.0,76000000.0,127000000.0,159000000.0
IncomeTaxHolidayAggregateDollarAmount / USD,,,,5000000.0,,,,20000000.0,,,,13000000.0,,13000000.0,,,23000000.0,,,,28000000.0,,,,14000000.0,,,,10000000.0,,,,7000000.0,,,,7000000.0,,,,7000000.0,,,,1000000.0,,,,1000000.0,,,,,3000000.0,,,
IncomeTaxHolidayIncomeTaxBenefitsPerShare / USD/shares,,,,0.01,,,,0.05,,,,0.04,,0.04,,,0.07,,,,0.09,,,,0.05,,,,0.04,,,,0.03,,,,0.03,,,,0.03,,,,0.01,,,,0.01,,,,,0.01,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance / USD,,-5000000.0,-11000000.0,-21000000.0,,,-1000000.0,-52000000.0,,,,-29000000.0,,-29000000.0,,,6000000.0,,,,18000000.0,,,,15000000.0,,,,-17000000.0,,,,-6000000.0,,,,-4000000.0,,,,-18000000.0,,,,10000000.0,,,,-17000000.0,,,,,-63000000.0,,,
IncomeTaxReconciliationChangeInEnactedTaxRate / USD,,,6000000.0,-15000000.0,,,,13000000.0,,,12000000.0,6000000.0,,6000000.0,,,15000000.0,,,0.0,0.0,,,,11000000.0,,,,-1000000.0,,,,-6000000.0,,,,26000000.0,,,,1000000.0,,,,-2000000.0,,,,-7000000.0,,,,,0.0,,,
IncomeTaxReconciliationForeignIncomeTaxRateDifferential / USD,,-101000000.0,-148000000.0,-22000000.0,-60000000.0,-117000000.0,-192000000.0,-225000000.0,,,,-200000000.0,,-203000000.0,,,-273000000.0,,,,-286000000.0,,,,-120000000.0,,,,-86000000.0,,,,-260000000.0,,,,-106000000.0,,,,-92000000.0,,,,-339000000.0,,,,-81000000.0,,,,,-61000000.0,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate / USD,,277000000.0,407000000.0,330000000.0,153000000.0,306000000.0,425000000.0,527000000.0,,,,471000000.0,,441000000.0,,,513000000.0,,,,566000000.0,,,,349000000.0,,,,350000000.0,,,,439000000.0,,,,280000000.0,,,,236000000.0,,,,410000000.0,,,,191000000.0,,,,,208000000.0,,,
IncomeTaxReconciliationOtherAdjustments / USD,,-10000000.0,-5000000.0,-7000000.0,4000000.0,4000000.0,2000000.0,-5000000.0,1000000.0,-2000000.0,6000000.0,-6000000.0,-1000000.0,-7000000.0,-5000000.0,-12000000.0,-4000000.0,0.0,1000000.0,4000000.0,-7000000.0,,,,-17000000.0,,,24000000.0,-3000000.0,30000000.0,30000000.0,30000000.0,-1000000.0,,,,8000000.0,,,,-16000000.0,,,,-21000000.0,,,,-11000000.0,,,,,8000000.0,,,
IncomeTaxReconciliationTaxContingenciesOther / USD,,2000000.0,-3000000.0,-2000000.0,-19000000.0,-16000000.0,-12000000.0,17000000.0,1000000.0,1000000.0,-5000000.0,-13000000.0,-3000000.0,-13000000.0,-6000000.0,-6000000.0,-13000000.0,1000000.0,4000000.0,3000000.0,-4000000.0,,,,6000000.0,,,,76000000.0,,,,25000000.0,,,,36000000.0,,,,20000000.0,,,,30000000.0,,,,19000000.0,,,,,10000000.0,,,
IncomeTaxReconciliationTaxCredits / USD,,,3000000.0,29000000.0,0.0,4000000.0,12000000.0,26000000.0,22000000.0,22000000.0,22000000.0,13000000.0,,12000000.0,2000000.0,2000000.0,52000000.0,,,,89000000.0,,,,133000000.0,,,,196000000.0,,,,32000000.0,,,,18000000.0,,,,18000000.0,,,,16000000.0,,,,23000000.0,,,,,19000000.0,,,
IncomeTaxesPaid / USD,,155000000.0,205000000.0,,,153000000.0,228000000.0,303000000.0,45000000.0,120000000.0,215000000.0,280000000.0,71000000.0,280000000.0,152000000.0,237000000.0,256000000.0,55000000.0,149000000.0,255000000.0,266000000.0,83000000.0,157000000.0,233000000.0,231000000.0,63000000.0,126000000.0,171000000.0,253000000.0,52000000.0,131000000.0,205000000.0,275000000.0,36000000.0,83000000.0,125000000.0,283000000.0,48000000.0,54000000.0,97000000.0,189000000.0,52000000.0,93000000.0,134000000.0,106000000.0,64000000.0,121000000.0,146000000.0,172000000.0,,52000000.0,148000000.0,212000000.0,194000000.0,67000000.0,151000000.0,202000000.0
IncomeTaxesReceivable / USD,,36000000.0,36000000.0,36000000.0,47000000.0,47000000.0,47000000.0,47000000.0,57000000.0,57000000.0,57000000.0,57000000.0,34000000.0,57000000.0,34000000.0,34000000.0,34000000.0,44000000.0,44000000.0,44000000.0,44000000.0,26000000.0,26000000.0,26000000.0,25000000.0,46000000.0,46000000.0,46000000.0,46000000.0,73000000.0,73000000.0,73000000.0,73000000.0,45000000.0,45000000.0,45000000.0,45000000.0,41000000.0,41000000.0,41000000.0,41000000.0,54000000.0,54000000.0,54000000.0,54000000.0,40000000.0,40000000.0,40000000.0,40000000.0,,100000000.0,100000000.0,100000000.0,100000000.0,106000000.0,106000000.0,106000000.0
IncomeTaxesReceivableNoncurrent / USD,,58000000.0,58000000.0,58000000.0,88000000.0,88000000.0,88000000.0,88000000.0,123000000.0,123000000.0,123000000.0,123000000.0,67000000.0,121000000.0,67000000.0,67000000.0,67000000.0,54000000.0,54000000.0,54000000.0,54000000.0,56000000.0,56000000.0,56000000.0,30000000.0,22000000.0,22000000.0,22000000.0,22000000.0,6000000.0,6000000.0,6000000.0,6000000.0,45000000.0,45000000.0,45000000.0,45000000.0,25000000.0,25000000.0,25000000.0,25000000.0,28000000.0,28000000.0,28000000.0,28000000.0,30000000.0,30000000.0,30000000.0,30000000.0,,33000000.0,33000000.0,33000000.0,33000000.0,47000000.0,47000000.0,47000000.0
IncreaseDecreaseInAccountsPayable / USD,271000000.0,371000000.0,185000000.0,354000000.0,201000000.0,79000000.0,-22000000.0,98000000.0,194000000.0,296000000.0,306000000.0,-153000000.0,175000000.0,-157000000.0,171000000.0,16000000.0,237000000.0,105000000.0,182000000.0,125000000.0,-6000000.0,80000000.0,75000000.0,74000000.0,142000000.0,55000000.0,79000000.0,83000000.0,35000000.0,140000000.0,145000000.0,78000000.0,268000000.0,53000000.0,26000000.0,-19000000.0,62000000.0,-170000000.0,-902000000.0,-144000000.0,133000000.0,101000000.0,23000000.0,-37000000.0,186000000.0,1000000.0,-150000000.0,-107000000.0,265000000.0,,-73000000.0,-43000000.0,-1000000.0,137000000.0,-179000000.0,-110000000.0,-39000000.0
IncreaseDecreaseInAccountsReceivable / USD,487000000.0,555000000.0,334000000.0,184000000.0,395000000.0,186000000.0,87000000.0,149000000.0,370000000.0,443000000.0,431000000.0,-198000000.0,358000000.0,-176000000.0,349000000.0,139000000.0,213000000.0,277000000.0,303000000.0,217000000.0,-67000000.0,178000000.0,141000000.0,230000000.0,183000000.0,96000000.0,65000000.0,122000000.0,207000000.0,206000000.0,91000000.0,128000000.0,287000000.0,249000000.0,190000000.0,173000000.0,-55000000.0,-260000000.0,-734000000.0,51000000.0,74000000.0,-14000000.0,-160000000.0,-99000000.0,243000000.0,270000000.0,244000000.0,582000000.0,-37000000.0,,131000000.0,295000000.0,213000000.0,497000000.0,106000000.0,46000000.0,107000000.0
IncreaseDecreaseInInventories / USD,100000000.0,149000000.0,156000000.0,130000000.0,83000000.0,57000000.0,69000000.0,64000000.0,82000000.0,96000000.0,167000000.0,-49000000.0,127000000.0,-43000000.0,140000000.0,103000000.0,26000000.0,68000000.0,141000000.0,179000000.0,-21000000.0,105000000.0,136000000.0,193000000.0,14000000.0,110000000.0,175000000.0,266000000.0,45000000.0,119000000.0,157000000.0,250000000.0,224000000.0,49000000.0,22000000.0,63000000.0,120000000.0,77000000.0,-74000000.0,-60000000.0,-8000000.0,228000000.0,501000000.0,819000000.0,8000000.0,298000000.0,358000000.0,301000000.0,710000000.0,,144000000.0,35000000.0,87000000.0,258000000.0,6000000.0,5000000.0,185000000.0
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities / USD,,,,,,,,,,,,,,,-18000000.0,-44000000.0,,-120000000.0,-106000000.0,-92000000.0,,-41000000.0,-19000000.0,-2000000.0,,50000000.0,54000000.0,-223000000.0,,2000000.0,2000000.0,86000000.0,,-35000000.0,31000000.0,-21000000.0,,-98000000.0,12000000.0,114000000.0,,-120000000.0,-53000000.0,-64000000.0,173000000.0,-64000000.0,-64000000.0,-5000000.0,-110000000.0,,-115000000.0,-65000000.0,-7000000.0,142000000.0,-29000000.0,-83000000.0,-38000000.0
IncreaseDecreaseInOtherCurrentAssets / USD,49000000.0,73000000.0,79000000.0,-66000000.0,5000000.0,-13000000.0,23000000.0,31000000.0,-21000000.0,-2000000.0,43000000.0,125000000.0,26000000.0,141000000.0,35000000.0,32000000.0,28000000.0,-43000000.0,-18000000.0,26000000.0,-65000000.0,4000000.0,-6000000.0,-9000000.0,6000000.0,30000000.0,36000000.0,102000000.0,-51000000.0,49000000.0,74000000.0,110000000.0,187000000.0,45000000.0,137000000.0,140000000.0,165000000.0,-12000000.0,-9000000.0,57000000.0,202000000.0,60000000.0,63000000.0,-50000000.0,-78000000.0,-35000000.0,-29000000.0,-52000000.0,-61000000.0,,18000000.0,85000000.0,76000000.0,-66000000.0,-1000000.0,30000000.0,23000000.0
IncreaseDecreaseInOtherOperatingCapitalNet / USD,37000000.0,12000000.0,19000000.0,24000000.0,-27000000.0,7000000.0,3000000.0,-6000000.0,32000000.0,63000000.0,42000000.0,-29000000.0,-20000000.0,-19000000.0,-51000000.0,-1000000.0,69000000.0,33000000.0,35000000.0,71000000.0,25000000.0,0.0,17000000.0,25000000.0,11000000.0,-5000000.0,20000000.0,-36000000.0,61000000.0,40000000.0,-23000000.0,58000000.0,36000000.0,30000000.0,25000000.0,56000000.0,47000000.0,45000000.0,38000000.0,38000000.0,31000000.0,4000000.0,24000000.0,35000000.0,31000000.0,-33000000.0,-27000000.0,-38000000.0,26000000.0,,-16000000.0,9000000.0,-10000000.0,-7000000.0,-2000000.0,22000000.0,16000000.0
IncrementalCommonSharesAttributableToConversionOfPreferredStock / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,1570000.0,5640000.0,0.0,,,,6830000.0,,,0.0,0.0,,,,7750000.0,0.0,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360000.0,420000.0,,320000.0,250000.0,280000.0,,830000.0,700000.0,700000.0,,370000.0,250000.0,220000.0,760000.0,,160000.0,110000.0,130000.0,280000.0,120000.0,180000.0,220000.0
