fact_unit,2009-08-04,2009-11-04,2010-02-12,2010-05-05,2010-07-30,2010-10-29,2011-02-11,2011-05-10,2011-07-27,2011-10-26,2012-01-26,2012-04-25,2012-07-24,2012-10-30,2013-01-29,2013-04-25,2013-07-25,2013-10-24,2014-02-12,2014-04-24,2014-07-25,2014-10-23,2015-02-09,2015-04-29,2015-07-23,2015-10-29
OtherNoncashIncomeExpense / USD,,,,,,,,,-2000000.0,7000000.0,20000000.0,-36000000.0,-55000000.0,-3000000.0,12000000.0,24000000.0,56000000.0,24000000.0,-6000000.0,-37000000.0,54000000.0,-44000000.0,28000000.0,14000000.0,-91000000.0,-157000000.0
OtherNonoperatingIncomeExpense / USD,225266000.0,246485000.0,,,-2000000.0,-3000000.0,4000000.0,3000000.0,-2000000.0,2000000.0,2000000.0,11000000.0,13000000.0,40000000.0,11000000.0,17000000.0,18000000.0,43000000.0,65000000.0,-24000000.0,-4000000.0,18000000.0,64000000.0,28000000.0,53000000.0,79000000.0
OtherSalesRevenueNet / USD,,,,,,,667000000.0,,,,762000000.0,,,,,,,,,,,,2353000000.0,,,
PaymentsOfDividends / USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
PaymentsToAcquireMarketableSecurities / USD,4921310000.0,7814293000.0,15997060000.0,5245000000.0,10636000000.0,19587000000.0,15356000000.0,12487000000.0,25421000000.0,37589000000.0,29139000000.0,7591000000.0,20955000000.0,43693000000.0,43985000000.0,8688000000.0,15542000000.0,24246000000.0,61672000000.0,7834000000.0,22782000000.0,31746000000.0,33410000000.0,12082000000.0,24857000000.0,43192000000.0
PaymentsToAcquireOtherInvestments / USD,9492000.0,44869000.0,34511000.0,19000000.0,28000000.0,46000000.0,47000000.0,3000000.0,230000000.0,265000000.0,65000000.0,131000000.0,343000000.0,358000000.0,320000000.0,103000000.0,202000000.0,246000000.0,428000000.0,36000000.0,172000000.0,471000000.0,696000000.0,168000000.0,467000000.0,536000000.0
PaymentsToAcquirePropertyPlantAndEquipment / USD,1539114000.0,1990617000.0,2402840000.0,263000000.0,402000000.0,589000000.0,2359000000.0,239000000.0,715000000.0,1473000000.0,810000000.0,890000000.0,1807000000.0,2487000000.0,4018000000.0,607000000.0,1381000000.0,2253000000.0,3438000000.0,1203000000.0,2814000000.0,5103000000.0,3273000000.0,2345000000.0,4991000000.0,7408000000.0
PreferredStockDividendsAndOtherAdjustments / USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
PreferredStockParOrStatedValuePerShare / USD/shares,,,,,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized / shares,,,,,,,,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
PreferredStockSharesIssued / shares,,,,,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PreferredStockSharesOutstanding / shares,,,,,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ProceedsFromDebtNetOfIssuanceCosts / USD,,,,,,,,,0.0,2544000000.0,0.0,2184000000.0,8030000000.0,8780000000.0,5246000000.0,3149000000.0,7751000000.0,12125000000.0,10905000000.0,2922000000.0,5651000000.0,8350000000.0,16109000000.0,3416000000.0,6293000000.0,9167000000.0
ProceedsFromDivestitureOfBusinesses / USD,,,,,,,,,,,,,,,2350000000.0,,201000000.0,201000000.0,0.0,,2351000000.0,2525000000.0,0.0,,,
ProceedsFromSaleAndMaturityOfMarketableSecurities / USD,7416559000.0,9634903000.0,15659473000.0,5110000000.0,10435000000.0,17016000000.0,15763000000.0,9495000000.0,20630000000.0,30369000000.0,22103000000.0,4645000000.0,13627000000.0,33107000000.0,37099000000.0,17201000000.0,22657000000.0,29800000000.0,48746000000.0,6319000000.0,17006000000.0,23241000000.0,35180000000.0,9406000000.0,23605000000.0,36650000000.0
ProceedsFromStockOptionsExercised / USD,,,,,,,73000000.0,,,,350000000.0,,,,656000000.0,,,,621000000.0,,,,736000000.0,,,
PropertyPlantAndEquipmentGross / USD,,,,,8130000000.0,8130000000.0,8130000000.0,11771000000.0,11771000000.0,11771000000.0,11771000000.0,14400000000.0,14400000000.0,14400000000.0,14400000000.0,17697000000.0,17697000000.0,17697000000.0,17697000000.0,23837000000.0,23837000000.0,23837000000.0,23837000000.0,32746000000.0,32746000000.0,32746000000.0
PropertyPlantAndEquipmentNet / USD,5233843000.0,5233843000.0,5233843000.0,4845000000.0,4845000000.0,4845000000.0,4845000000.0,7759000000.0,7759000000.0,7759000000.0,7759000000.0,9603000000.0,9603000000.0,9603000000.0,9603000000.0,11854000000.0,11854000000.0,11854000000.0,11854000000.0,16524000000.0,16524000000.0,16524000000.0,16524000000.0,23883000000.0,23883000000.0,23883000000.0
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax / USD,,,,,,,,,,,,,,,,,198000000.0,191000000.0,222000000.0,68000000.0,116000000.0,138000000.0,222000000.0,72000000.0,116000000.0,138000000.0
RepaymentsOfDebt / USD,,,,,,,,,0.0,423000000.0,0.0,2435000000.0,7304000000.0,8054000000.0,1783000000.0,1900000000.0,5753000000.0,10128000000.0,10179000000.0,3323000000.0,6203000000.0,8904000000.0,14781000000.0,2423000000.0,6304000000.0,9181000000.0
ResearchAndDevelopmentExpense / USD,1355279000.0,2059851000.0,2119985000.0,642000000.0,1349000000.0,2107000000.0,2793000000.0,818000000.0,1716000000.0,2711000000.0,2843000000.0,1226000000.0,2456000000.0,3861000000.0,3762000000.0,1441000000.0,2979000000.0,4858000000.0,5162000000.0,1617000000.0,3383000000.0,5204000000.0,6083000000.0,2126000000.0,4364000000.0,7019000000.0
RetainedEarningsAccumulatedDeficit / USD,13561630000.0,13561630000.0,13561630000.0,20082000000.0,20082000000.0,20082000000.0,20082000000.0,27868000000.0,27868000000.0,27868000000.0,27868000000.0,37605000000.0,37605000000.0,37605000000.0,37605000000.0,48342000000.0,48342000000.0,48342000000.0,48342000000.0,61262000000.0,61262000000.0,61262000000.0,61262000000.0,75706000000.0,75066000000.0,75066000000.0
Revenues / USD,,,,,,,,,,,,8575000000.0,17602000000.0,27322000000.0,29321000000.0,10645000000.0,22452000000.0,35756000000.0,37905000000.0,12951000000.0,26058000000.0,39812000000.0,46039000000.0,15420000000.0,31375000000.0,47898000000.0
SecuritiesLoanedAmountOffsetAgainstCollateral / USD,,,,,,,,,,,,,,,,,0.0,0.0,0.0,17000000.0,17000000.0,17000000.0,17000000.0,38000000.0,38000000.0,38000000.0
SecuritiesLoanedAsset / USD,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SecuritiesLoanedCollateralRightToReclaimCash / USD,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SecuritiesLoanedCollateralRightToReclaimSecurities / USD,,,,,,,,,,,,,,,,,1673000000.0,1673000000.0,1673000000.0,1357000000.0,1357000000.0,1357000000.0,1357000000.0,2740000000.0,2740000000.0,2740000000.0
SecuritiesLoanedGross / USD,,,,,,,,,,,,,,,,,1673000000.0,1673000000.0,1673000000.0,1374000000.0,1374000000.0,1374000000.0,1374000000.0,2778000000.0,2778000000.0,2778000000.0
SecuritiesPurchasedUnderAgreementsToResell / USD,,,,,,,,,,,,,,,,1629000000.0,1629000000.0,1629000000.0,1629000000.0,1370000000.0,1370000000.0,1370000000.0,1370000000.0,2637000000.0,2637000000.0,2637000000.0
SecuritiesPurchasedUnderAgreementsToResellAmountOffsetAgainstCollateral / USD,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SecuritiesPurchasedUnderAgreementsToResellCollateralObligationToReturnCash / USD,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SecuritiesPurchasedUnderAgreementsToResellCollateralObligationToReturnSecurities / USD,,,,,,,,,,,,,,,,,1629000000.0,1629000000.0,1629000000.0,1370000000.0,1370000000.0,1370000000.0,1370000000.0,2637000000.0,2637000000.0,2637000000.0
SecuritiesPurchasedUnderAgreementsToResellGross / USD,,,,,,,,,,,,,,,,,1629000000.0,1629000000.0,1629000000.0,1370000000.0,1370000000.0,1370000000.0,1370000000.0,2637000000.0,2637000000.0,2637000000.0
SecuritiesPurchasedUnderAgreementsToResellLiability / USD,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SellingAndMarketingExpense / USD,931450000.0,1440252000.0,1461266000.0,434000000.0,903000000.0,1401000000.0,1946000000.0,607000000.0,1236000000.0,1897000000.0,1984000000.0,1026000000.0,2117000000.0,3322000000.0,2799000000.0,1269000000.0,2682000000.0,4392000000.0,4589000000.0,1435000000.0,3018000000.0,4646000000.0,5465000000.0,1729000000.0,3670000000.0,5754000000.0
ShareBasedCompensation / USD,553555000.0,833594000.0,868646000.0,277000000.0,571000000.0,888000000.0,1120000000.0,291000000.0,600000000.0,980000000.0,1164000000.0,432000000.0,866000000.0,1437000000.0,1376000000.0,556000000.0,1214000000.0,1976000000.0,1974000000.0,708000000.0,1555000000.0,2441000000.0,2692000000.0,887000000.0,1802000000.0,3092000000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate / pure,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate / pure,,,,,0.4,0.37,0.35,0.33,0.33,0.35,0.37,0.35,0.33,0.33,0.35,,,,0.33,,,,0.29,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate / pure,,,,,0.021,0.026,0.032,0.026,0.026,0.019,0.026,0.021,0.024,0.023,0.019,,,,0.023,,,,0.01,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber / shares,,,,,6348717.0,7285166.0,6060987.0,5822114.0,6052830.0,6374958.0,6263104.0,6293232.0,6806940.0,6101454.0,6027202.0,,4858995.0,4715082.0,3795911.0,6570910.0,6572803.0,6403498.0,6213230.0,5681295.0,5331727.0,4768764.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice / USD/shares,,,,,260.61,274.72,281.34,284.67,289.16,303.75,313.68,322.72,333.56,342.87,351.28,,377.95,383.87,379.6,190.39,194.51,196.89,199.57,203.22,206.15,209.3
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue / USD,,,,,,284000000.0,503000000.0,47000000.0,133000000.0,204000000.0,566000000.0,245000000.0,313000000.0,454000000.0,794000000.0,164000000.0,232000000.0,638000000.0,674000000.0,,,,827000000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod / shares,,,,,-259767.0,-397740.0,476038.0,57044.0,133564.0,202741.0,254906.0,37679.0,98652.0,219673.0,238717.0,22071.0,202770.0,215606.0,220827.0,15686.0,216263.0,484449.0,496342.0,4153.0,132858.0,266388.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod / shares,,,,,244069.0,1456145.0,1743195.0,196102.0,589448.0,714770.0,718091.0,0.0,1374577.0,1374577.0,1392191.0,1571.0,1571.0,0.0,1571.0,3142.0,3142.0,3142.0,0.0,0.0,0.0,0.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue / USD/shares,,,,,130.13,160.05,203.58,198.1,408.28,219.7,160.63,210.91,210.28,210.24,216.43,,,,210.07,,,,97.14,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue / USD,,,,,1848000000.0,2739000000.0,3040000000.0,2716000000.0,1812000000.0,1774000000.0,2825000000.0,2591000000.0,2016.0,3205000000.0,2516000000.0,3077000000.0,2943000000.0,2725000000.0,3470000000.0,2977000000.0,3001000000.0,2792000000.0,2266000000.0,2200000000.0,1865000000.0,2120000000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber / shares,,,,,12776488.0,12776488.0,12776488.0,11525422.0,11525422.0,11525422.0,11525422.0,9807252.0,9807252.0,9807252.0,9807252.0,8551395.0,8551395.0,8551395.0,8551395.0,10065726.0,10065726.0,10065726.0,10065726.0,7240419.0,7240419.0,7240419.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice / USD/shares,,,,,298.73,298.73,298.73,330.24,330.24,330.24,330.24,357.92,357.92,357.92,357.92,405.98,405.98,405.98,405.98,215.5,215.5,215.5,215.5,215.56,215.56,215.56
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue / USD,,,,,1780000000.0,2640000000.0,2918000000.0,2614000000.0,1759000000.0,1729000000.0,2746000000.0,2529000000.0,1971.0,3113000000.0,2461000000.0,3010000000.0,2881000000.0,2675000000.0,3390000000.0,2907000000.0,2944000000.0,2757000000.0,2242000000.0,2176000000.0,1826000000.0,2103000000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableNumber / shares,,,,,11679493.0,12467988.0,10950756.0,10377664.0,10447805.0,10126045.0,9437288.0,8943053.0,9881860.0,8645925.0,8218732.0,7745153.0,6276395.0,5932616.0,4880718.0,8480795.0,8034944.0,7445592.0,7129380.0,5901780.0,5781735.0,5181225.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice / USD/shares,,,,,294.64,314.44,327.58,334.84,343.93,349.95,354.92,358.4,385.63,394.4,400.72,405.62,421.33,425.06,426.33,214.5,213.63,212.64,214.06,217.4,214.59,217.75
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice / USD/shares,,,,,,,,,,,,,297.48,307.57,305.81,328.91,316.82,324.38,355.56,205.35,202.17,202.51,199.84,179.33,193.38,191.1
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice / USD/shares,,,,,,,,,,,,,429.36,462.8,460.45,429.17,602.56,598.39,595.92,280.01,320.65,296.55,293.31,312.03,310.78,311.31
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice / USD/shares,,,,,,,,,,,,,578.12,578.12,580.45,723.25,723.25,723.25,723.25,0.0,0.0,0.0,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1 / USD,,,,,,,,,1306000000.0,1337000000.0,2070000000.0,1996000000.0,1677.0,2507000000.0,2099000000.0,2562000000.0,2441000000.0,2320000000.0,2813000000.0,2411000000.0,2534000000.0,2472000000.0,2044000000.0,1978000000.0,1729000000.0,1976000000.0
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1 / USD,,,,,,,,,,,,,,,,,,,561000000.0,,,,489000000.0,,,
ShortTermDebtWeightedAverageInterestRate / pure,,,,,,0.003,0.003,0.003,0.004,0.001,0.003,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001
StockIssued1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
StockIssuedDuringPeriodSharesStockOptionsExercised / shares,,,,,,,,,1019763.0,1475264.0,2181355.0,517067.0,734011.0,1929716.0,2409331.0,502735.0,1875010.0,2233984.0,3299276.0,1301382.0,1607444.0,2009381.0,2328965.0,619179.0,1142926.0,1736987.0
StockIssuedDuringPeriodValueNewIssues / USD,,,,,,,98000000.0,,,,350000000.0,,,,1412000000.0,,,,621000000.0,,,,736000000.0,,,
StockholdersEquity / USD,28238862000.0,28238862000.0,17039840000.0,36004000000.0,36004000000.0,36004000000.0,22690000000.0,46241000000.0,46241000000.0,46241000000.0,28239000000.0,58145000000.0,58145000000.0,58145000000.0,36004000000.0,71715000000.0,71715000000.0,71715000000.0,46241000000.0,87309000000.0,87309000000.0,87309000000.0,58145000000.0,104500000000.0,103860000000.0,103860000000.0
StockholdersEquityNoteStockSplitConversionRatio1 / pure,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,
TaxCreditCarryforwardAmount / USD,,,,,,,,,,,55000000.0,,,,146000000.0,,,,450000000.0,,,,734000000.0,,,
UndistributedEarningsOfForeignSubsidiaries / USD,,,,,,,,,,,,,,,33300000000.0,,,,38900000000.0,,,,47400000000.0,,,
UnrecognizedTaxBenefits / USD,,,,,1188000000.0,1188000000.0,387000000.0,1140000000.0,1140000000.0,1140000000.0,721000000.0,1564000000.0,1564000000.0,1564000000.0,1188000000.0,1933000000.0,1933000000.0,1933000000.0,1140000000.0,2571000000.0,2571000000.0,2571000000.0,1564000000.0,3412000000.0,3294000000.0,3294000000.0
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,,,,,,15000000.0,,,,1000000.0,,,,197000000.0,,,,9000000.0,,,,40000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,,,,,,,47000000.0,,,,47000000.0,,,,47000000.0,,,,5000000.0,,,,62000000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued / USD,,,,,,,100000000.0,,,,97000000.0,,,,129000000.0,,,,139000000.0,,,,181000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,,,,,,237000000.0,,,,246000000.0,,,,256000000.0,,,,361000000.0,,,,411000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,,,,,,112000000.0,,,,222000000.0,,,,37000000.0,,,,77000000.0,,,,60000000.0,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,,,,,814000000.0,814000000.0,561000000.0,951000000.0,951000000.0,951000000.0,814000000.0,1350000000.0,1350000000.0,1350000000.0,951000000.0,1749000000.0,1749000000.0,1749000000.0,1350000000.0,2378000000.0,2378000000.0,2378000000.0,1749000000.0,3026000000.0,2909000000.0,2909000000.0
UnrecordedUnconditionalPurchaseObligationBalanceSheetAmount / USD,,,,,,,565000000.0,,,,1900000000.0,,,,2100000000.0,,,,3300000000.0,,,,2700000000.0,,,
WeightedAverageNumberOfDilutedSharesOutstanding / shares,,,,,,,,,,,,,,,,330136000.0,330464000.0,331414000.0,,673326000.0,675000000.0,676156000.0,664610000.0,685212000.0,,
WeightedAverageNumberOfSharesOutstandingBasic / shares,,,,,,,,,,,,,,,,325299000.0,325786000.0,326452000.0,,660908000.0,662934000.0,664366000.0,654426000.0,672587000.0,,
