fact_unit,2018-05-24,2018-08-09,2018-10-29,2019-02-28,2019-05-01,2019-05-21,2019-07-30,2019-11-07,2020-02-28,2020-05-06,2020-08-05,2020-11-05,2021-02-26,2021-05-05,2021-08-04,2021-11-03,2022-02-28,2022-05-04,2022-08-03,2022-11-02,2023-03-01,2023-05-03,2023-08-02,2023-11-13,2024-02-28,2024-05-01,2024-07-31,2024-10-30,2025-02-28,2025-05-07,2025-08-06,2025-10-29
OperatingIncomeLoss / USD,12200000.0,11800000.0,16900000.0,-11200000.0,28000000.0,19200000.0,19600000.0,35800000.0,55400000.0,27400000.0,46100000.0,52600000.0,56100000.0,26300000.0,30300000.0,29700000.0,72300000.0,-2400000.0,-22100000.0,-38100000.0,7800000.0,-18900000.0,-25400000.0,-29100000.0,-35500000.0,38400000.0,67800000.0,94300000.0,-25800000.0,40700000.0,54800000.0,75600000.0
OperatingLeaseCost / USD,,,,,4000000.0,,8400000.0,12600000.0,12800000.0,4000000.0,8400000.0,12600000.0,12800000.0,2300000.0,4600000.0,7000000.0,12800000.0,1200000.0,2600000.0,3900000.0,9100000.0,2500000.0,4900000.0,7400000.0,6100000.0,2400000.0,4900000.0,7000000.0,9800000.0,,,
OperatingLeaseLiabilityCurrent / USD,,,,,13900000.0,,13700000.0,13300000.0,8800000.0,8800000.0,8800000.0,8800000.0,8800000.0,10500000.0,10500000.0,10500000.0,10500000.0,11300000.0,11300000.0,11300000.0,11300000.0,10000000.0,10000000.0,10000000.0,10000000.0,7000000.0,7000000.0,7000000.0,7000000.0,5700000.0,5700000.0,5700000.0
OperatingLeaseLiabilityNoncurrent / USD,,,,,32700000.0,,34800000.0,31800000.0,30100000.0,30100000.0,30100000.0,30100000.0,30100000.0,33600000.0,33600000.0,33600000.0,33600000.0,32700000.0,32700000.0,32700000.0,32700000.0,23700000.0,23700000.0,23700000.0,23700000.0,18900000.0,18900000.0,18900000.0,18900000.0,10800000.0,10800000.0,10800000.0
OperatingLeasePayments / USD,,,,,3800000.0,,7400000.0,11100000.0,11200000.0,,,,11200000.0,,,,1500000.0,,,,11600000.0,,,,8700000.0,,,,8100000.0,,,
OperatingLeaseRightOfUseAsset / USD,,,,,39900000.0,,39500000.0,36800000.0,32000000.0,32000000.0,32000000.0,32000000.0,32000000.0,27900000.0,27900000.0,27900000.0,27900000.0,29400000.0,29400000.0,29400000.0,29400000.0,24300000.0,24300000.0,24300000.0,24300000.0,19100000.0,19100000.0,19100000.0,19100000.0,12300000.0,12300000.0,12300000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,0.0503,,0.0503,0.0503,0.0502,,,,0.0502,,,,0.1018,,,,0.0407,,,,0.0434,,,,0.0506,,,
OtherAccruedLiabilitiesCurrent / USD,15500000.0,15000000.0,15000000.0,15000000.0,23900000.0,15000000.0,23900000.0,23900000.0,23900000.0,13900000.0,13900000.0,13900000.0,13900000.0,20500000.0,20500000.0,20500000.0,20500000.0,24700000.0,24700000.0,24700000.0,24700000.0,24000000.0,24000000.0,24000000.0,24000000.0,30400000.0,30400000.0,30400000.0,30400000.0,31500000.0,31500000.0,31500000.0
OtherAssetsNoncurrent / USD,4000000.0,2000000.0,2000000.0,2000000.0,94400000.0,82200000.0,94400000.0,94400000.0,94400000.0,150300000.0,150300000.0,150300000.0,150300000.0,187600000.0,187600000.0,187600000.0,187600000.0,208400000.0,208400000.0,208400000.0,208400000.0,262400000.0,262400000.0,262400000.0,262400000.0,110300000.0,110300000.0,110300000.0,110300000.0,139800000.0,139800000.0,139800000.0
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent / USD,,,,-8200000.0,-12600000.0,-8200000.0,-12600000.0,-12600000.0,-13700000.0,19200000.0,19200000.0,19200000.0,-9300000.0,17400000.0,17400000.0,17400000.0,28100000.0,-12300000.0,-12300000.0,-12300000.0,28200000.0,-51000000.0,-51000000.0,-51000000.0,-35600000.0,17600000.0,17600000.0,17600000.0,-99200000.0,-5500000.0,-5500000.0,
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesTax / USD,,,,-2000000.0,-800000.0,-2000000.0,-800000.0,-800000.0,-3600000.0,2700000.0,2700000.0,2700000.0,-1200000.0,6000000.0,6000000.0,6000000.0,9600000.0,-4400000.0,-4400000.0,-4400000.0,10200000.0,-18400000.0,-18400000.0,-18400000.0,-12800000.0,-6300000.0,-6300000.0,-6300000.0,-35400000.0,-1900000.0,-1900000.0,-1900000.0
OtherComprehensiveIncomeLossBeforeTax / USD,9300000.0,22500000.0,41500000.0,27800000.0,-27100000.0,28000000.0,-39500000.0,-32400000.0,37100000.0,36700000.0,68000000.0,67100000.0,-66800000.0,-22400000.0,22600000.0,38500000.0,76600000.0,-1900000.0,9500000.0,-14800000.0,78300000.0,-50700000.0,-132700000.0,-211300000.0,-60000000.0,26600000.0,15000000.0,-9300000.0,-197100000.0,-26900000.0,-21800000.0,57700000.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax / USD,4900000.0,19600000.0,43900000.0,24400000.0,-16600000.0,24600000.0,-26800000.0,-16600000.0,40600000.0,12300000.0,23800000.0,17300000.0,-48700000.0,-49100000.0,-27500000.0,-14700000.0,29100000.0,11000000.0,24000000.0,4300000.0,18700000.0,15600000.0,-31800000.0,-80300000.0,-17600000.0,1200000.0,6700000.0,-12300000.0,-56700000.0,-22700000.0,-27500000.0,-9400000.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax / USD,,,,7400000.0,-16600000.0,7600000.0,-16600000.0,-16600000.0,40600000.0,12300000.0,12300000.0,12300000.0,-48700000.0,-49100000.0,-49100000.0,-49100000.0,29100000.0,11000000.0,11000000.0,11000000.0,18700000.0,15600000.0,15600000.0,15600000.0,-17600000.0,1200000.0,1200000.0,1200000.0,-56700000.0,-22700000.0,-22700000.0,-22700000.0
OtherComprehensiveIncomeLossNetOfTax / USD,7700000.0,23700000.0,44500000.0,27200000.0,-27900000.0,27400000.0,-38100000.0,-30100000.0,40700000.0,34000000.0,64400000.0,54700000.0,-65600000.0,-29200000.0,9900000.0,24200000.0,64600000.0,1500000.0,13300000.0,-9700000.0,62400000.0,-33100000.0,-105900000.0,-176500000.0,-48800000.0,19900000.0,12800000.0,-10100000.0,-160200000.0,-25800000.0,-23300000.0,40100000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax / USD,-2600000.0,-5100000.0,-7600000.0,-13600000.0,-2900000.0,-13600000.0,-5800000.0,-8700000.0,-13800000.0,-2500000.0,-5000000.0,-7500000.0,7600000.0,-3300000.0,-6600000.0,-9900000.0,-9800000.0,-3800000.0,-7600000.0,-11400000.0,-21200000.0,-3100000.0,-6000000.0,-8900000.0,-6000000.0,-1500000.0,-3000000.0,-4500000.0,5800000.0,-3200000.0,-6000000.0,-8800000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax / USD,,,,-2000000.0,-2900000.0,-2000000.0,-2900000.0,2900000.0,-13800000.0,-2500000.0,-2500000.0,-2500000.0,7600000.0,-2500000.0,-2500000.0,-2500000.0,-7400000.0,-2800000.0,-2800000.0,-2800000.0,-15500000.0,-2300000.0,-2300000.0,-2300000.0,-4400000.0,-1100000.0,-1100000.0,-1100000.0,4300000.0,-2400000.0,-2400000.0,-2400000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax / USD,,,,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,800000.0,800000.0,2400000.0,1000000.0,1000000.0,1000000.0,5700000.0,800000.0,800000.0,800000.0,1600000.0,-400000.0,-400000.0,-400000.0,1500000.0,-800000.0,-800000.0,-800000.0
OtherComprehensiveIncomeLossTax / USD,1600000.0,-1200000.0,-3000000.0,600000.0,800000.0,600000.0,-1400000.0,-2300000.0,-3600000.0,2700000.0,3600000.0,12400000.0,-1200000.0,6800000.0,12700000.0,14300000.0,12000000.0,-3400000.0,-3800000.0,-5100000.0,15900000.0,-17600000.0,-26800000.0,-34800000.0,-11200000.0,6700000.0,2200000.0,800000.0,-36900000.0,-1100000.0,1500000.0,17600000.0
OtherExpenses / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688400000.0,214700000.0,446700000.0,684500000.0
OtherLiabilitiesNoncurrent / USD,56200000.0,45500000.0,45500000.0,45500000.0,45900000.0,49000000.0,45900000.0,45900000.0,45900000.0,18100000.0,18100000.0,18100000.0,18100000.0,20600000.0,20600000.0,20600000.0,20600000.0,19000000.0,19000000.0,19000000.0,19000000.0,19500000.0,19500000.0,19500000.0,19500000.0,21100000.0,21100000.0,21100000.0,21100000.0,30100000.0,30100000.0,30100000.0
OtherNoncashIncomeExpense / USD,400000.0,1300000.0,2000000.0,-1200000.0,200000.0,-1200000.0,800000.0,-100000.0,700000.0,-500000.0,-800000.0,-1800000.0,400000.0,-300000.0,-400000.0,600000.0,400000.0,-1100000.0,400000.0,-600000.0,-1000000.0,-500000.0,1200000.0,-300000.0,-900000.0,-500000.0,-200000.0,-300000.0,200000.0,100000.0,,1200000.0
OtherNonoperatingIncomeExpense / USD,-900000.0,-3100000.0,-6900000.0,-12900000.0,2200000.0,-15900000.0,1600000.0,700000.0,-8800000.0,-1600000.0,-3100000.0,-4700000.0,200000.0,-2600000.0,-2900000.0,-2700000.0,-5600000.0,-4600000.0,-12800000.0,-16200000.0,-2700000.0,300000.0,-5500000.0,-11400000.0,-18900000.0,-800000.0,-1500000.0,-6600000.0,-8500000.0,-9000000.0,-12000000.0,-5700000.0
OtherReceivables / USD,,,,3700000.0,,3700000.0,,,5500000.0,,,,9500000.0,,,,11700000.0,,,,11400000.0,,,,11400000.0,,27600000.0,27600000.0,27600000.0,34400000.0,34400000.0,34400000.0
PaymentForContingentConsiderationLiabilityFinancingActivities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,3000000.0,,,3000000.0
PaymentForContingentConsiderationLiabilityOperatingActivities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,20900000.0,20900000.0,,,20900000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,,
PaymentsForRepurchaseOfCommonStock / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800000.0,36100000.0,30100000.0,50900000.0,28800000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6400000.0,10600000.0,10700000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,,,,,10200000.0,,10200000.0,29400000.0,30200000.0,10200000.0,10200000.0,29400000.0,30200000.0,338300000.0,58300000.0,58300000.0,30200000.0,338300000.0,373600000.0,373500000.0,58300000.0,,,,409500000.0,173300000.0,173100000.0,173100000.0,173100000.0,173300000.0,173100000.0,173100000.0
PaymentsToAcquireMachineryAndEquipment / USD,2600000.0,4600000.0,9600000.0,7400000.0,2900000.0,7400000.0,4900000.0,6800000.0,17500000.0,4000000.0,7700000.0,10800000.0,8000000.0,4900000.0,9900000.0,13600000.0,16300000.0,3400000.0,5900000.0,7300000.0,18100000.0,2100000.0,6600000.0,10400000.0,11500000.0,6500000.0,10100000.0,15400000.0,20200000.0,3500000.0,6700000.0,8700000.0
PaymentsToAcquireMarketableSecurities / USD,185700000.0,252200000.0,369500000.0,699700000.0,520600000.0,699700000.0,610300000.0,694800000.0,598500000.0,143300000.0,297600000.0,335100000.0,855200000.0,24600000.0,24800000.0,25300000.0,408400000.0,148500000.0,280800000.0,500500000.0,212400000.0,276900000.0,450500000.0,534300000.0,763800000.0,72500000.0,101600000.0,252000000.0,652800000.0,139600000.0,322900000.0,483200000.0
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent / USD,152400000.0,152400000.0,152400000.0,152400000.0,153300000.0,152400000.0,153300000.0,153300000.0,153300000.0,117200000.0,117200000.0,117200000.0,117200000.0,24400000.0,24400000.0,24400000.0,24400000.0,20700000.0,20700000.0,20700000.0,20700000.0,17700000.0,17700000.0,17700000.0,17700000.0,27700000.0,27700000.0,27700000.0,27700000.0,5900000.0,5900000.0,5900000.0
PrepaidExpenseAndOtherAssetsCurrent / USD,,,,,48900000.0,53800000.0,48900000.0,48900000.0,48900000.0,57900000.0,57900000.0,57900000.0,57900000.0,73900000.0,73900000.0,73900000.0,73900000.0,92600000.0,92600000.0,92600000.0,92600000.0,98000000.0,98000000.0,98000000.0,98000000.0,126700000.0,126700000.0,126700000.0,126700000.0,137500000.0,137500000.0,137500000.0
ProceedsFromIncomeTaxRefunds / USD,,,,200000.0,,200000.0,,,1900000.0,,,,4400000.0,,,,300000.0,,,,9600000.0,,,,3300000.0,,,,8000000.0,,,
ProceedsFromIssuanceOfDebt / USD,,680000000.0,680000000.0,680000000.0,,680000000.0,680000000.0,680000000.0,680000000.0,,,,680000000.0,,,,,,,,,,,,,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions / USD,,,,,,,14400000.0,22200000.0,45800000.0,20100000.0,44100000.0,76700000.0,45800000.0,11400000.0,51500000.0,70200000.0,87000000.0,11300000.0,34400000.0,70900000.0,91700000.0,6000000.0,13300000.0,22600000.0,95400000.0,14800000.0,23200000.0,40300000.0,38400000.0,21700000.0,27400000.0,32700000.0
ProceedsFromSaleAndMaturityOfMarketableSecurities / USD,133800000.0,273400000.0,395900000.0,677600000.0,175400000.0,677600000.0,609700000.0,707900000.0,610200000.0,49800000.0,232300000.0,278100000.0,844300000.0,49500000.0,214000000.0,304100000.0,374500000.0,97400000.0,276200000.0,409200000.0,369300000.0,112100000.0,240400000.0,304200000.0,2000000.0,1000000.0,3000000.0,7600000.0,2000000.0,1000000.0,3000000.0,7600000.0
ProfitLoss / USD,-11200000.0,-34000000.0,-54600000.0,-92800000.0,100000.0,-79300000.0,100000.0,100000.0,2000000.0,11200000.0,11200000.0,11200000.0,-61100000.0,8600000.0,14100000.0,13300000.0,78700000.0,-19200000.0,-45000000.0,-65900000.0,-4000000.0,-27400000.0,-47200000.0,-68200000.0,-75400000.0,9900000.0,13000000.0,9200000.0,-73400000.0,7100000.0,5300000.0,7300000.0
PropertyPlantAndEquipmentGross / USD,373400000.0,361500000.0,361500000.0,361500000.0,,361500000.0,,,390500000.0,,,,447800000.0,,,,482900000.0,,,,510800000.0,,,,617600000.0,,,,711500000.0,,,
PropertyPlantAndEquipmentNet / USD,103800000.0,102000000.0,102000000.0,102000000.0,104400000.0,102000000.0,104400000.0,104400000.0,104400000.0,128300000.0,128300000.0,128300000.0,128300000.0,136400000.0,136400000.0,136400000.0,136400000.0,128200000.0,128200000.0,128200000.0,128200000.0,174900000.0,174900000.0,174900000.0,174900000.0,210100000.0,210100000.0,210100000.0,210100000.0,223700000.0,223700000.0,223700000.0
ProvisionForDoubtfulAccounts / USD,,,,1100000.0,,1100000.0,,,200000.0,,,,700000.0,500000.0,500000.0,1200000.0,3200000.0,400000.0,900000.0,1500000.0,2000000.0,900000.0,1700000.0,2200000.0,1800000.0,2400000.0,2500000.0,4200000.0,2200000.0,800000.0,3800000.0,4700000.0
ReceivablesFromCustomers / USD,,,,67200000.0,,62900000.0,,,62600000.0,,,,75700000.0,,,,95100000.0,,,,130300000.0,,,,143000000.0,,177500000.0,177500000.0,177500000.0,226900000.0,226900000.0,226900000.0
RepaymentsOfLongTermDebt / USD,300000.0,1132300000.0,25900000.0,11800000.0,300000.0,11800000.0,1132300000.0,1132300000.0,25900000.0,1700000.0,3400000.0,5100000.0,1134000000.0,2700000.0,5400000.0,7900000.0,7200000.0,1300000.0,2700000.0,4300000.0,10000000.0,2100000.0,4200000.0,6300000.0,7800000.0,2100000.0,4100000.0,6000000.0,8400000.0,644500000.0,644700000.0,646500000.0
ResearchAndDevelopmentExpense / USD,,,,13000000.0,,13000000.0,,,19000000.0,,,,29600000.0,,,,34100000.0,,,,39600000.0,,,,81100000.0,,,,92300000.0,,,
RestrictedCashCurrent / USD,,,,,,,,,,,,,,2000000.0,2000000.0,1900000.0,1900000.0,2000000.0,2000000.0,1900000.0,1900000.0,1900000.0,1000000.0,800000.0,1900000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,
RetainedEarningsAccumulatedDeficit / USD,-348200000.0,-348200000.0,-348200000.0,-348200000.0,-335600000.0,-267300000.0,-335600000.0,-335600000.0,-335600000.0,-229800000.0,-229800000.0,-229800000.0,-229800000.0,-233800000.0,-233800000.0,-233800000.0,-233800000.0,-309200000.0,-309200000.0,-309200000.0,-309200000.0,-372600000.0,-372600000.0,-372600000.0,-372600000.0,-317800000.0,-317800000.0,-317800000.0,-317800000.0,-335800000.0,-335800000.0,-335800000.0
RevenueFromContractWithCustomerExcludingAssessedTax / USD,,,,,126900000.0,630100000.0,367800000.0,545900000.0,676200000.0,203700000.0,400000000.0,602300000.0,740700000.0,222700000.0,415300000.0,619700000.0,824100000.0,234500000.0,484900000.0,742100000.0,842500000.0,293300000.0,594500000.0,910100000.0,1024200000.0,370600000.0,736500000.0,1114000000.0,1246200000.0,431500000.0,854800000.0,1294800000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,,,,3700000.0,,,,3700000.0,,,,4400000.0,,,,2200000.0,,,,7800000.0,,,,1900000.0,,,
SellingAndMarketingExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,218500000.0,54200000.0,115700000.0,177500000.0,251500000.0,78400000.0,160800000.0,246600000.0
ShareBasedCompensation / USD,4500000.0,8500000.0,12800000.0,12500000.0,2700000.0,12500000.0,13200000.0,18000000.0,16100000.0,6000000.0,15600000.0,26000000.0,23200000.0,12500000.0,27800000.0,46300000.0,36500000.0,22800000.0,54200000.0,83600000.0,65800000.0,35500000.0,74300000.0,113500000.0,113400000.0,40200000.0,81700000.0,118000000.0,144800000.0,38000000.0,78800000.0,118400000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant / shares,,,,,,,,,,,,,,,,,,,,,,,,,12175694.0,9700000.0,9700000.0,9600000.0,,6600000.0,7300000.0,7300000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.6,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.34,,,
StockIssuedDuringPeriodValueShareBasedCompensation / USD,,,,,,,14100000.0,14100000.0,45000000.0,20100000.0,20100000.0,20100000.0,45000000.0,11400000.0,11400000.0,11400000.0,87000000.0,11300000.0,11300000.0,11300000.0,91700000.0,6000000.0,6000000.0,6000000.0,95400000.0,14800000.0,14800000.0,14800000.0,38400000.0,21700000.0,21700000.0,21700000.0
StockRepurchasedAndRetiredDuringPeriodShares / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,,,,
StockRepurchasedAndRetiredDuringPeriodValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000.0,,30400000.0,30400000.0,30000000.0
StockRepurchasedDuringPeriodShares / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617147.0,518909.0,882968.0,520039.0
StockRepurchasedDuringPeriodValue / USD,,,,1800000.0,,1800000.0,,,1800000.0,,,,,,,,,,,,,,,,,,,30000000.0,36122828.0,30436397.0,51207241.0,30002842.0
StockholdersEquity / USD,1091200000.0,1091200000.0,1091200000.0,1091200000.0,1615500000.0,1173200000.0,1599900000.0,1599900000.0,1615500000.0,1615500000.0,1615500000.0,1615500000.0,1615500000.0,1882300000.0,1882300000.0,1882300000.0,1615500000.0,2098200000.0,2098200000.0,2098200000.0,1882300000.0,2227500000.0,2227500000.0,2227500000.0,2098200000.0,2109400000.0,2109400000.0,2109400000.0,2227500000.0,2398200000.0,2398200000.0,2398200000.0
SubleaseIncome / USD,,,,3500000.0,1200000.0,3500000.0,2300000.0,3300000.0,4400000.0,1200000.0,2300000.0,3300000.0,4400000.0,1000000.0,2100000.0,3200000.0,4400000.0,600000.0,1300000.0,1900000.0,4100000.0,100000.0,200000.0,300000.0,2200000.0,100000.0,300000.0,300000.0,500000.0,,,
TradeReceivablesHeldForSaleAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,210900000.0,232300000.0,234900000.0,217600000.0,248100000.0
UnrecognizedTaxBenefits / USD,10500000.0,1500000.0,1500000.0,1400000.0,1300000.0,1400000.0,1300000.0,1300000.0,1500000.0,1500000.0,1500000.0,1500000.0,1300000.0,1800000.0,1800000.0,1800000.0,1500000.0,0.0,0.0,0.0,1800000.0,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2700000.0,2700000.0,2700000.0
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,,,100000.0,,100000.0,,,200000.0,,,,200000.0,,,,200000.0,,,,,,,,1000000.0,,,,1000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,,,200000.0,,200000.0,,,100000.0,,,,100000.0,,,,100000.0,,,,,,,,,,,,700000.0,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,9900000.0,1400000.0,1300000.0,1300000.0,1500000.0,1300000.0,1600000.0,1400000.0,1500000.0,1600000.0,1700000.0,1800000.0,1800000.0,,,,,,,,,,,,1000000.0,1100000.0,1400000.0,1600000.0,,2900000.0,3400000.0,3800000.0
ValuationAllowanceDeferredTaxAssetChangeInAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000.0,,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment / shares,,,7295934.0,,6892957.0,,7109272.0,7295934.0,6707480.0,6892957.0,7109272.0,6910604.0,6707480.0,6533173.0,6201921.0,6307550.0,6707480.0,,,,,3452729.0,3103473.0,3158335.0,3200000.0,3500000.0,3100000.0,3200000.0,3200000.0,3000000.0,2400000.0,2300000.0
WeightedAverageNumberOfDilutedSharesOutstanding / shares,65034610.0,65130383.0,65181373.0,64988338.0,65314462.0,64988338.0,89445371.0,105730178.0,65204960.0,147042228.0,147761174.0,148279943.0,114049682.0,151178498.0,151321093.0,152105719.0,148756592.0,148716050.0,149006538.0,149083666.0,146774471.0,152124151.0,152439996.0,152691008.0,150400000.0,157700000.0,157800000.0,158200000.0,152900000.0,159900000.0,159800000.0,159900000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,65034610.0,65130383.0,65181373.0,64988338.0,65314462.0,64988338.0,89445371.0,105730178.0,65204960.0,140149271.0,140651902.0,141369339.0,114049682.0,144645325.0,145119172.0,145798169.0,142049112.0,148716050.0,149006538.0,149083666.0,146774471.0,152124151.0,152439996.0,152691008.0,150400000.0,154200000.0,154700000.0,155000000.0,152900000.0,156900000.0,157400000.0,157600000.0
