fact_unit,2013-05-15,2013-08-14,2013-11-13,2014-03-26,2014-05-13,2014-08-12,2014-11-10,2015-02-27,2015-05-07,2015-08-06,2015-11-05,2016-02-24,2016-05-06,2016-08-05,2016-11-03,2017-02-16,2017-05-04,2017-08-08,2017-11-02,2018-02-15,2018-05-02,2018-08-02,2018-11-01,2019-02-14,2019-05-02,2019-08-06,2019-08-09,2019-11-07,2020-02-13,2020-05-06,2020-08-06,2020-11-05,2021-02-16,2021-05-06,2021-08-05,2021-11-04,2022-02-15,2022-05-05,2022-08-04,2022-11-03,2023-02-14,2023-05-04,2023-08-08,2023-11-02,2024-02-13,2024-05-02,2024-08-06,2024-11-04,2025-02-13,2025-05-06,2025-08-05,2025-11-04
FiniteLivedIntangibleAssetsGross / USD,1154000000.0,1154000000.0,1154000000.0,1154000000.0,1158000000.0,1158000000.0,1158000000.0,1158000000.0,1139000000.0,1139000000.0,1139000000.0,1139000000.0,1499000000.0,1499000000.0,1499000000.0,1499000000.0,1561000000.0,1561000000.0,1561000000.0,1561000000.0,1694000000.0,1694000000.0,1694000000.0,1694000000.0,2644000000.0,2644000000.0,,2644000000.0,2644000000.0,2803000000.0,2803000000.0,2803000000.0,2803000000.0,2869000000.0,2869000000.0,2869000000.0,2869000000.0,2832000000.0,2832000000.0,2832000000.0,2832000000.0,2650000000.0,2650000000.0,2650000000.0,2650000000.0,2639000000.0,2639000000.0,2639000000.0,2639000000.0,2536000000.0,2536000000.0,2536000000.0
FiniteLivedIntangibleAssetsNet / USD,742000000.0,742000000.0,742000000.0,742000000.0,685000000.0,685000000.0,685000000.0,685000000.0,612000000.0,612000000.0,612000000.0,612000000.0,942000000.0,942000000.0,942000000.0,942000000.0,913000000.0,913000000.0,913000000.0,913000000.0,933000000.0,933000000.0,933000000.0,933000000.0,1738000000.0,1738000000.0,,1738000000.0,1738000000.0,1674000000.0,1674000000.0,1674000000.0,1674000000.0,1511000000.0,1511000000.0,1511000000.0,1511000000.0,1288000000.0,1288000000.0,1288000000.0,1288000000.0,1205000000.0,1205000000.0,1205000000.0,1205000000.0,1102000000.0,1102000000.0,1102000000.0,1102000000.0,918000000.0,918000000.0,918000000.0
ForeignCurrencyTransactionGainLossBeforeTax / USD,0.0,-3000000.0,-2000000.0,1000000.0,-10000000.0,12000000.0,-12000000.0,0.0,-9000000.0,-16000000.0,-23000000.0,-20000000.0,-8000000.0,-12000000.0,-18000000.0,-28000000.0,-9000000.0,-17000000.0,-22000000.0,-13000000.0,-2000000.0,-10000000.0,-17000000.0,-49000000.0,-8000000.0,-17000000.0,,-26000000.0,-29000000.0,0.0,-7000000.0,-14000000.0,-31000000.0,-5000000.0,-11000000.0,-14000000.0,-16000000.0,-3000000.0,-12000000.0,-20000000.0,-21000000.0,-11000000.0,-25000000.0,-36000000.0,-27000000.0,-9000000.0,-22000000.0,-41000000.0,-62000000.0,-19000000.0,-37000000.0,-42000000.0
GainLossOnSaleOfBusiness / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,101000000.0,101000000.0,0.0,,,
GainLossOnSalesOfAssetsAndAssetImpairmentCharges / USD,,,,,,,,,,,,,0.0,0.0,0.0,0.0,33000000.0,27000000.0,27000000.0,0.0,,-2000000.0,-2000000.0,26000000.0,,,,0.0,-11000000.0,0.0,0.0,20000000.0,42000000.0,17000000.0,18000000.0,19000000.0,20000000.0,,-3000000.0,-3000000.0,19000000.0,,,,0.0,,,,0.0,,,
Goodwill / USD,985000000.0,985000000.0,985000000.0,989000000.0,982000000.0,982000000.0,982000000.0,985000000.0,976000000.0,976000000.0,976000000.0,982000000.0,1455000000.0,1455000000.0,1455000000.0,976000000.0,1481000000.0,1481000000.0,1481000000.0,1455000000.0,1510000000.0,1510000000.0,1510000000.0,1481000000.0,2519000000.0,2519000000.0,,2519000000.0,1510000000.0,2592000000.0,2592000000.0,2592000000.0,2519000000.0,2694000000.0,2694000000.0,2694000000.0,2592000000.0,2682000000.0,2682000000.0,2682000000.0,2694000000.0,2746000000.0,2746000000.0,2746000000.0,2682000000.0,2759000000.0,2759000000.0,2759000000.0,2746000000.0,2724000000.0,2724000000.0,2724000000.0
GoodwillGross / USD,1500000000.0,1521000000.0,1521000000.0,1521000000.0,1518000000.0,1518000000.0,1518000000.0,1518000000.0,1512000000.0,1512000000.0,1512000000.0,1512000000.0,1991000000.0,1991000000.0,1991000000.0,1991000000.0,2017000000.0,2017000000.0,2017000000.0,2017000000.0,2046000000.0,2046000000.0,2046000000.0,2046000000.0,3055000000.0,3055000000.0,,3055000000.0,3055000000.0,3128000000.0,3128000000.0,3128000000.0,3128000000.0,3230000000.0,3230000000.0,3230000000.0,3230000000.0,3218000000.0,3218000000.0,3218000000.0,3218000000.0,3282000000.0,3282000000.0,3282000000.0,3282000000.0,3295000000.0,3295000000.0,3295000000.0,3295000000.0,3260000000.0,3260000000.0,3260000000.0
GoodwillImpairedAccumulatedImpairmentLoss / USD,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0
GoodwillOtherIncreaseDecrease / USD,,,,,,,,,,,,,6000000.0,21000000.0,26000000.0,-26000000.0,6000000.0,4000000.0,32000000.0,10000000.0,22000000.0,4000000.0,-4000000.0,12000000.0,3000000.0,-14000000.0,,-27000000.0,-16000000.0,-9000000.0,-15000000.0,29000000.0,-29000000.0,12000000.0,23000000.0,6000000.0,27000000.0,3000000.0,-23000000.0,-51000000.0,-15000000.0,-7000000.0,-31000000.0,-15000000.0,-41000000.0,0.0,-20000000.0,-15000000.0,-16000000.0,-8000000.0,34000000.0,40000000.0
GoodwillPeriodIncreaseDecrease / USD,,,,,,,,,,,,,,,16000000.0,505000000.0,,,,16000000.0,,,,17000000.0,,,,,1025000000.0,,,,102000000.0,1000000.0,1000000.0,3000000.0,75000000.0,,61000000.0,61000000.0,3000000.0,-1000000.0,-1000000.0,-7000000.0,105000000.0,,,,38000000.0,,,
GoodwillTransfers / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9000000.0,,-24000000.0,-24000000.0,-9000000.0,,,
GoodwillWrittenOffRelatedToSaleOfBusinessUnit / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000000.0,,,
HedgedLiabilityFairValueHedgeCumulativeIncreaseDecrease / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-2000000.0,-2000000.0,-2000000.0,-2000000.0,11000000.0,11000000.0,11000000.0,11000000.0,2000000.0,2000000.0,2000000.0,2000000.0,-32000000.0,-32000000.0,-32000000.0,-32000000.0,-26000000.0,-26000000.0,-26000000.0,-26000000.0,-26000000.0,-26000000.0,-26000000.0
ImpairmentOfIntangibleAssetsExcludingGoodwill / USD,0.0,3000000.0,5000000.0,69000000.0,1000000.0,1000000.0,1000000.0,5000000.0,,0.0,6000000.0,1000000.0,,2000000.0,2000000.0,7000000.0,,,1000000.0,2000000.0,,,,1000000.0,,,,,,,0.0,0.0,0.0,,3000000.0,3000000.0,0.0,,,0.0,26000000.0,,0.0,1000000.0,27000000.0,,11000000.0,17000000.0,39000000.0,,11000000.0,11000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,171000000.0,423000000.0,636000000.0,394000000.0,192000000.0,379000000.0,564000000.0,710000000.0,227000000.0,427000000.0,665000000.0,690000000.0,230000000.0,203000000.0,476000000.0,820000000.0,332000000.0,664000000.0,997000000.0,545000000.0,337000000.0,682000000.0,1095000000.0,1228000000.0,417000000.0,854000000.0,,1272000000.0,1525000000.0,381000000.0,836000000.0,1364000000.0,1690000000.0,497000000.0,979000000.0,1576000000.0,1801000000.0,687000000.0,1323000000.0,1982000000.0,1996000000.0,727000000.0,1397000000.0,2064000000.0,2488000000.0,697000000.0,1569000000.0,2286000000.0,2656000000.0,747000000.0,1527000000.0,2401000000.0
IncomeTaxExpenseBenefit / USD,59000000.0,138000000.0,190000000.0,146000000.0,52000000.0,111000000.0,165000000.0,274000000.0,72000000.0,133000000.0,204000000.0,187000000.0,65000000.0,74000000.0,157000000.0,233000000.0,128000000.0,236000000.0,332000000.0,206000000.0,98000000.0,196000000.0,313000000.0,409000000.0,67000000.0,122000000.0,,193000000.0,663000000.0,69000000.0,153000000.0,248000000.0,266000000.0,74000000.0,180000000.0,298000000.0,301000000.0,129000000.0,254000000.0,361000000.0,360000000.0,133000000.0,274000000.0,413000000.0,454000000.0,146000000.0,348000000.0,469000000.0,545000000.0,148000000.0,304000000.0,486000000.0
IncomeTaxesPaidNet / USD,68000000.0,147000000.0,276000000.0,142000000.0,9000000.0,26000000.0,77000000.0,276000000.0,13000000.0,87000000.0,210000000.0,134000000.0,52000000.0,121000000.0,175000000.0,278000000.0,49000000.0,215000000.0,295000000.0,224000000.0,37000000.0,256000000.0,366000000.0,408000000.0,42000000.0,221000000.0,,290000000.0,455000000.0,29000000.0,212000000.0,293000000.0,336000000.0,22000000.0,91000000.0,305000000.0,418000000.0,32000000.0,315000000.0,412000000.0,418000000.0,26000000.0,316000000.0,471000000.0,548000000.0,20000000.0,458000000.0,586000000.0,638000000.0,59000000.0,481000000.0,657000000.0
IncreaseDecreaseInAccountsPayable / USD,,,,-16000000.0,,,,96000000.0,,-176000000.0,-237000000.0,-82000000.0,-26000000.0,-2000000.0,30000000.0,-210000000.0,-84000000.0,-71000000.0,-56000000.0,17000000.0,-37000000.0,-66000000.0,-56000000.0,-28000000.0,-46000000.0,-28000000.0,,-39000000.0,-10000000.0,-79000000.0,-22000000.0,-28000000.0,37000000.0,-35000000.0,37000000.0,49000000.0,-10000000.0,-112000000.0,-91000000.0,-71000000.0,147000000.0,-31000000.0,-6000000.0,-59000000.0,-17000000.0,22000000.0,65000000.0,-9000000.0,-29000000.0,-3000000.0,20000000.0,5000000.0
IncreaseDecreaseInAccountsReceivable / USD,,,,85000000.0,,,,65000000.0,,-24000000.0,-39000000.0,99000000.0,4000000.0,71000000.0,150000000.0,-69000000.0,-21000000.0,-53000000.0,-44000000.0,58000000.0,22000000.0,41000000.0,58000000.0,-15000000.0,-60000000.0,9000000.0,,-37000000.0,50000000.0,-75000000.0,-29000000.0,18000000.0,67000000.0,-109000000.0,-71000000.0,-69000000.0,69000000.0,108000000.0,149000000.0,143000000.0,-74000000.0,102000000.0,182000000.0,120000000.0,155000000.0,-27000000.0,116000000.0,54000000.0,137000000.0,12000000.0,112000000.0,134000000.0
IncreaseDecreaseInAccruedTaxesPayable / USD,,,,-52000000.0,,,,81000000.0,,38000000.0,46000000.0,9000000.0,11000000.0,31000000.0,68000000.0,-9000000.0,114000000.0,39000000.0,58000000.0,34000000.0,34000000.0,21000000.0,73000000.0,20000000.0,163000000.0,88000000.0,,94000000.0,85000000.0,27000000.0,-19000000.0,8000000.0,67000000.0,87000000.0,135000000.0,113000000.0,-8000000.0,68000000.0,-3000000.0,38000000.0,17000000.0,117000000.0,29000000.0,41000000.0,-25000000.0,118000000.0,-50000000.0,-8000000.0,98000000.0,126000000.0,-30000000.0,-10000000.0
IncreaseDecreaseInInventories / USD,,,,-40000000.0,,,,318000000.0,,40000000.0,107000000.0,178000000.0,77000000.0,171000000.0,201000000.0,110000000.0,3000000.0,87000000.0,133000000.0,262000000.0,52000000.0,46000000.0,35000000.0,101000000.0,33000000.0,23000000.0,,-29000000.0,-19000000.0,-17000000.0,50000000.0,103000000.0,-61000000.0,97000000.0,233000000.0,294000000.0,104000000.0,84000000.0,206000000.0,299000000.0,346000000.0,146000000.0,312000000.0,438000000.0,366000000.0,235000000.0,424000000.0,497000000.0,486000000.0,98000000.0,115000000.0,113000000.0
IncreaseDecreaseInOtherOperatingAssets / USD,,,,-11000000.0,,,,5000000.0,,3000000.0,-1000000.0,24000000.0,5000000.0,30000000.0,64000000.0,2000000.0,36000000.0,72000000.0,53000000.0,9000000.0,13000000.0,106000000.0,132000000.0,50000000.0,2000000.0,63000000.0,,77000000.0,16000000.0,-24000000.0,35000000.0,39000000.0,42000000.0,65000000.0,42000000.0,150000000.0,51000000.0,-24000000.0,36000000.0,-8000000.0,68000000.0,1000000.0,34000000.0,20000000.0,7000000.0,24000000.0,82000000.0,119000000.0,-35000000.0,9000000.0,35000000.0,14000000.0
IncreaseDecreaseInOtherOperatingLiabilities / USD,,,,-15000000.0,,,,62000000.0,,-100000000.0,-79000000.0,249000000.0,-82000000.0,-60000000.0,-37000000.0,13000000.0,-193000000.0,-254000000.0,-291000000.0,70000000.0,-147000000.0,-147000000.0,-107000000.0,-290000000.0,-55000000.0,-75000000.0,,-31000000.0,-38000000.0,-103000000.0,-119000000.0,-68000000.0,56000000.0,-128000000.0,-156000000.0,-49000000.0,91000000.0,-72000000.0,21000000.0,62000000.0,91000000.0,-222000000.0,-206000000.0,-227000000.0,227000000.0,-63000000.0,-59000000.0,-27000000.0,-180000000.0,-125000000.0,-88000000.0,36000000.0
IndefiniteLivedIntangibleAssetsExcludingGoodwill / USD,126000000.0,126000000.0,126000000.0,126000000.0,118000000.0,118000000.0,118000000.0,118000000.0,115000000.0,115000000.0,115000000.0,115000000.0,248000000.0,248000000.0,248000000.0,248000000.0,315000000.0,315000000.0,315000000.0,315000000.0,336000000.0,336000000.0,336000000.0,336000000.0,308000000.0,308000000.0,,308000000.0,308000000.0,216000000.0,216000000.0,216000000.0,216000000.0,199000000.0,199000000.0,199000000.0,199000000.0,186000000.0,186000000.0,186000000.0,186000000.0,175000000.0,175000000.0,175000000.0,175000000.0,236000000.0,236000000.0,236000000.0,236000000.0,209000000.0,209000000.0,209000000.0
IntangibleAssetsGrossExcludingGoodwill / USD,,1280000000.0,1280000000.0,1280000000.0,1276000000.0,1276000000.0,1276000000.0,1276000000.0,1254000000.0,1254000000.0,1254000000.0,1254000000.0,1747000000.0,1747000000.0,1747000000.0,1747000000.0,1876000000.0,1876000000.0,1876000000.0,1876000000.0,2030000000.0,2030000000.0,2030000000.0,2030000000.0,2952000000.0,2952000000.0,,2952000000.0,2952000000.0,3019000000.0,3019000000.0,3019000000.0,3019000000.0,3068000000.0,3068000000.0,3068000000.0,3068000000.0,3018000000.0,3018000000.0,3018000000.0,3018000000.0,2825000000.0,2825000000.0,2825000000.0,2825000000.0,2875000000.0,2875000000.0,2875000000.0,2875000000.0,2745000000.0,2745000000.0,2745000000.0
IntangibleAssetsNetExcludingGoodwill / USD,868000000.0,868000000.0,868000000.0,868000000.0,803000000.0,803000000.0,803000000.0,803000000.0,727000000.0,727000000.0,727000000.0,727000000.0,1190000000.0,1190000000.0,1190000000.0,1190000000.0,1228000000.0,1228000000.0,1228000000.0,1228000000.0,1269000000.0,1269000000.0,1269000000.0,1269000000.0,2046000000.0,2046000000.0,,2046000000.0,2046000000.0,1890000000.0,1890000000.0,1890000000.0,1890000000.0,1710000000.0,1710000000.0,1710000000.0,1710000000.0,1474000000.0,1474000000.0,1474000000.0,1474000000.0,1380000000.0,1380000000.0,1380000000.0,1380000000.0,1338000000.0,1338000000.0,1338000000.0,1338000000.0,1127000000.0,1127000000.0,1127000000.0
InterestCostsCapitalized / USD,,,,3000000.0,1000000.0,1000000.0,2000000.0,3000000.0,1000000.0,2000000.0,3000000.0,3000000.0,1000000.0,2000000.0,3000000.0,4000000.0,1000000.0,1000000.0,2000000.0,4000000.0,1000000.0,2000000.0,3000000.0,3000000.0,2000000.0,4000000.0,,6000000.0,4000000.0,3000000.0,6000000.0,9000000.0,9000000.0,4000000.0,8000000.0,12000000.0,13000000.0,5000000.0,9000000.0,14000000.0,17000000.0,5000000.0,11000000.0,16000000.0,20000000.0,6000000.0,12000000.0,19000000.0,21000000.0,8000000.0,17000000.0,26000000.0
InterestExpense / USD,8000000.0,16000000.0,23000000.0,36000000.0,22000000.0,54000000.0,83000000.0,31000000.0,29000000.0,58000000.0,87000000.0,113000000.0,28000000.0,57000000.0,86000000.0,117000000.0,43000000.0,84000000.0,125000000.0,124000000.0,41000000.0,82000000.0,125000000.0,166000000.0,47000000.0,93000000.0,,147000000.0,175000000.0,56000000.0,111000000.0,167000000.0,206000000.0,53000000.0,111000000.0,173000000.0,223000000.0,57000000.0,114000000.0,170000000.0,231000000.0,53000000.0,106000000.0,159000000.0,224000000.0,63000000.0,121000000.0,180000000.0,221000000.0,58000000.0,117000000.0,174000000.0
InterestIncomeExpenseNonoperatingNet / USD,,,,,,,,,,,,,,,,,,,,,,,-8000000.0,8000000.0,-6000000.0,-14000000.0,,20000000.0,13000000.0,10000000.0,19000000.0,29000000.0,31000000.0,6000000.0,8000000.0,9000000.0,37000000.0,1000000.0,3000000.0,4000000.0,12000000.0,2000000.0,7000000.0,20000000.0,6000000.0,33000000.0,56000000.0,79000000.0,50000000.0,32000000.0,56000000.0,79000000.0
InterestPaidNet / USD,9000000.0,23000000.0,31000000.0,37000000.0,0.0,0.0,60000000.0,31000000.0,59000000.0,57000000.0,117000000.0,60000000.0,58000000.0,59000000.0,117000000.0,118000000.0,58000000.0,84000000.0,140000000.0,117000000.0,56000000.0,82000000.0,138000000.0,165000000.0,70000000.0,96000000.0,,166000000.0,167000000.0,96000000.0,123000000.0,220000000.0,190000000.0,95000000.0,123000000.0,217000000.0,247000000.0,94000000.0,127000000.0,221000000.0,257000000.0,89000000.0,121000000.0,209000000.0,253000000.0,89000000.0,158000000.0,225000000.0,242000000.0,68000000.0,138000000.0,205000000.0
InventoryFinishedGoodsNetOfReserves / USD,799000000.0,799000000.0,799000000.0,799000000.0,862000000.0,862000000.0,862000000.0,862000000.0,688000000.0,688000000.0,688000000.0,688000000.0,758000000.0,758000000.0,758000000.0,758000000.0,799000000.0,799000000.0,799000000.0,799000000.0,788000000.0,788000000.0,788000000.0,788000000.0,744000000.0,744000000.0,,744000000.0,744000000.0,701000000.0,701000000.0,701000000.0,701000000.0,805000000.0,805000000.0,805000000.0,805000000.0,888000000.0,888000000.0,888000000.0,888000000.0,1090000000.0,1090000000.0,1090000000.0,1090000000.0,1147000000.0,1147000000.0,1147000000.0,1147000000.0,996000000.0,996000000.0,996000000.0
InventoryNet / USD,1345000000.0,1345000000.0,1345000000.0,1345000000.0,1293000000.0,1293000000.0,1293000000.0,1293000000.0,1289000000.0,1289000000.0,1289000000.0,1289000000.0,1467000000.0,1467000000.0,1467000000.0,1467000000.0,1502000000.0,1502000000.0,1502000000.0,1502000000.0,1427000000.0,1427000000.0,1427000000.0,1427000000.0,1391000000.0,1391000000.0,,1391000000.0,1391000000.0,1410000000.0,1410000000.0,1410000000.0,1410000000.0,1628000000.0,1628000000.0,1628000000.0,1628000000.0,1923000000.0,1923000000.0,1923000000.0,1923000000.0,2345000000.0,2345000000.0,2345000000.0,2345000000.0,2564000000.0,2564000000.0,2564000000.0,2564000000.0,2306000000.0,2306000000.0,2306000000.0
InventoryRawMaterialsAndSuppliesNetOfReserves / USD,214000000.0,214000000.0,214000000.0,214000000.0,213000000.0,213000000.0,213000000.0,213000000.0,261000000.0,261000000.0,261000000.0,261000000.0,325000000.0,325000000.0,325000000.0,325000000.0,204000000.0,204000000.0,204000000.0,204000000.0,155000000.0,155000000.0,155000000.0,155000000.0,166000000.0,166000000.0,,166000000.0,166000000.0,198000000.0,198000000.0,198000000.0,198000000.0,229000000.0,229000000.0,229000000.0,229000000.0,339000000.0,339000000.0,339000000.0,339000000.0,430000000.0,430000000.0,430000000.0,430000000.0,451000000.0,451000000.0,451000000.0,451000000.0,377000000.0,377000000.0,377000000.0
InventoryWorkInProcessNetOfReserves / USD,332000000.0,332000000.0,332000000.0,332000000.0,218000000.0,218000000.0,218000000.0,218000000.0,340000000.0,340000000.0,340000000.0,340000000.0,384000000.0,384000000.0,384000000.0,384000000.0,499000000.0,499000000.0,499000000.0,499000000.0,484000000.0,484000000.0,484000000.0,484000000.0,481000000.0,481000000.0,,481000000.0,481000000.0,511000000.0,511000000.0,511000000.0,511000000.0,594000000.0,594000000.0,594000000.0,594000000.0,696000000.0,696000000.0,696000000.0,696000000.0,825000000.0,825000000.0,825000000.0,825000000.0,966000000.0,966000000.0,966000000.0,966000000.0,933000000.0,933000000.0,933000000.0
InventoryWriteDown / USD,,,,,,,,,,,5000000.0,74000000.0,18000000.0,37000000.0,59000000.0,94000000.0,16000000.0,35000000.0,65000000.0,94000000.0,16000000.0,40000000.0,46000000.0,105000000.0,16000000.0,25000000.0,,37000000.0,54000000.0,14000000.0,29000000.0,44000000.0,54000000.0,13000000.0,32000000.0,56000000.0,68000000.0,11000000.0,25000000.0,36000000.0,105000000.0,9000000.0,31000000.0,49000000.0,46000000.0,16000000.0,47000000.0,82000000.0,76000000.0,17000000.0,42000000.0,71000000.0
InvestmentTaxCredit / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88000000.0,133000000.0
Land / USD,,,,35000000.0,,,,36000000.0,,,,36000000.0,,,,22000000.0,,,,22000000.0,,,,22000000.0,,,,,22000000.0,,,,22000000.0,,,,22000000.0,,,,22000000.0,,,,26000000.0,,,,25000000.0,,,
LeaseCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78000000.0,,,,75000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,,,,,,,192000000.0,236000000.0,,232000000.0,225000000.0,219000000.0,,,222000000.0,,,,212000000.0,,,,280000000.0,,,,271000000.0,,,,258000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,59000000.0,85000000.0,,88000000.0,67000000.0,68000000.0,,,57000000.0,,,,54000000.0,,,,89000000.0,,,,73000000.0,,,,63000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,28000000.0,22000000.0,,11000000.0,42000000.0,,,,46000000.0,,,,46000000.0,,,,52000000.0,,,,57000000.0,,,,59000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,19000000.0,25000000.0,,26000000.0,22000000.0,23000000.0,,,21000000.0,,,,19000000.0,,,,26000000.0,,,,25000000.0,,,,18000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,,,,,,,24000000.0,30000000.0,,31000000.0,26000000.0,27000000.0,,,27000000.0,,,,23000000.0,,,,31000000.0,,,,30000000.0,,,,29000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,,,,,,,28000000.0,34000000.0,,35000000.0,32000000.0,33000000.0,,,32000000.0,,,,31000000.0,,,,37000000.0,,,,38000000.0,,,,39000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,,,,,,,34000000.0,40000000.0,,41000000.0,36000000.0,37000000.0,,,39000000.0,,,,39000000.0,,,,45000000.0,,,,48000000.0,,,,50000000.0,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,25000000.0,31000000.0,,29000000.0,26000000.0,27000000.0,,,19000000.0,,,,20000000.0,,,,51000000.0,,,,35000000.0,,,,33000000.0,,,
Liabilities / USD,2221000000.0,2221000000.0,2221000000.0,2221000000.0,5596000000.0,5596000000.0,5596000000.0,5596000000.0,5270000000.0,5270000000.0,5251000000.0,5251000000.0,6822000000.0,6822000000.0,6822000000.0,6822000000.0,6150000000.0,6150000000.0,6150000000.0,6150000000.0,6800000000.0,6800000000.0,6800000000.0,6800000000.0,8592000000.0,8592000000.0,,8592000000.0,8592000000.0,8837000000.0,8837000000.0,8837000000.0,8837000000.0,9836000000.0,9836000000.0,9836000000.0,9836000000.0,9356000000.0,9356000000.0,9356000000.0,9356000000.0,10522000000.0,10522000000.0,10522000000.0,10522000000.0,9295000000.0,9295000000.0,9295000000.0,9295000000.0,9467000000.0,9467000000.0,9467000000.0
LiabilitiesAndStockholdersEquity / USD,6262000000.0,6262000000.0,6262000000.0,6262000000.0,6558000000.0,6558000000.0,6558000000.0,6558000000.0,6607000000.0,6607000000.0,6588000000.0,6588000000.0,7913000000.0,7913000000.0,7913000000.0,7913000000.0,7649000000.0,7649000000.0,7649000000.0,7649000000.0,8586000000.0,8586000000.0,8586000000.0,8586000000.0,10777000000.0,10777000000.0,,10777000000.0,10777000000.0,11545000000.0,11545000000.0,11545000000.0,11545000000.0,13609000000.0,13609000000.0,13609000000.0,13609000000.0,13900000000.0,13900000000.0,13900000000.0,13900000000.0,14925000000.0,14925000000.0,14925000000.0,14925000000.0,14286000000.0,14286000000.0,14286000000.0,14286000000.0,14237000000.0,14237000000.0,14237000000.0
LiabilitiesCurrent / USD,1123000000.0,1123000000.0,1123000000.0,1123000000.0,1415000000.0,1415000000.0,1415000000.0,1415000000.0,1086000000.0,1086000000.0,1086000000.0,1086000000.0,1781000000.0,1781000000.0,1781000000.0,1781000000.0,1117000000.0,1117000000.0,1117000000.0,1117000000.0,1094000000.0,1094000000.0,1094000000.0,1094000000.0,1223000000.0,1223000000.0,,1223000000.0,1223000000.0,1806000000.0,1806000000.0,1806000000.0,1806000000.0,2170000000.0,2170000000.0,2170000000.0,2170000000.0,1797000000.0,1797000000.0,1797000000.0,1797000000.0,3167000000.0,3167000000.0,3167000000.0,3167000000.0,1889000000.0,1889000000.0,1889000000.0,1889000000.0,3412000000.0,3412000000.0,3412000000.0
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
LineOfCreditFacilityMaximumBorrowingCapacity / USD,,,125000000.0,69000000.0,67000000.0,61000000.0,73000000.0,74000000.0,68000000.0,82000000.0,79000000.0,79000000.0,91000000.0,91000000.0,81000000.0,75000000.0,75000000.0,75000000.0,77000000.0,75000000.0,71000000.0,61000000.0,75000000.0,77000000.0,73000000.0,73000000.0,,76000000.0,76000000.0,75000000.0,75000000.0,77000000.0,79000000.0,80000000.0,79000000.0,71000000.0,63000000.0,64000000.0,51000000.0,50000000.0,51000000.0,51000000.0,52000000.0,50000000.0,56000000.0,60000000.0,55000000.0,56000000.0,50000000.0,51000000.0,53000000.0,60000000.0
LongTermDebtCurrent / USD,,,,,,,,,0.0,0.0,0.0,0.0,400000000.0,400000000.0,400000000.0,400000000.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,0.0,500000000.0,500000000.0,500000000.0,500000000.0,600000000.0,600000000.0,600000000.0,600000000.0,0.0,0.0,0.0,0.0,1350000000.0,1350000000.0,1350000000.0,1350000000.0,,,,0.0,1350000000.0,1350000000.0,1350000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1350000000.0,1350000000.0,1350000000.0,1350000000.0,0.0,0.0,0.0,0.0,1350000000.0,1350000000.0,1350000000.0,1350000000.0,0.0,0.0,0.0
