fact_unit,2010-08-09,2010-11-22,2011-02-04,2011-05-09,2011-08-08,2011-11-21,2012-02-03,2012-05-07,2012-08-06,2012-11-19,2013-02-01,2013-05-06,2013-08-05,2013-11-18,2014-01-31,2014-05-05,2014-07-28,2014-08-07,2014-11-17,2015-01-30,2015-05-04,2015-08-03,2015-11-23,2016-02-05,2016-05-09,2016-08-08,2016-11-21,2017-02-06,2017-05-08,2017-08-07,2017-11-13,2018-02-08,2018-05-07,2018-08-06,2018-11-13,2019-02-07,2019-05-06,2019-08-05,2019-11-12,2020-02-06,2020-02-12,2020-02-19,2020-02-21,2020-03-13,2020-04-01,2020-05-04,2020-05-22,2020-06-10,2020-08-03,2020-10-08,2020-11-16,2020-12-21,2021-01-20,2021-02-11,2021-02-17,2021-02-22,2021-03-25,2021-05-10,2021-05-14,2021-06-02,2021-06-25,2021-07-06,2021-08-09,2021-10-04,2021-11-15,2021-12-09,2022-01-12,2022-02-07,2022-02-14,2022-05-09,2022-08-08,2022-08-29,2022-09-27,2022-11-14,2023-01-09,2023-02-06,2023-02-13,2023-05-08,2023-05-15,2023-08-07,2023-08-10,2023-09-07,2023-11-13,2023-12-07,2024-02-05,2024-02-12,2024-05-06,2024-06-12,2024-06-13,2024-06-28,2024-08-05,2024-08-29,2024-11-12,2025-02-03,2025-02-10,2025-02-25,2025-04-18,2025-05-05,2025-05-08,2025-08-04,2025-08-07,2025-09-05,2025-11-10,2025-11-21
Goodwill / USD,1917000000.0,2511000000.0,1893000000.0,1893000000.0,1893000000.0,1917000000.0,1892000000.0,1892000000.0,1892000000.0,1893000000.0,1891000000.0,1891000000.0,1891000000.0,1892000000.0,1902000000.0,1902000000.0,1892000000.0,1902000000.0,1891000000.0,6706000000.0,6706000000.0,6706000000.0,1902000000.0,6667000000.0,6667000000.0,6667000000.0,6706000000.0,6669000000.0,6669000000.0,6669000000.0,6667000000.0,9324000000.0,9324000000.0,9324000000.0,6669000000.0,9739000000.0,9739000000.0,9739000000.0,9324000000.0,10844000000.0,,,,,,10844000000.0,,,10844000000.0,,9739000000.0,,,9739000000.0,,,,10899000000.0,,,,,10899000000.0,,10844000000.0,,,10549000000.0,,10549000000.0,10549000000.0,,,10899000000.0,,10513000000.0,,10513000000.0,,,10513000000.0,,10549000000.0,,9878000000.0,,9878000000.0,,,,9878000000.0,,10513000000.0,9819000000.0,,,,9819000000.0,,9819000000.0,,,9878000000.0,
GoodwillForeignCurrencyTranslationGainLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5000000.0,,,,,,,,,,,,-5000000.0,,,-5000000.0,,,,,,,,,,,9000000.0,,,,,,,,,-36000000.0,,,,,,,,,-36000000.0,,,,,,,,,,7000000.0,,,,,,,,,,17000000.0,
GoodwillImpairmentLoss / USD,,0.0,,,,560000000.0,,,,29000000.0,,,,0.0,,,0.0,,0.0,,,,5000000.0,,,,23000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,448000000.0,,0.0,,,,,,,0.0,,,781000000.0,
GoodwillPurchaseAccountingAdjustments / USD,,,,,,,,,,,,,,,,,,,,,,,-14000000.0,,,,-14000000.0,,,,,,,,-2000000.0,,,,-2000000.0,,,,,,,,,,,,66000000.0,,,66000000.0,,,,,,,,,,,46000000.0,,,,,,,,,,,,,,,,,,2000000.0,,,,,,,,,,2000000.0,,,,,,,,,,-13000000.0,
GoodwillWrittenOffRelatedToSaleOfBusinessUnit / USD,,-59000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327000000.0,,,,30000000.0,,,,,,,,,,,,77000000.0,,,77000000.0,,,,,,,,,,,350000000.0,,,,,,,,,350000000.0,,,,,,,,,,,,,,,,,,,63000000.0,,,,,,,,,,63000000.0,
GovernmentAssistanceAwardAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
GrossProfit / USD,741000000.0,1246000000.0,529000000.0,1093000000.0,1845000000.0,1203000000.0,744000000.0,1277000000.0,1808000000.0,2514000000.0,493000000.0,1028000000.0,1600000000.0,2195000000.0,539000000.0,1007000000.0,2195000000.0,1689000000.0,2190000000.0,685000000.0,1336000000.0,1973000000.0,2358000000.0,956000000.0,1945000000.0,2931000000.0,2685000000.0,1201000000.0,2384000000.0,3608000000.0,3917000000.0,1483000000.0,2530000000.0,3732000000.0,4697000000.0,1443000000.0,2458000000.0,3757000000.0,5062000000.0,1355000000.0,,,,,,2547000000.0,,,3883000000.0,,5096000000.0,,,5096000000.0,,,,2461000000.0,,,,,3774000000.0,,5022000000.0,,,1177000000.0,,2430000000.0,4050000000.0,,,5384000000.0,,2015000000.0,,3750000000.0,,,5361000000.0,,6526000000.0,,968000000.0,,1495000000.0,,,,2172000000.0,,6668000000.0,823000000.0,,,,1689000000.0,,2567000000.0,,,2631000000.0,
GuaranteeObligationsCurrentCarryingValue / USD,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,0.0,,,,0.0,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,0.0,,,,0.0,,0.0,,,0.0,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,,,,,,,,,,,,,,,,,,,,,1204000000.0,,,,1270000000.0,,,,1908000000.0,,,,2543000000.0,,,,2603000000.0,,,,,,,,,,,,2700000000.0,,,2637000000.0,,,,,,,,,,,2275000000.0,,,,,,,,,2605000000.0,,,,,,,,,3963000000.0,,,,,,,,,,4025000000.0,,,,,,,,,,-643000000.0,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,,,,,,,,,,1203000000.0,243000000.0,500000000.0,642000000.0,1078000000.0,268000000.0,489000000.0,1078000000.0,874000000.0,965000000.0,383000000.0,724000000.0,1034000000.0,1257000000.0,435000000.0,918000000.0,1436000000.0,1252000000.0,712000000.0,1356000000.0,2067000000.0,1921000000.0,912000000.0,1431000000.0,2048000000.0,2598000000.0,842000000.0,1265000000.0,1988000000.0,2628000000.0,713000000.0,,,,,,1241000000.0,,,1965000000.0,,2745000000.0,,,2682000000.0,,,,1162000000.0,,,,,1827000000.0,,2374000000.0,,,616000000.0,,1240000000.0,2206000000.0,,,2664000000.0,,1410000000.0,,2497000000.0,,,3483000000.0,,4041000000.0,,434000000.0,,304000000.0,,,,-122000000.0,,4149000000.0,161000000.0,,,,364000000.0,,617000000.0,,,-678000000.0,
IncomeTaxExpenseBenefit / USD,-42000000.0,68000000.0,77000000.0,170000000.0,323000000.0,7000000.0,151000000.0,236000000.0,311000000.0,438000000.0,87000000.0,178000000.0,231000000.0,340000000.0,96000000.0,149000000.0,340000000.0,285000000.0,351000000.0,131000000.0,262000000.0,314000000.0,409000000.0,125000000.0,297000000.0,471000000.0,396000000.0,251000000.0,461000000.0,687000000.0,697000000.0,318000000.0,496000000.0,665000000.0,826000000.0,-790000000.0,-683000000.0,-502000000.0,850000000.0,161000000.0,,,,,,259000000.0,,,302000000.0,,-282000000.0,,,-291000000.0,,,,274000000.0,,,,,413000000.0,,381000000.0,,,144000000.0,,291000000.0,504000000.0,,,593000000.0,,284000000.0,,538000000.0,,,771000000.0,,981000000.0,,114000000.0,,75000000.0,,,,84000000.0,,900000000.0,47000000.0,,,,102000000.0,,159000000.0,,,-29000000.0,
IncomeTaxReconciliationStateAndLocalIncomeTaxes / USD,,,,,,,,,,,,,,,,,,,,,,,59000000.0,,,,59000000.0,,,,59000000.0,,,,70000000.0,,,,61000000.0,,,,,,,,,,,,90000000.0,,,86000000.0,,,,,,,,,,,66000000.0,,,,,,,,,78000000.0,,,,,,,,,135000000.0,,,,,,,,,,83000000.0,,,,,,,,,,21000000.0,
IncomeTaxReconciliationTaxCredits / USD,,6000000.0,,,,12000000.0,,,,9000000.0,,,,9000000.0,,,9000000.0,,17000000.0,,,,17000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23000000.0,,,,,,,,,,23000000.0,,,,,,,,,,23000000.0,
IncomeTaxesPaidNet / USD,,51000000.0,,,,35000000.0,,,,470000000.0,,,,311000000.0,,,311000000.0,,187000000.0,,,,310000000.0,,,,590000000.0,,,,437000000.0,,,,686000000.0,,,,779000000.0,,,,,,,,,,,,470000000.0,,,470000000.0,,,,,,,,,,,557000000.0,,,,,,,,,511000000.0,,,,,,,,,683000000.0,,,,,,,,,,1216000000.0,,,,,,,,,,46000000.0,
IncreaseDecreaseInAccountsPayable / USD,,165000000.0,,,,-216000000.0,,,,101000000.0,,,,152000000.0,,,152000000.0,,106000000.0,,,,-12000000.0,,,,202000000.0,,,,-162000000.0,,,,-130000000.0,,,,61000000.0,,,,,,,,,,,,-44000000.0,,,-44000000.0,,,,,,,,,,,-55000000.0,,,,,,,,,-64000000.0,,,,,,,,,351000000.0,,,,,,,,,,302000000.0,,,,,,,,,,47000000.0,
IncreaseDecreaseInAccountsReceivable / USD,,-59000000.0,,,,-137000000.0,,,,79000000.0,,,,114000000.0,,,114000000.0,,69000000.0,,,,126000000.0,,,,93000000.0,,,,-66000000.0,,,,-73000000.0,,,,55000000.0,,,,,,,,,,,,2000000.0,,,2000000.0,,,,,,,,,,,226000000.0,,,,,,,,,-191000000.0,,,,,,,,,508000000.0,,,,,,,,,,176000000.0,,,,,,,,,,-136000000.0,
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable / USD,,,,,,33000000.0,,,,-53000000.0,,,,-73000000.0,,,-73000000.0,,8000000.0,,,,80000000.0,,,,-133000000.0,,,,177000000.0,,,,-19000000.0,,,,55000000.0,,,,,,,,,,,,111000000.0,,,111000000.0,,,,,,,,,,,-254000000.0,,,,,,,,,62000000.0,,,,,,,,,421000000.0,,,,,,,,,,-580000000.0,,,,,,,,,,108000000.0,
IncreaseDecreaseInInventories / USD,,-376000000.0,,,,-493000000.0,,,,239000000.0,,,,299000000.0,,,299000000.0,,259000000.0,,,,-15000000.0,,,,148000000.0,,,,-220000000.0,,,,-148000000.0,,,,246000000.0,,,,,,,,,,,,207000000.0,,,144000000.0,,,,,,,,,,,157000000.0,,,,,,,,,-86000000.0,,,,,,,,,567000000.0,,,,,,,,,,1195000000.0,,,,,,,,,,-175000000.0,
IncreaseDecreaseInOperatingCapital / USD,-323000000.0,,257000000.0,124000000.0,-42000000.0,,110000000.0,603000000.0,421000000.0,,-9000000.0,207000000.0,286000000.0,,122000000.0,336000000.0,122000000.0,193000000.0,,-67000000.0,367000000.0,479000000.0,,-310000000.0,208000000.0,-110000000.0,,-394000000.0,241000000.0,139000000.0,,-360000000.0,369000000.0,558000000.0,,-203000000.0,-462000000.0,-503000000.0,,-16000000.0,,,,,,639000000.0,,,1021000000.0,,,,,-83000000.0,,,,206000000.0,,,,,-413000000.0,,,,,-580000000.0,,277000000.0,21000000.0,,,,,82000000.0,,1455000000.0,,,1925000000.0,,,,-63000000.0,,242000000.0,,,,-98000000.0,,,-698000000.0,,,,-72000000.0,,-265000000.0,,,,
IncreaseDecreaseInOtherOperatingCapitalNet / USD,,-50000000.0,,,,20000000.0,,,,-285000000.0,,,,31000000.0,,,31000000.0,,38000000.0,,,,27000000.0,,,,-18000000.0,,,,-71000000.0,,,,8000000.0,,,,-19000000.0,,,,,,,,,,,,141000000.0,,,141000000.0,,,,,,,,,,,144000000.0,,,,,,,,,-346000000.0,,,,,,,,,-689000000.0,,,,,,,,,,442000000.0,,,,,,,,,,279000000.0,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,,5000000.0,4000000.0,4000000.0,5000000.0,0.0,5000000.0,5000000.0,6000000.0,6000000.0,5000000.0,5000000.0,5000000.0,6000000.0,5000000.0,5000000.0,6000000.0,5000000.0,4000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,6000000.0,5000000.0,6000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,4000000.0,4000000.0,2000000.0,,,,,,2000000.0,,,3000000.0,,4000000.0,,,4000000.0,,,,3000000.0,,,,,3000000.0,,3000000.0,,,2000000.0,,2000000.0,2000000.0,,,2000000.0,,3000000.0,,3000000.0,,,3000000.0,,2000000.0,,2000000.0,,1000000.0,,,,0.0,,3000000.0,1000000.0,,,,1000000.0,,1000000.0,,,0.0,
IndefiniteLivedIntangibleAssetsExcludingGoodwill / USD,,,,,,,,,,,,,,,,,,,16000000.0,,,,4078000000.0,,,,4078000000.0,,,,4078000000.0,,,,4078000000.0,,,,4078000000.0,,,,,,,,,,,,4078000000.0,,,4078000000.0,,,,,,,,,,,4078000000.0,,,,,,,,,4078000000.0,,,,,,,,,4078000000.0,,,,,,,,,,4078000000.0,,,,,,,,,,4078000000.0,
IntangibleAssetsNetExcludingGoodwill / USD,187000000.0,187000000.0,166000000.0,166000000.0,166000000.0,166000000.0,149000000.0,149000000.0,149000000.0,149000000.0,129000000.0,129000000.0,129000000.0,129000000.0,138000000.0,138000000.0,129000000.0,138000000.0,138000000.0,5276000000.0,5276000000.0,5276000000.0,5276000000.0,5168000000.0,5168000000.0,5168000000.0,5168000000.0,5084000000.0,5084000000.0,5084000000.0,5084000000.0,6243000000.0,6243000000.0,6243000000.0,6243000000.0,6759000000.0,6759000000.0,6759000000.0,6759000000.0,7037000000.0,,,,,,7037000000.0,,,7037000000.0,,7037000000.0,,,7037000000.0,,,,6774000000.0,,,,,6774000000.0,,6774000000.0,,,6519000000.0,,6519000000.0,6519000000.0,,,6519000000.0,,6252000000.0,,6252000000.0,,,6252000000.0,,6252000000.0,,6098000000.0,,6098000000.0,,,,6098000000.0,,6098000000.0,5875000000.0,,,,5875000000.0,,5875000000.0,,,5875000000.0,
InterestExpenseNonoperating / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262000000.0,,365000000.0,105000000.0,,,,216000000.0,,351000000.0,,,355000000.0,
InterestPaidNet / USD,,211000000.0,,,,333000000.0,,,,302000000.0,,,,174000000.0,,,174000000.0,,274000000.0,,,,114000000.0,,,,118000000.0,,,,308000000.0,,,,242000000.0,,,,249000000.0,,,,,,,,,,,,368000000.0,,,368000000.0,,,,,,,,,,,419000000.0,,,,,,,,,536000000.0,,,,,,,,,444000000.0,,,,,,,,,,363000000.0,,,,,,,,,,340000000.0,
InventoryFinishedGoodsAndWorkInProcessNetOfReserves / USD,,,,,,,,,,,,,,,,,,,1423000000.0,1794000000.0,1794000000.0,1794000000.0,1794000000.0,1631000000.0,1631000000.0,1631000000.0,1631000000.0,1530000000.0,1530000000.0,1530000000.0,1530000000.0,1947000000.0,1947000000.0,1947000000.0,1947000000.0,1981000000.0,1981000000.0,1981000000.0,1981000000.0,2362000000.0,,,,,,2362000000.0,,,2362000000.0,,2362000000.0,,,2362000000.0,,,,2223000000.0,,,,,2223000000.0,,2223000000.0,,,2426000000.0,,2426000000.0,2426000000.0,,,2426000000.0,,3188000000.0,,3188000000.0,,,3188000000.0,,3188000000.0,,2847000000.0,,2847000000.0,,,,2847000000.0,,2847000000.0,2897000000.0,,,,2897000000.0,,2897000000.0,,,2897000000.0,
InventoryNet / USD,2009000000.0,2009000000.0,2274000000.0,2274000000.0,2274000000.0,2274000000.0,2587000000.0,2587000000.0,2587000000.0,2587000000.0,2809000000.0,2809000000.0,2809000000.0,2809000000.0,2817000000.0,2817000000.0,2809000000.0,2817000000.0,2817000000.0,3274000000.0,3274000000.0,3274000000.0,3274000000.0,2878000000.0,2878000000.0,2878000000.0,2878000000.0,2732000000.0,2732000000.0,2732000000.0,2732000000.0,3239000000.0,3239000000.0,3239000000.0,3239000000.0,3513000000.0,3513000000.0,3513000000.0,3513000000.0,4108000000.0,,,,,,4108000000.0,,,4108000000.0,,4108000000.0,,,3627000000.0,,,,3792000000.0,,,,,3680000000.0,,3859000000.0,,,4382000000.0,,4382000000.0,4382000000.0,,,4382000000.0,,5514000000.0,,5514000000.0,,,5514000000.0,,5514000000.0,,5328000000.0,,5328000000.0,,,,5328000000.0,,5328000000.0,5195000000.0,,,,5195000000.0,,5195000000.0,,,5195000000.0,
InventoryRawMaterialsNetOfReserves / USD,,,,,,,,,,,,,,,,,,,1002000000.0,1066000000.0,1066000000.0,1066000000.0,1066000000.0,831000000.0,831000000.0,831000000.0,831000000.0,772000000.0,772000000.0,772000000.0,772000000.0,874000000.0,874000000.0,874000000.0,874000000.0,1006000000.0,1006000000.0,1006000000.0,1006000000.0,1150000000.0,,,,,,1150000000.0,,,1150000000.0,,1150000000.0,,,971000000.0,,,,977000000.0,,,,,977000000.0,,977000000.0,,,1215000000.0,,1215000000.0,1215000000.0,,,1215000000.0,,1454000000.0,,1454000000.0,,,1454000000.0,,1454000000.0,,1594000000.0,,1594000000.0,,,,1594000000.0,,1594000000.0,1460000000.0,,,,1460000000.0,,1460000000.0,,,1460000000.0,
InventoryRecallExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000000.0,
InventorySuppliesNetOfReserves / USD,,,,,,,,,,,,,,,,,,,392000000.0,414000000.0,414000000.0,414000000.0,414000000.0,416000000.0,416000000.0,416000000.0,416000000.0,430000000.0,430000000.0,430000000.0,430000000.0,418000000.0,418000000.0,418000000.0,418000000.0,526000000.0,526000000.0,526000000.0,526000000.0,596000000.0,,,,,,596000000.0,,,596000000.0,,596000000.0,,,596000000.0,,,,659000000.0,,,,,659000000.0,,659000000.0,,,741000000.0,,741000000.0,741000000.0,,,741000000.0,,872000000.0,,872000000.0,,,872000000.0,,872000000.0,,887000000.0,,887000000.0,,,,887000000.0,,887000000.0,838000000.0,,,,838000000.0,,838000000.0,,,838000000.0,
InventoryValuationReserves / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000000.0,,,60000000.0,,,,145000000.0,,145000000.0,,,,145000000.0,,145000000.0,115000000.0,,,,115000000.0,,115000000.0,,,115000000.0,
InvestmentIncomeInterest / USD,14000000.0,9000000.0,3000000.0,7000000.0,11000000.0,17000000.0,3000000.0,6000000.0,8000000.0,14000000.0,2000000.0,7000000.0,9000000.0,11000000.0,1000000.0,3000000.0,11000000.0,5000000.0,12000000.0,2000000.0,5000000.0,6000000.0,7000000.0,2000000.0,3000000.0,6000000.0,7000000.0,2000000.0,3000000.0,5000000.0,9000000.0,2000000.0,3000000.0,5000000.0,6000000.0,2000000.0,4000000.0,6000000.0,7000000.0,2000000.0,,,,,,7000000.0,,,9000000.0,,7000000.0,,,7000000.0,,,,6000000.0,,,,,9000000.0,,11000000.0,,,2000000.0,,4000000.0,6000000.0,,,10000000.0,,3000000.0,,6000000.0,,,10000000.0,,8000000.0,,9000000.0,,16000000.0,,,,22000000.0,,17000000.0,10000000.0,,,,24000000.0,,60000000.0,,,30000000.0,
LeaseCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166000000.0,,,,,,339000000.0,,,501000000.0,,688000000.0,,,688000000.0,,,,,,,,,,,688000000.0,,,,,,,,,689000000.0,,,,,,,,,689000000.0,,,,,,,,,,742000000.0,,,,,,,,,,781000000.0,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560000000.0,,,,,,578000000.0,,,575000000.0,,562000000.0,,,562000000.0,,,,,,,,,,,553000000.0,,,,,,,,,527000000.0,,,,,,,,,591000000.0,,,,,,,,,,807000000.0,,,,,,,,,,1028000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73000000.0,,,,,,91000000.0,,,,,63000000.0,,,63000000.0,,,,,,,,,,,61000000.0,,,,,,,,,53000000.0,,,,,,,,,99000000.0,,,,,,,,,,187000000.0,,,,,,,,,,268000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164000000.0,,173000000.0,,,173000000.0,,,,,,,,,,,162000000.0,,,,,,,,,154000000.0,,,,,,,,,171000000.0,,,,,,,,,,197000000.0,,,,,,,,,,232000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51000000.0,,,,,,57000000.0,,,,,45000000.0,,,45000000.0,,,,,,,,,,,47000000.0,,,,,,,,,41000000.0,,,,,,,,,43000000.0,,,,,,,,,,71000000.0,,,,,,,,,,92000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64000000.0,,,,,,74000000.0,,,62000000.0,,64000000.0,,,64000000.0,,,,,,,,,,,69000000.0,,,,,,,,,66000000.0,,,,,,,,,57000000.0,,,,,,,,,,86000000.0,,,,,,,,,,115000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96000000.0,,,,,,108000000.0,,,81000000.0,,88000000.0,,,88000000.0,,,,,,,,,,,93000000.0,,,,,,,,,92000000.0,,,,,,,,,89000000.0,,,,,,,,,,110000000.0,,,,,,,,,,141000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141000000.0,,,,,,153000000.0,,,118000000.0,,129000000.0,,,129000000.0,,,,,,,,,,,121000000.0,,,,,,,,,121000000.0,,,,,,,,,132000000.0,,,,,,,,,,156000000.0,,,,,,,,,,180000000.0,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000000.0,,,,,,37000000.0,,,34000000.0,,33000000.0,,,33000000.0,,,,,,,,,,,30000000.0,,,,,,,,,32000000.0,,,,,,,,,62000000.0,,,,,,,,,,113000000.0,,,,,,,,,,163000000.0,
LiabilitiesAndStockholdersEquity / USD,10595000000.0,10595000000.0,10752000000.0,10752000000.0,10752000000.0,10752000000.0,11071000000.0,11071000000.0,11071000000.0,11071000000.0,11896000000.0,11896000000.0,11896000000.0,11896000000.0,12177000000.0,12177000000.0,11896000000.0,12177000000.0,12177000000.0,23956000000.0,23956000000.0,23956000000.0,23956000000.0,23004000000.0,23004000000.0,23004000000.0,22969000000.0,22373000000.0,22373000000.0,22373000000.0,22373000000.0,28066000000.0,28066000000.0,28066000000.0,28066000000.0,29109000000.0,29109000000.0,29109000000.0,29109000000.0,33097000000.0,,,,,,33097000000.0,,,33097000000.0,,33097000000.0,,,32185000000.0,,,,33657000000.0,,,,,34323000000.0,,34456000000.0,,,36309000000.0,,36309000000.0,36309000000.0,,,36309000000.0,,36821000000.0,,36821000000.0,,,36821000000.0,,36821000000.0,,36251000000.0,,36251000000.0,,,,36251000000.0,,36251000000.0,37100000000.0,,,,37100000000.0,,37100000000.0,,,37100000000.0,
LiabilitiesCurrent / USD,1993000000.0,1993000000.0,2545000000.0,2545000000.0,2545000000.0,2545000000.0,2374000000.0,2374000000.0,2374000000.0,2374000000.0,2830000000.0,2830000000.0,2830000000.0,2830000000.0,3010000000.0,3010000000.0,2830000000.0,3010000000.0,3010000000.0,3797000000.0,3797000000.0,3797000000.0,3797000000.0,3535000000.0,3535000000.0,3535000000.0,3535000000.0,2762000000.0,2762000000.0,2762000000.0,2762000000.0,4032000000.0,4032000000.0,4032000000.0,4032000000.0,5031000000.0,5031000000.0,5031000000.0,5031000000.0,5513000000.0,,,,,,5513000000.0,,,5513000000.0,,5513000000.0,,,5513000000.0,,,,4234000000.0,,,,,4234000000.0,,4234000000.0,,,6325000000.0,,6325000000.0,6325000000.0,,,6325000000.0,,5313000000.0,,5313000000.0,,,5313000000.0,,5313000000.0,,6499000000.0,,6499000000.0,,,,6499000000.0,,6499000000.0,4787000000.0,,,,4787000000.0,,4787000000.0,,,4787000000.0,
LongTermDebtAndCapitalLeaseObligations / USD,3258000000.0,3258000000.0,2135000000.0,2135000000.0,2135000000.0,2135000000.0,2112000000.0,2112000000.0,2112000000.0,2112000000.0,1917000000.0,1917000000.0,1917000000.0,1917000000.0,1895000000.0,1895000000.0,1917000000.0,1895000000.0,1895000000.0,7535000000.0,7535000000.0,7535000000.0,7535000000.0,6010000000.0,6010000000.0,6010000000.0,5975000000.0,6200000000.0,6200000000.0,6200000000.0,6200000000.0,9297000000.0,9297000000.0,9297000000.0,9297000000.0,7962000000.0,7962000000.0,7962000000.0,7962000000.0,9830000000.0,,,,,,9830000000.0,,,9830000000.0,,9830000000.0,,,9830000000.0,,,,10791000000.0,,,,,10791000000.0,,10791000000.0,,,8281000000.0,,8281000000.0,8281000000.0,,,8281000000.0,,7862000000.0,,7862000000.0,,,7862000000.0,,7862000000.0,,7611000000.0,,7611000000.0,,,,7611000000.0,,7611000000.0,9713000000.0,,,,9713000000.0,,9713000000.0,,,9713000000.0,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,401000000.0,,,,70000000.0,,,,537000000.0,,,,514000000.0,,,514000000.0,,644000000.0,,,,715000000.0,,,,79000000.0,,,,906000000.0,,,,1911000000.0,,,,2104000000.0,,,,,,,,,,,,550000000.0,,,550000000.0,,,,,,,,,,,1069000000.0,,,,,,,,,467000000.0,,,,,,,,,1899000000.0,,,,,,,,,,75000000.0,,,,,,,,,,909000000.0,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,,3000000.0,,,,643000000.0,,,,4000000.0,,,,120000000.0,,,120000000.0,,1688000000.0,,,,285000000.0,,,,10000000.0,,,,1007000000.0,,,,405000000.0,,,,1266000000.0,,,,,,,,,,,,12000000.0,,,12000000.0,,,,,,,,,,,813000000.0,,,,,,,,,1354000000.0,,,,,,,,,23000000.0,,,,,,,,,,1613000000.0,,,,,,,,,,22000000.0,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,,1274000000.0,,,,7000000.0,,,,646000000.0,,,,4000000.0,,,4000000.0,,176000000.0,,,,1559000000.0,,,,285000000.0,,,,511000000.0,,,,1007000000.0,,,,493000000.0,,,,,,,,,,,,1269000000.0,,,1269000000.0,,,,,,,,,,,15000000.0,,,,,,,,,812000000.0,,,,,,,,,1364000000.0,,,,,,,,,,791000000.0,,,,,,,,,,1626000000.0,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,,5000000.0,,,,1279000000.0,,,,13000000.0,,,,645000000.0,,,645000000.0,,1059000000.0,,,,627000000.0,,,,2359000000.0,,,,1537000000.0,,,,511000000.0,,,,1033000000.0,,,,,,,,,,,,431000000.0,,,431000000.0,,,,,,,,,,,1279000000.0,,,,,,,,,20000000.0,,,,,,,,,1818000000.0,,,,,,,,,,1381000000.0,,,,,,,,,,499000000.0,
