fact_unit,2017-05-18,2017-08-04,2017-11-03,2018-02-26,2018-05-04,2018-06-15,2018-08-06,2018-11-02,2019-02-28,2019-05-03,2019-08-02,2019-11-05,2020-02-28,2020-05-05,2020-08-05,2020-11-04,2021-02-26,2021-05-04,2021-08-05,2021-11-05,2022-02-25,2022-05-06,2022-08-05,2022-11-04,2023-03-01,2023-05-09,2023-08-09,2023-11-07,2024-02-29,2024-05-10,2024-08-09,2024-11-08,2025-02-28,2025-05-08,2025-08-08,2025-11-07
Liabilities / USD,8570000000.0,8570000000.0,8570000000.0,8570000000.0,8258000000.0,8570000000.0,8258000000.0,8258000000.0,8258000000.0,18157000000.0,18157000000.0,18157000000.0,18157000000.0,18656000000.0,18656000000.0,18656000000.0,18656000000.0,16847000000.0,16847000000.0,16847000000.0,16847000000.0,21391000000.0,21391000000.0,21391000000.0,21391000000.0,27869000000.0,27869000000.0,27869000000.0,27869000000.0,27644000000.0,27644000000.0,27644000000.0,27644000000.0,32187000000.0,32187000000.0,32187000000.0
LiabilitiesAndStockholdersEquity / USD,15167000000.0,15167000000.0,15167000000.0,15167000000.0,14600000000.0,15167000000.0,14600000000.0,14600000000.0,14600000000.0,26024000000.0,26024000000.0,26024000000.0,26024000000.0,26616000000.0,26616000000.0,26616000000.0,26616000000.0,25208000000.0,25208000000.0,25208000000.0,25208000000.0,29683000000.0,29683000000.0,29683000000.0,29683000000.0,32787000000.0,32787000000.0,32787000000.0,32787000000.0,32966000000.0,32966000000.0,32966000000.0,32966000000.0,37770000000.0,37770000000.0,37770000000.0
LiabilitiesCurrent / USD,1504000000.0,1504000000.0,1504000000.0,1504000000.0,1351000000.0,1504000000.0,1351000000.0,1351000000.0,1351000000.0,3625000000.0,3625000000.0,3625000000.0,3625000000.0,4574000000.0,4574000000.0,4574000000.0,4574000000.0,3036000000.0,3036000000.0,3036000000.0,3036000000.0,5843000000.0,5843000000.0,5843000000.0,5843000000.0,10337000000.0,10337000000.0,10337000000.0,10337000000.0,9823000000.0,9823000000.0,9823000000.0,9823000000.0,8432000000.0,8432000000.0,8432000000.0
LineOfCreditFacilityMaximumBorrowingCapacity / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7944000000.0,7936000000.0,7928000000.0,8729000000.0,8723000000.0,8925000000.0,9134000000.0
LineOfCreditFacilityRemainingBorrowingCapacity / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930000000.0,2229000000.0,3090000000.0,2933000000.0,3342000000.0,2160000000.0,3103000000.0
LongTermDebt / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14402000000.0,,14402000000.0,14402000000.0,14402000000.0,16298000000.0,16298000000.0,16298000000.0
LongTermDebtAndCapitalLeaseObligations / USD,4577000000.0,4577000000.0,4577000000.0,4577000000.0,4379000000.0,4577000000.0,4379000000.0,4379000000.0,4379000000.0,10874000000.0,10874000000.0,10874000000.0,10874000000.0,10102000000.0,10102000000.0,10102000000.0,10102000000.0,9235000000.0,9235000000.0,9235000000.0,9235000000.0,10477000000.0,10477000000.0,10477000000.0,10477000000.0,11933000000.0,11933000000.0,11933000000.0,11933000000.0,12116000000.0,12116000000.0,12116000000.0,12116000000.0,15418000000.0,15418000000.0,15418000000.0
LongTermDebtAndCapitalLeaseObligationsCurrent / USD,46000000.0,46000000.0,46000000.0,46000000.0,44000000.0,46000000.0,44000000.0,44000000.0,44000000.0,191000000.0,191000000.0,191000000.0,191000000.0,277000000.0,277000000.0,277000000.0,277000000.0,95000000.0,95000000.0,95000000.0,95000000.0,254000000.0,254000000.0,254000000.0,254000000.0,38000000.0,38000000.0,38000000.0,38000000.0,2286000000.0,2286000000.0,2286000000.0,2286000000.0,880000000.0,880000000.0,880000000.0
LongTermDebtAndCapitalLeaseObligationsIncludingCurrentMaturities / USD,4623000000.0,4623000000.0,4623000000.0,4623000000.0,4423000000.0,4623000000.0,11963000000.0,11241000000.0,4423000000.0,11007000000.0,11354000000.0,10948000000.0,11065000000.0,10138000000.0,9598000000.0,9380000000.0,10379000000.0,9792000000.0,9330000000.0,9330000000.0,9330000000.0,10731000000.0,10731000000.0,10731000000.0,10731000000.0,11971000000.0,11971000000.0,11971000000.0,11971000000.0,14402000000.0,14402000000.0,14402000000.0,14402000000.0,16298000000.0,16298000000.0,16298000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,,,,,,,,,,,,,,,7678000000.0,,,,,,,,,,,,,,6960000000.0,,,,8161000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,,,,,,,,,,,,,,,98000000.0,,262000000.0,257000000.0,257000000.0,,40000000.0,40000000.0,40000000.0,,1940000000.0,1940000000.0,1940000000.0,2293000000.0,786000000.0,786000000.0,786000000.0,885000000.0,1792000000.0,1798000000.0,2014000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,,,,,,,,,,,,,,,1540000000.0,,,,,,,,,,,,,,27000000.0,,,,2177000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,,,,,,,,,,,,,,,40000000.0,1540000000.0,,2470000000.0,2470000000.0,2470000000.0,,1006000000.0,1006000000.0,1006000000.0,,3402000000.0,3402000000.0,3402000000.0,3427000000.0,35000000.0,34000000.0,34000000.0,27000000.0,2177000000.0,2362000000.0,2283000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,,,,,,,,,,,,,,,44000000.0,40000000.0,,1540000000.0,1540000000.0,1540000000.0,,2470000000.0,3570000000.0,3567000000.0,,1006000000.0,1006000000.0,1005000000.0,1031000000.0,3434000000.0,3434000000.0,3434000000.0,3427000000.0,27000000.0,36000000.0,32000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,,,,,,,,,,,,,,,96000000.0,44000000.0,,40000000.0,40000000.0,40000000.0,,1540000000.0,1940000000.0,1940000000.0,,3567000000.0,3567000000.0,3567000000.0,779000000.0,1038000000.0,1038000000.0,1038000000.0,1792000000.0,3427000000.0,3435000000.0,3432000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear / USD,,,,,,,,,,,,,,,263000000.0,55000000.0,,354000000.0,291000000.0,151000000.0,,119000000.0,26000000.0,19000000.0,,33000000.0,26000000.0,19000000.0,,1532000000.0,1183000000.0,20000000.0,,879000000.0,129000000.0,208000000.0
LongTermInvestments / USD,1064000000.0,1064000000.0,1064000000.0,1064000000.0,1240000000.0,1064000000.0,1240000000.0,1240000000.0,1240000000.0,1250000000.0,1250000000.0,1250000000.0,1250000000.0,1537000000.0,1537000000.0,1537000000.0,1537000000.0,1759000000.0,1759000000.0,1759000000.0,1759000000.0,2049000000.0,2049000000.0,2049000000.0,2049000000.0,1729000000.0,1729000000.0,1729000000.0,1729000000.0,2035000000.0,2035000000.0,2035000000.0,2035000000.0,4512000000.0,4512000000.0,4512000000.0
LongtermDebtPercentageBearingVariableInterestAmount / USD,,,,,,,4721000000.0,4718000000.0,4717000000.0,4561000000.0,3720000000.0,3720000000.0,2300000000.0,2300000000.0,2300000000.0,2300000000.0,2300000000.0,2300000000.0,2300000000.0,2300000000.0,2300000000.0,2300000000.0,2300000000.0,2300000000.0,2300000000.0,2300000000.0,2300000000.0,2300000000.0,2300000000.0,2300000000.0,2300000000.0,2300000000.0,2300000000.0,2300000000.0,2300000000.0,2300000000.0
LossContingencyNumberOfPlaintiffs / company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,,,,
LossContingencyNumberOfPlaintiffs / insurance_company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,
MarginDepositAssets / USD,213000000.0,213000000.0,213000000.0,213000000.0,30000000.0,213000000.0,30000000.0,30000000.0,30000000.0,361000000.0,361000000.0,361000000.0,361000000.0,202000000.0,202000000.0,202000000.0,202000000.0,257000000.0,257000000.0,257000000.0,257000000.0,1263000000.0,1263000000.0,1263000000.0,1263000000.0,3137000000.0,3137000000.0,3137000000.0,3137000000.0,1244000000.0,1244000000.0,1244000000.0,1244000000.0,406000000.0,406000000.0,406000000.0
MinorityInterest / USD,,,,,,,0.0,0.0,0.0,4000000.0,4000000.0,4000000.0,4000000.0,1000000.0,1000000.0,1000000.0,1000000.0,-10000000.0,-10000000.0,-10000000.0,-10000000.0,1000000.0,1000000.0,1000000.0,1000000.0,16000000.0,16000000.0,16000000.0,16000000.0,15000000.0,15000000.0,15000000.0,15000000.0,13000000.0,13000000.0,13000000.0
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000.0,15000000.0,15000000.0,,15000000.0,15000000.0
NetCashProvidedByUsedInFinancingActivities / USD,,,,,-18000000.0,,-27000000.0,-37000000.0,6000000.0,-9000000.0,-1443000000.0,-2172000000.0,-201000000.0,-344000000.0,-170000000.0,-784000000.0,-2723000000.0,52000000.0,-698000000.0,-1348000000.0,-1237000000.0,1939000000.0,1671000000.0,1279000000.0,-1796000000.0,-413000000.0,1880000000.0,3000000.0,2274000000.0,-874000000.0,-1872000000.0,-490000000.0,-80000000.0,793000000.0,811000000.0,-850000000.0
NetCashProvidedByUsedInInvestingActivities / USD,,,,,-51000000.0,,-194000000.0,-631000000.0,-93000000.0,-77000000.0,242000000.0,133000000.0,-727000000.0,-149000000.0,-399000000.0,-979000000.0,-101000000.0,-284000000.0,-653000000.0,-927000000.0,-1717000000.0,-129000000.0,-575000000.0,-843000000.0,-1572000000.0,-480000000.0,-609000000.0,-886000000.0,-1153000000.0,-513000000.0,-967000000.0,-1382000000.0,-1239000000.0,-3528000000.0,-4197000000.0,-4959000000.0
NetCashProvidedByUsedInOperatingActivities / USD,,,,,141000000.0,,333000000.0,845000000.0,81000000.0,-22000000.0,-29000000.0,863000000.0,1386000000.0,388000000.0,882000000.0,1823000000.0,1471000000.0,552000000.0,1309000000.0,2350000000.0,2736000000.0,-1653000000.0,-1057000000.0,-493000000.0,3337000000.0,591000000.0,-723000000.0,92000000.0,-206000000.0,1435000000.0,3012000000.0,4572000000.0,485000000.0,312000000.0,1508000000.0,3210000000.0
NetIncomeLoss / USD,,,,,,,52000000.0,325000000.0,-54000000.0,-306000000.0,-198000000.0,132000000.0,-254000000.0,225000000.0,581000000.0,694000000.0,-54000000.0,56000000.0,222000000.0,665000000.0,928000000.0,-2043000000.0,-2006000000.0,-2000000000.0,636000000.0,-285000000.0,-1650000000.0,-981000000.0,-1274000000.0,699000000.0,1175000000.0,1677000000.0,-1227000000.0,-35000000.0,330000000.0,2218000000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,,,,,,,0.0,0.0,-2000000.0,0.0,3000000.0,2000000.0,0.0,1000000.0,3000000.0,-2000000.0,-2000000.0,-11000000.0,-13000000.0,-14000000.0,-2000000.0,3000000.0,2000000.0,6000000.0,-12000000.0,1000000.0,9000000.0,19000000.0,10000000.0,-1000000.0,-1000000.0,-1000000.0,17000000.0,53000000.0,155000000.0,104000000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,,,,,78000000.0,,52000000.0,325000000.0,,,,,,,,,,,,,928000000.0,-2043000000.0,-2006000000.0,-2000000000.0,636000000.0,-323000000.0,-1725000000.0,-1093000000.0,-1295000000.0,661000000.0,1100000000.0,1565000000.0,-1377000000.0,-84000000.0,234000000.0,2074000000.0
NetIncomeLossAvailableToCommonStockholdersDiluted / USD,,,,,78000000.0,,52000000.0,325000000.0,,,,,,,,,,,,,,,,,,,,,,,,,-1377000000.0,-84000000.0,234000000.0,
NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1264000000.0,,,,-1210000000.0,,,
NoncontrollingInterestInNetIncomeLossOtherNoncontrollingInterestsRedeemable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3198000000.0,3198000000.0,,,
NuclearFuelNetOfAmortization / USD,,,,166000000.0,,166000000.0,,,158000000.0,191000000.0,191000000.0,191000000.0,191000000.0,197000000.0,197000000.0,197000000.0,197000000.0,207000000.0,207000000.0,207000000.0,207000000.0,212000000.0,212000000.0,212000000.0,212000000.0,268000000.0,268000000.0,268000000.0,268000000.0,379000000.0,379000000.0,379000000.0,379000000.0,,,
NumberOfReportableSegments / reportableSegment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,,,,
NumberOfReportableSegments / segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0
OperatingIncomeLoss / USD,,,,,155000000.0,,207000000.0,658000000.0,-161000000.0,-394000000.0,-164000000.0,485000000.0,198000000.0,490000000.0,1218000000.0,1659000000.0,491000000.0,391000000.0,766000000.0,1443000000.0,1993000000.0,-2583000000.0,-2521000000.0,-2401000000.0,1519000000.0,-288000000.0,-1972000000.0,-1079000000.0,-1515000000.0,1131000000.0,1722000000.0,2559000000.0,-1177000000.0,86000000.0,894000000.0,3482000000.0
OperatingLeaseCost / USD,,,,,,,,,,4000000.0,7000000.0,10000000.0,14000000.0,,,,14000000.0,,,,14000000.0,,,,14000000.0,,,,11000000.0,,,,9000000.0,,,
OperatingLeaseLiability / USD,,,,,,,,,,109000000.0,109000000.0,109000000.0,109000000.0,,,,48000000.0,,,,43000000.0,,,,53000000.0,,,,55000000.0,,,,111000000.0,,,
OperatingLeaseLiabilityCurrent / USD,,,,,,,,,,0.0,0.0,0.0,0.0,14000000.0,14000000.0,14000000.0,14000000.0,8000000.0,8000000.0,8000000.0,8000000.0,5000000.0,5000000.0,5000000.0,5000000.0,8000000.0,8000000.0,8000000.0,8000000.0,7000000.0,7000000.0,7000000.0,7000000.0,,,
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,,0.0,0.0,0.0,0.0,41000000.0,41000000.0,41000000.0,41000000.0,40000000.0,40000000.0,40000000.0,40000000.0,38000000.0,38000000.0,38000000.0,38000000.0,45000000.0,45000000.0,45000000.0,45000000.0,48000000.0,48000000.0,48000000.0,48000000.0,98000000.0,98000000.0,98000000.0
OperatingLeaseRightOfUseAsset / USD,,,,,,,,,,0.0,0.0,0.0,0.0,44000000.0,44000000.0,44000000.0,44000000.0,45000000.0,45000000.0,45000000.0,45000000.0,40000000.0,40000000.0,40000000.0,40000000.0,51000000.0,51000000.0,51000000.0,51000000.0,50000000.0,50000000.0,50000000.0,50000000.0,,,
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,0.0712,0.0604,0.0567,0.0534,,,,0.0534,,,,0.058,,,,0.0576,,,,0.0626,,,,0.0649,,,
OperatingLossCarryforwards / USD,,,,,,,,,3560000000.0,,,,3200000000.0,,,,3400000000.0,,,,4500000000.0,,,,4500000000.0,,,,4000000000.0,,,,3200000000.0,,,
OtherAssetsNoncurrent / USD,239000000.0,239000000.0,239000000.0,239000000.0,162000000.0,239000000.0,162000000.0,162000000.0,162000000.0,590000000.0,590000000.0,590000000.0,590000000.0,352000000.0,352000000.0,352000000.0,352000000.0,332000000.0,332000000.0,332000000.0,332000000.0,361000000.0,361000000.0,361000000.0,361000000.0,351000000.0,351000000.0,351000000.0,351000000.0,551000000.0,551000000.0,551000000.0,601000000.0,1191000000.0,1191000000.0,1191000000.0
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax / USD,,,,,,,,,,1000000.0,1000000.0,2000000.0,-23000000.0,1000000.0,1000000.0,-12000000.0,-6000000.0,-23000000.0,-22000000.0,-26000000.0,-8000000.0,2000000.0,3000000.0,17000000.0,-18000000.0,1000000.0,5000000.0,6000000.0,32000000.0,1000000.0,1000000.0,1000000.0,23000000.0,,-1000000.0,1000000.0
OtherComprehensiveIncomeLossNetOfTax / USD,,,,,0.0,,0.0,0.0,6000000.0,1000000.0,1000000.0,2000000.0,-23000000.0,1000000.0,1000000.0,-12000000.0,-5000000.0,-23000000.0,-22000000.0,-26000000.0,-8000000.0,2000000.0,3000000.0,17000000.0,-18000000.0,0.0,0.0,6000000.0,32000000.0,1000000.0,5000000.0,3000000.0,23000000.0,0.0,0.0,1000000.0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest / USD,,,,,,,0.0,0.0,2000000.0,0.0,3000000.0,2000000.0,0.0,1000000.0,3000000.0,2000000.0,-2000000.0,-11000000.0,-13000000.0,-14000000.0,-2000000.0,3000000.0,2000000.0,6000000.0,-12000000.0,1000000.0,9000000.0,19000000.0,10000000.0,-1000000.0,,,17000000.0,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent / USD,,,,,,,52000000.0,325000000.0,-59000000.0,-305000000.0,-197000000.0,134000000.0,-277000000.0,226000000.0,582000000.0,682000000.0,-59000000.0,33000000.0,200000000.0,639000000.0,920000000.0,-2041000000.0,-2003000000.0,-1983000000.0,618000000.0,-285000000.0,-1650000000.0,-975000000.0,-1242000000.0,700000000.0,,,-1204000000.0,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax / USD,,,,,0.0,,0.0,0.0,-6000000.0,-1000000.0,-1000000.0,-2000000.0,-23000000.0,-1000000.0,-1000000.0,12000000.0,,23000000.0,22000000.0,26000000.0,,-2000000.0,-3000000.0,-17000000.0,,0.0,0.0,-6000000.0,-32000000.0,-1000000.0,-5000000.0,-3000000.0,-23000000.0,0.0,0.0,-1000000.0
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax / USD,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,4000000.0,,7000000.0,7000000.0,8000000.0,,0.0,1000000.0,5000000.0,,0.0,0.0,2000000.0,9000000.0,0.0,1000000.0,1000000.0,7000000.0,0.0,0.0,0.0
OtherCostAndExpenseOperating / USD,,,,,214000000.0,,409000000.0,626000000.0,208000000.0,194000000.0,580000000.0,926000000.0,973000000.0,385000000.0,755000000.0,1153000000.0,1297000000.0,379000000.0,792000000.0,1249000000.0,1530000000.0,371000000.0,801000000.0,1173000000.0,1622000000.0,416000000.0,851000000.0,1250000000.0,1559000000.0,421000000.0,866000000.0,1277000000.0,1645000000.0,498000000.0,1126000000.0,1742000000.0
OtherDepreciationAndAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000000.0,400000000.0
OtherInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000000.0,14000000.0,14000000.0,,16000000.0,16000000.0,16000000.0
OtherLiabilitiesCurrent / USD,387000000.0,387000000.0,387000000.0,332000000.0,297000000.0,332000000.0,297000000.0,297000000.0,297000000.0,345000000.0,345000000.0,345000000.0,345000000.0,506000000.0,506000000.0,506000000.0,506000000.0,471000000.0,471000000.0,471000000.0,471000000.0,553000000.0,553000000.0,553000000.0,553000000.0,524000000.0,524000000.0,524000000.0,524000000.0,547000000.0,547000000.0,547000000.0,554000000.0,645000000.0,645000000.0,645000000.0
OtherLiabilitiesNoncurrent / USD,220000000.0,220000000.0,220000000.0,220000000.0,256000000.0,220000000.0,220000000.0,220000000.0,220000000.0,340000000.0,340000000.0,340000000.0,741000000.0,989000000.0,989000000.0,989000000.0,989000000.0,1131000000.0,1131000000.0,1131000000.0,1131000000.0,1489000000.0,1489000000.0,1489000000.0,1489000000.0,1004000000.0,1004000000.0,1004000000.0,1004000000.0,951000000.0,951000000.0,951000000.0,999000000.0,1270000000.0,1270000000.0,1270000000.0
OtherLongTermDebt / USD,,,,,,,97000000.0,97000000.0,97000000.0,471000000.0,471000000.0,471000000.0,471000000.0,287000000.0,287000000.0,287000000.0,287000000.0,126000000.0,126000000.0,126000000.0,126000000.0,311000000.0,311000000.0,311000000.0,311000000.0,79000000.0,79000000.0,79000000.0,79000000.0,67000000.0,67000000.0,67000000.0,67000000.0,55000000.0,55000000.0,55000000.0
OtherLongTermInvestments / USD,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,,,,,1537000000.0,1537000000.0,1537000000.0,1537000000.0,1759000000.0,1759000000.0,1759000000.0,1759000000.0,2049000000.0,2049000000.0,2049000000.0,2049000000.0,1729000000.0,1729000000.0,1729000000.0,1729000000.0,2035000000.0,2035000000.0,2035000000.0,2035000000.0,4512000000.0,4512000000.0,4512000000.0
OtherNoncashIncomeExpense / USD,,,,,13000000.0,,7000000.0,-41000000.0,,-7000000.0,6000000.0,-64000000.0,-30000000.0,32000000.0,-73000000.0,-12000000.0,-37000000.0,-3000000.0,-55000000.0,-115000000.0,12000000.0,-11000000.0,-56000000.0,7000000.0,22000000.0,-2000000.0,-6000000.0,-12000000.0,-50000000.0,-8000000.0,-24000000.0,-39000000.0,71000000.0,28000000.0,28000000.0,14000000.0
OtherNonoperatingExpense / USD,,,,,0.0,,5000000.0,5000000.0,5000000.0,2000000.0,3000000.0,4000000.0,5000000.0,2000000.0,5000000.0,9000000.0,5000000.0,31000000.0,35000000.0,35000000.0,15000000.0,5000000.0,7000000.0,13000000.0,42000000.0,4000000.0,13000000.0,18000000.0,16000000.0,3000000.0,5000000.0,9000000.0,4000000.0,,,
OtherNonoperatingIncome / USD,,,,,9000000.0,,18000000.0,29000000.0,10000000.0,10000000.0,18000000.0,25000000.0,37000000.0,25000000.0,39000000.0,45000000.0,47000000.0,7000000.0,12000000.0,19000000.0,56000000.0,55000000.0,92000000.0,108000000.0,34000000.0,5000000.0,77000000.0,88000000.0,140000000.0,20000000.0,144000000.0,174000000.0,117000000.0,,,282000000.0
OtherNonoperatingIncomeExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87000000.0,146000000.0,
OtherPostretirementBenefitsPayableNoncurrent / USD,,,,,,,,,166000000.0,,,,270000000.0,,,,295000000.0,,,,312000000.0,,,,276000000.0,,,,237000000.0,,,,247000000.0,,,
OtherSundryLiabilitiesNoncurrent / USD,,,,,,,,,,66000000.0,66000000.0,66000000.0,,96000000.0,96000000.0,84000000.0,,138000000.0,138000000.0,138000000.0,,176000000.0,176000000.0,176000000.0,,269000000.0,269000000.0,269000000.0,,58000000.0,58000000.0,58000000.0,,65000000.0,65000000.0,65000000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,,,,,3000000.0,,-9000000.0,-10000000.0,-1000000.0,1000000.0,-10000000.0,-11000000.0,-16000000.0,-10000000.0,-21000000.0,-16000000.0,-3000000.0,-14000000.0,-15000000.0,-8000000.0,6000000.0,-11000000.0,-19000000.0,-27000000.0,11000000.0,-3000000.0,8000000.0,10000000.0,4000000.0,-1000000.0,-3000000.0,-4000000.0,-35000000.0,0.0,-6000000.0,5000000.0
PaymentsForRepurchaseOfCommonStock / USD,,,,,,,0.0,0.0,763000000.0,0.0,63000000.0,414000000.0,0.0,248000000.0,457000000.0,632000000.0,763000000.0,0.0,0.0,0.0,656000000.0,175000000.0,175000000.0,175000000.0,0.0,710000000.0,1194000000.0,1590000000.0,471000000.0,301000000.0,552000000.0,866000000.0,1949000000.0,291000000.0,622000000.0,1021000000.0
PaymentsOfDividendsCommonStock / USD,,,,,,,,,,0.0,0.0,0.0,0.0,61000000.0,120000000.0,181000000.0,0.0,66000000.0,132000000.0,198000000.0,243000000.0,74000000.0,147000000.0,219000000.0,266000000.0,77000000.0,152000000.0,227000000.0,290000000.0,77000000.0,153000000.0,228000000.0,302000000.0,77000000.0,150000000.0,230000000.0
PaymentsOfDividendsMinorityInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
PaymentsOfDividendsPreferredStockAndPreferenceStock / USD,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,76000000.0,76000000.0,0.0,,75000000.0,75000000.0,151000000.0,0.0,75000000.0,98000000.0
PaymentsOfFinancingCosts / USD,,,,,,,3000000.0,5000000.0,8000000.0,0.0,46000000.0,216000000.0,8000000.0,64000000.0,146000000.0,170000000.0,236000000.0,5000000.0,10000000.0,17000000.0,203000000.0,,13000000.0,13000000.0,17000000.0,,21000000.0,29000000.0,13000000.0,,6000000.0,29000000.0,31000000.0,,32000000.0,32000000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000000.0,11000000.0,11000000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,,,,,,,,,,,,,0.0,,,374000000.0,0.0,,,,374000000.0,,,,,,,,,0.0,0.0,0.0,0.0,3070000000.0,3065000000.0,3065000000.0
PaymentsToAcquireIntangibleAssets / USD,,,,,,,,,,,1000000.0,4000000.0,3000000.0,1000000.0,138000000.0,169000000.0,5000000.0,106000000.0,173000000.0,210000000.0,322000000.0,28000000.0,173000000.0,247000000.0,504000000.0,116000000.0,258000000.0,343000000.0,605000000.0,61000000.0,190000000.0,277000000.0,1303000000.0,131000000.0,359000000.0,511000000.0
PaymentsToAcquirePropertyPlantAndEquipment / USD,,,,,31000000.0,,63000000.0,86000000.0,48000000.0,39000000.0,153000000.0,209000000.0,114000000.0,153000000.0,303000000.0,474000000.0,530000000.0,261000000.0,588000000.0,838000000.0,713000000.0,192000000.0,546000000.0,790000000.0,1259000000.0,373000000.0,613000000.0,909000000.0,1033000000.0,484000000.0,926000000.0,1262000000.0,1301000000.0,465000000.0,963000000.0,1648000000.0
PaymentsToInvestInDecommissioningFund / USD,,,,,84000000.0,,107000000.0,169000000.0,30000000.0,51000000.0,103000000.0,227000000.0,272000000.0,83000000.0,302000000.0,370000000.0,274000000.0,80000000.0,234000000.0,307000000.0,453000000.0,138000000.0,277000000.0,382000000.0,455000000.0,103000000.0,345000000.0,446000000.0,505000000.0,125000000.0,262000000.0,495000000.0,693000000.0,220000000.0,788000000.0,1590000000.0
PaymentsToMinorityShareholders / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent / USD,,,,,,,,,,270000000.0,270000000.0,270000000.0,,295000000.0,295000000.0,295000000.0,,312000000.0,312000000.0,312000000.0,,276000000.0,276000000.0,276000000.0,,237000000.0,237000000.0,237000000.0,,247000000.0,247000000.0,247000000.0,,224000000.0,224000000.0,224000000.0
PreferredStockDividendsIncomeStatementImpact / USD,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,38000000.0,75000000.0,112000000.0,21000000.0,38000000.0,75000000.0,112000000.0,150000000.0,49000000.0,96000000.0,144000000.0
PreferredStockLiquidationPreference / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,1000.0,1000.0,1000.0
PreferredStockSharesAuthorized / shares,,,,,,,,,,,,,,,,,,,,,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
PreferredStockSharesOutstanding / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2476081.0,2476066.0,2476066.0,2476066.0
PreferredStockValue / USD,,,,70000000.0,,70000000.0,,,70000000.0,,,,,,,,,,,,0.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2476000000.0,2476000000.0,2476000000.0,2476000000.0,2476000000.0,2476000000.0,2476000000.0
