fact_unit,2015-10-29,2016-02-11,2016-05-03,2016-08-04,2016-11-03,2017-02-03,2017-05-02,2017-07-25,2017-10-27,2018-02-06,2018-04-24,2018-07-24,2018-10-26,2019-02-05,2019-04-30,2019-07-26,2019-10-29,2020-02-04,2020-04-29,2020-07-31,2020-10-30,2021-02-03,2021-04-28,2021-07-28,2021-10-27,2022-02-02,2022-04-27,2022-07-27,2022-10-26,2023-02-03,2023-04-26,2023-07-26,2023-10-25,2024-01-31,2024-04-26,2024-07-24,2024-10-30,2025-02-05,2025-04-25,2025-07-24,2025-10-30
GeneralAndAdministrativeExpense / USD,4258000000.0,4432000000.0,4432000000.0,3087000000.0,4564000000.0,5851000000.0,1513000000.0,3137000000.0,4961000000.0,6136000000.0,1801000000.0,3501000000.0,5096000000.0,6985000000.0,1403000000.0,3167000000.0,4920000000.0,6840000000.0,2088000000.0,4131000000.0,6722000000.0,6923000000.0,2880000000.0,5465000000.0,8221000000.0,9551000000.0,2773000000.0,6114000000.0,9370000000.0,11052000000.0,3374000000.0,7031000000.0,10628000000.0,13510000000.0,3759000000.0,7240000000.0,11219000000.0,15724000000.0,3026000000.0,6184000000.0,9783000000.0
Goodwill / USD,15599000000.0,11492000000.0,11492000000.0,15869000000.0,15869000000.0,15599000000.0,16468000000.0,16468000000.0,16468000000.0,15869000000.0,16747000000.0,16747000000.0,16747000000.0,16468000000.0,17888000000.0,17888000000.0,17888000000.0,16747000000.0,20624000000.0,20624000000.0,20624000000.0,17888000000.0,21175000000.0,21175000000.0,21175000000.0,20624000000.0,22956000000.0,22956000000.0,22956000000.0,21175000000.0,28960000000.0,28960000000.0,28960000000.0,22956000000.0,29198000000.0,29198000000.0,29198000000.0,28960000000.0,31885000000.0,31885000000.0,31885000000.0
GoodwillAcquiredDuringPeriod / USD,135000000.0,4208000000.0,4208000000.0,11000000.0,211000000.0,139000000.0,72000000.0,106000000.0,205000000.0,664000000.0,1081000000.0,1202000000.0,1204000000.0,221000000.0,41000000.0,118000000.0,203000000.0,1227000000.0,132000000.0,201000000.0,204000000.0,2828000000.0,1191000000.0,1227000000.0,1455000000.0,446000000.0,95000000.0,1112000000.0,6134000000.0,1810000000.0,11000000.0,240000000.0,243000000.0,6171000000.0,9000000.0,31000000.0,2730000000.0,243000000.0,289000000.0,298000000.0,1295000000.0
GoodwillImpairmentLoss / USD,,0.0,0.0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
GoodwillTranslationAndPurchaseAccountingAdjustments / USD,,-58000000.0,-58000000.0,-39000000.0,-52000000.0,-71000000.0,7000000.0,30000000.0,58000000.0,-65000000.0,34000000.0,-54000000.0,-56000000.0,58000000.0,14000000.0,-6000000.0,-22000000.0,-86000000.0,-22000000.0,-1000000.0,42000000.0,-92000000.0,-25000000.0,4000000.0,-7000000.0,105000000.0,-41000000.0,-119000000.0,-256000000.0,-29000000.0,23000000.0,10000000.0,-57000000.0,-167000000.0,-24000000.0,-44000000.0,7000000.0,-5000000.0,-1000000.0,152000000.0,89000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,7651000000.0,7651000000.0,,,8894000000.0,,,,8300000000.0,,,,12000000000.0,,,,10680000000.0,,,,15779000000.0,,,,16426000000.0,,,,37576000000.0,,,,77016000000.0,,,,61307000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,27193000000.0,,,,34913000000.0,,,29393000000.0,39625000000.0,21283000000.0,43268000000.0,66332000000.0,48082000000.0,18934000000.0,37948000000.0,54181000000.0,90734000000.0,18205000000.0,40108000000.0,61305000000.0,71328000000.0,28315000000.0,55866000000.0,87572000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,8248000000.0,8248000000.0,,,8365000000.0,,,,11400000000.0,,,,12100000000.0,,,,16513000000.0,,,,19134000000.0,,,,23199000000.0,,,,10506000000.0,,,,13718000000.0,,,,10021000000.0,,,
IncomeTaxExpenseBenefit / USD,2820000000.0,2739000000.0,2739000000.0,2114000000.0,3026000000.0,3639000000.0,922000000.0,2164000000.0,3148000000.0,3303000000.0,1393000000.0,2246000000.0,3493000000.0,4672000000.0,1142000000.0,2162000000.0,3053000000.0,14531000000.0,1489000000.0,3689000000.0,5249000000.0,4177000000.0,921000000.0,2239000000.0,4351000000.0,5282000000.0,3353000000.0,6813000000.0,10941000000.0,7813000000.0,2498000000.0,5510000000.0,7833000000.0,14701000000.0,3154000000.0,6689000000.0,8197000000.0,11356000000.0,4653000000.0,8585000000.0,13990000000.0
IncomeTaxesPaidNet / USD,,,,234000000.0,2543000000.0,3138000000.0,,,,3651000000.0,,,,1643000000.0,,,,6191000000.0,,,,5671000000.0,,,,8203000000.0,,,,4990000000.0,,,,13412000000.0,,,,18900000000.0,,,
IncreaseDecreaseInAccountsPayable / USD,-113000000.0,605000000.0,605000000.0,-398000000.0,-168000000.0,436000000.0,-269000000.0,-221000000.0,238000000.0,203000000.0,103000000.0,119000000.0,58000000.0,110000000.0,122000000.0,-23000000.0,293000000.0,731000000.0,-425000000.0,-443000000.0,-386000000.0,1067000000.0,-835000000.0,-689000000.0,-269000000.0,428000000.0,-982000000.0,-1112000000.0,-874000000.0,694000000.0,-2373000000.0,-1172000000.0,735000000.0,283000000.0,-1105000000.0,14000000.0,237000000.0,707000000.0,-2124000000.0,-563000000.0,-42000000.0
IncreaseDecreaseInAccountsReceivable / USD,490000000.0,1307000000.0,1307000000.0,69000000.0,336000000.0,1641000000.0,-818000000.0,17000000.0,299000000.0,2094000000.0,-1267000000.0,-431000000.0,719000000.0,2578000000.0,-1700000000.0,-1388000000.0,-718000000.0,3768000000.0,-1172000000.0,-26000000.0,-25000000.0,2169000000.0,-2602000000.0,-2522000000.0,1079000000.0,4340000000.0,-2794000000.0,867000000.0,3276000000.0,6524000000.0,-4364000000.0,-2395000000.0,-2298000000.0,9095000000.0,-4454000000.0,-1506000000.0,1315000000.0,2317000000.0,-3167000000.0,-110000000.0,1321000000.0
IncreaseDecreaseInAccruedLiabilities / USD,416000000.0,713000000.0,713000000.0,237000000.0,820000000.0,757000000.0,-1064000000.0,-471000000.0,338000000.0,1597000000.0,-1868000000.0,1687000000.0,3121000000.0,1515000000.0,-1142000000.0,4600000000.0,6457000000.0,4891000000.0,-229000000.0,1074000000.0,2927000000.0,8614000000.0,-3531000000.0,-2099000000.0,891000000.0,7170000000.0,-3530000000.0,201000000.0,2763000000.0,5504000000.0,-3216000000.0,-1719000000.0,491000000.0,7304000000.0,-4496000000.0,-4037000000.0,-380000000.0,3915000000.0,-5054000000.0,-5176000000.0,-6366000000.0
IncreaseDecreaseInContractWithCustomerLiability / USD,,,,,,,,,,,,195000000.0,228000000.0,223000000.0,130000000.0,295000000.0,272000000.0,390000000.0,-81000000.0,-90000000.0,-149000000.0,371000000.0,37000000.0,148000000.0,428000000.0,37000000.0,137000000.0,134000000.0,406000000.0,635000000.0,-94000000.0,-8000000.0,104000000.0,774000000.0,-201000000.0,-17000000.0,690000000.0,367000000.0,-141000000.0,220000000.0,860000000.0
IncreaseDecreaseInIncomeTaxes / USD,577000000.0,588000000.0,588000000.0,1950000000.0,1093000000.0,591000000.0,271000000.0,1680000000.0,2153000000.0,-179000000.0,510000000.0,-1779000000.0,-865000000.0,3125000000.0,782000000.0,-656000000.0,-1891000000.0,8211000000.0,1068000000.0,25000000.0,210000000.0,-2251000000.0,-245000000.0,538000000.0,469000000.0,-3128000000.0,785000000.0,-297000000.0,2744000000.0,1209000000.0,3820000000.0,-253000000.0,-862000000.0,-625000000.0,4069000000.0,8520000000.0,10392000000.0,584000000.0,3011000000.0,-889000000.0,-2797000000.0
IncreaseDecreaseInOtherOperatingAssets / USD,,,,,,,,,-114000000.0,318000000.0,128000000.0,454000000.0,2086000000.0,-312000000.0,241000000.0,756000000.0,1240000000.0,2164000000.0,265000000.0,176000000.0,787000000.0,1207000000.0,115000000.0,359000000.0,592000000.0,621000000.0,-7000000.0,192000000.0,1447000000.0,1330000000.0,776000000.0,1621000000.0,4268000000.0,1846000000.0,746000000.0,1259000000.0,2883000000.0,5046000000.0,1000000000.0,1532000000.0,2334000000.0
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69000000.0,84000000.0,96000000.0,112000000.0,132000000.0,131000000.0
InterestCostsCapitalized / USD,,,,,,,0.0,0.0,0.0,0.0,7000000.0,19000000.0,32000000.0,0.0,16000000.0,39000000.0,62000000.0,48000000.0,31000000.0,67000000.0,113000000.0,92000000.0,52000000.0,109000000.0,162000000.0,167000000.0,47000000.0,92000000.0,132000000.0,218000000.0,34000000.0,71000000.0,99000000.0,163000000.0,40000000.0,87000000.0,134000000.0,128000000.0,43000000.0,86000000.0,143000000.0
InterestExpenseNonoperating / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123000000.0,239000000.0,357000000.0,94000000.0,161000000.0,215000000.0
InterestIncomeOther / USD,524000000.0,766000000.0,766000000.0,466000000.0,725000000.0,746000000.0,270000000.0,577000000.0,895000000.0,999000000.0,312000000.0,606000000.0,912000000.0,1220000000.0,399000000.0,855000000.0,1336000000.0,1312000000.0,522000000.0,1175000000.0,1806000000.0,1878000000.0,586000000.0,1019000000.0,1479000000.0,2427000000.0,345000000.0,734000000.0,1121000000.0,1865000000.0,414000000.0,900000000.0,1515000000.0,1499000000.0,797000000.0,1689000000.0,2755000000.0,2174000000.0,1061000000.0,2151000000.0,3394000000.0
LeaseCost / USD,,,,,,,,,,,,,,,526000000.0,1083000000.0,1694000000.0,2361000000.0,526000000.0,1083000000.0,1694000000.0,2361000000.0,,,,2886000000.0,,,,2886000000.0,,,,3425000000.0,,,,4246000000.0,1237000000.0,2488000000.0,3798000000.0
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,11331000000.0,12419000000.0,13263000000.0,13854000000.0,14246000000.0,14441000000.0,14936000000.0,15091000000.0,,,,15456000000.0,,,,17440000000.0,,,,17682000000.0,,,,17038000000.0,16964000000.0,17429000000.0,17540000000.0
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,4990000000.0,5898000000.0,6557000000.0,5763000000.0,6146000000.0,,,5601000000.0,,,,4948000000.0,,,,5882000000.0,,,,5685000000.0,,,,5455000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,1757000000.0,,2048000000.0,2182000000.0,2198000000.0,,,,2539000000.0,,,,2955000000.0,,,,3179000000.0,,,,3162000000.0,2947000000.0,3078000000.0,3307000000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,1070000000.0,1221000000.0,1387000000.0,1301000000.0,1389000000.0,,,1389000000.0,,,,1401000000.0,,,,1502000000.0,,,,1488000000.0,,,,1448000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,1228000000.0,1387000000.0,1544000000.0,1508000000.0,1612000000.0,1493000000.0,1616000000.0,1738000000.0,,,,1815000000.0,,,,1953000000.0,,,,1951000000.0,,,,1838000000.0,1536000000.0,1630000000.0,1820000000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,1437000000.0,1561000000.0,1701000000.0,1680000000.0,1782000000.0,1726000000.0,1869000000.0,1995000000.0,,,,2226000000.0,,,,2377000000.0,,,,2450000000.0,,,,2311000000.0,1938000000.0,2042000000.0,2259000000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,1535000000.0,1635000000.0,1751000000.0,1845000000.0,1939000000.0,1907000000.0,2048000000.0,2170000000.0,,,,2527000000.0,,,,2771000000.0,,,,2929000000.0,,,,2824000000.0,2425000000.0,2549000000.0,2806000000.0
LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear / USD,,,,,,,,,,,,,,,1071000000.0,717000000.0,323000000.0,,1378000000.0,937000000.0,446000000.0,,,,,,,,,,,,,,,,,,2377000000.0,2095000000.0,669000000.0
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,1983000000.0,2267000000.0,2472000000.0,2441000000.0,2458000000.0,2316000000.0,2417000000.0,2251000000.0,,,,1878000000.0,,,,2462000000.0,,,,2431000000.0,,,,2460000000.0,2413000000.0,2470000000.0,2335000000.0
Liabilities / USD,,,27130000000.0,27130000000.0,27130000000.0,27130000000.0,28461000000.0,28461000000.0,28461000000.0,28461000000.0,44793000000.0,44793000000.0,44793000000.0,44793000000.0,55164000000.0,55164000000.0,55164000000.0,55164000000.0,74467000000.0,74467000000.0,74467000000.0,74467000000.0,97072000000.0,97072000000.0,97072000000.0,97072000000.0,107633000000.0,107633000000.0,107633000000.0,107633000000.0,109120000000.0,109120000000.0,109120000000.0,109120000000.0,119013000000.0,119013000000.0,119013000000.0,119013000000.0,125172000000.0,125172000000.0,125172000000.0
LiabilitiesAndStockholdersEquity / USD,130426000000.0,129187000000.0,129187000000.0,147461000000.0,147461000000.0,147461000000.0,167497000000.0,167497000000.0,167497000000.0,167497000000.0,197295000000.0,197295000000.0,197295000000.0,197295000000.0,232792000000.0,232792000000.0,232792000000.0,232792000000.0,275909000000.0,275909000000.0,275909000000.0,275909000000.0,319616000000.0,319616000000.0,319616000000.0,319616000000.0,359268000000.0,359268000000.0,359268000000.0,359268000000.0,365264000000.0,365264000000.0,365264000000.0,365264000000.0,402392000000.0,402392000000.0,402392000000.0,402392000000.0,450256000000.0,450256000000.0,450256000000.0
LiabilitiesCurrent / USD,16805000000.0,16779000000.0,16779000000.0,19310000000.0,19310000000.0,19310000000.0,16756000000.0,16756000000.0,16756000000.0,16756000000.0,24183000000.0,24183000000.0,24183000000.0,24183000000.0,34620000000.0,34620000000.0,34620000000.0,34620000000.0,45221000000.0,45221000000.0,45221000000.0,45221000000.0,56834000000.0,56834000000.0,56834000000.0,56834000000.0,64254000000.0,64254000000.0,64254000000.0,64254000000.0,69300000000.0,69300000000.0,69300000000.0,69300000000.0,81814000000.0,81814000000.0,81814000000.0,81814000000.0,89122000000.0,89122000000.0,89122000000.0
LongTermDebt / USD,,3225000000.0,3225000000.0,,,4000000000.0,,,,4026000000.0,,,,4062000000.0,,,,4685000000.0,,,,15319000000.0,,,,15440000000.0,,,,15312000000.0,,,,14862000000.0,,,,13000000000.0,,,
LongTermDebtAndCapitalLeaseObligations / USD,3228000000.0,3228000000.0,3228000000.0,1995000000.0,1995000000.0,1995000000.0,,3935000000.0,3935000000.0,3935000000.0,3969000000.0,3969000000.0,3969000000.0,3969000000.0,4012000000.0,4012000000.0,4012000000.0,4012000000.0,4554000000.0,4554000000.0,4554000000.0,4554000000.0,13932000000.0,13932000000.0,13932000000.0,13932000000.0,14817000000.0,14817000000.0,14817000000.0,14817000000.0,14701000000.0,14701000000.0,14701000000.0,14701000000.0,13253000000.0,13253000000.0,13253000000.0,11870000000.0,10883000000.0,,
LongTermDebtAndCapitalLeaseObligationsIncludingCurrentMaturities / USD,,,,,,,,,,,,,,,,,,,,,4711000000.0,4711000000.0,15201000000.0,15201000000.0,15201000000.0,15201000000.0,15086000000.0,15086000000.0,15086000000.0,15086000000.0,15142000000.0,15142000000.0,15142000000.0,15142000000.0,14746000000.0,14746000000.0,14746000000.0,,,,
LongTermDebtCurrent / USD,,,,,,,,,,,,,,,,,,,,,0.0,0.0,999000000.0,999000000.0,999000000.0,999000000.0,,,,,0.0,0.0,0.0,0.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,999000000.0,999000000.0,999000000.0
LongTermDebtFairValue / USD,3100000000.0,3100000000.0,3100000000.0,3100000000.0,3100000000.0,3100000000.0,3900000000.0,3900000000.0,3900000000.0,3900000000.0,4000000000.0,4000000000.0,4000000000.0,4000000000.0,3900000000.0,3900000000.0,3900000000.0,3900000000.0,4100000000.0,4100000000.0,4100000000.0,4100000000.0,14000000000.0,14000000000.0,14000000000.0,14000000000.0,12400000000.0,12400000000.0,12400000000.0,12400000000.0,9900000000.0,9900000000.0,9900000000.0,9900000000.0,10300000000.0,10300000000.0,10300000000.0,10300000000.0,9000000000.0,9000000000.0,9000000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,,,,,,,,,,3022000000.0,,,,3039000000.0,,,,2500000000.0,,,,11868000000.0,,,,10621000000.0,,,,9447000000.0,,,,8960000000.0,,,,8000000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,1225000000.0,1225000000.0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,1104000000.0,,,,187000000.0,,,,221000000.0,,,,1299000000.0,,,,1000000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,,,,,,,,,,1000000.0,,,,3000000.0,,,,1047000000.0,,,,1088000000.0,,,,2165000000.0,,,,1166000000.0,,,,132000000.0,,,,0.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,,0.0,0.0,,,0.0,,,,1001000000.0,,,,3000000.0,,,,46000000.0,,,,1087000000.0,,,,1162000000.0,,,,2163000000.0,,,,1143000000.0,,,,0.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,,0.0,0.0,,,0.0,,,,1000000.0,,,,1003000000.0,,,,46000000.0,,,,86000000.0,,,,1159000000.0,,,,1159000000.0,,,,2165000000.0,,,,1000000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,,0.0,0.0,,,0.0,,,,1000000.0,,,,14000000.0,,,,1046000000.0,,,,86000000.0,,,,146000000.0,,,,1156000000.0,,,,1163000000.0,,,,2000000000.0,,,
LongTermDebtNoncurrent / USD,2992000000.0,2992000000.0,2992000000.0,1995000000.0,1995000000.0,1995000000.0,3935000000.0,3935000000.0,3935000000.0,3935000000.0,3943000000.0,3943000000.0,3943000000.0,3943000000.0,3950000000.0,3950000000.0,3950000000.0,3950000000.0,3958000000.0,3958000000.0,,,,,,,,,,,,,,,,,,11870000000.0,10883000000.0,10883000000.0,10883000000.0
LossContingencyAccrualCarryingValueCurrent / USD,,,,,,,,0.0,0.0,,2874000000.0,2874000000.0,2874000000.0,2874000000.0,7754000000.0,7754000000.0,7754000000.0,7754000000.0,9405000000.0,9405000000.0,9405000000.0,9405000000.0,10409000000.0,10409000000.0,10409000000.0,10409000000.0,9799000000.0,9799000000.0,9799000000.0,9799000000.0,9106000000.0,9106000000.0,9106000000.0,9106000000.0,9525000000.0,9525000000.0,9525000000.0,9525000000.0,6322000000.0,6322000000.0,6322000000.0
LossContingencyAccrualPayments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0
MarketableSecuritiesCurrent / USD,,,,,,,,,,,,91156000000.0,91156000000.0,91156000000.0,92439000000.0,92439000000.0,92439000000.0,92439000000.0,101177000000.0,101177000000.0,101177000000.0,101177000000.0,110229000000.0,110229000000.0,110229000000.0,110229000000.0,118704000000.0,118704000000.0,118704000000.0,118704000000.0,91883000000.0,91883000000.0,91883000000.0,91883000000.0,86868000000.0,86868000000.0,86868000000.0,86868000000.0,72191000000.0,72191000000.0,72191000000.0
MarketableSecuritiesNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400000000.0,803000000.0,803000000.0,803000000.0,803000000.0,1400000000.0,1400000000.0,1400000000.0,1400000000.0,266000000.0,266000000.0,266000000.0
MarketingAndAdvertisingExpense / USD,,2389000000.0,2389000000.0,,,3004000000.0,,,,3200000000.0,,,,3900000000.0,,,,5100000000.0,,,,6400000000.0,,,,6800000000.0,,,,5400000000.0,,,,7900000000.0,,,,9200000000.0,,,
NetCashProvidedByUsedInFinancingActivities / USD,-1095000000.0,-857000000.0,-1338000000.0,-1057000000.0,-1666000000.0,-2087000000.0,-2911000000.0,-6351000000.0,-7440000000.0,-4225000000.0,-1674000000.0,-4414000000.0,-5120000000.0,-8332000000.0,-2018000000.0,-6955000000.0,-10433000000.0,-8298000000.0,-4183000000.0,-8929000000.0,-15883000000.0,-13179000000.0,-8186000000.0,-15684000000.0,-15138000000.0,-23209000000.0,-13606000000.0,-29597000000.0,-44851000000.0,-24408000000.0,-16214000000.0,-34031000000.0,-52128000000.0,-61362000000.0,-16568000000.0,-34403000000.0,-52785000000.0,-69757000000.0,-19714000000.0,-40603000000.0,-60697000000.0
NetCashProvidedByUsedInInvestingActivities / USD,-17814000000.0,-13679000000.0,-13679000000.0,-12407000000.0,-18224000000.0,-21055000000.0,-6245000000.0,-13418000000.0,-26463000000.0,-23711000000.0,-2851000000.0,-10023000000.0,-24427000000.0,-31165000000.0,-7846000000.0,-11220000000.0,-21628000000.0,-31401000000.0,-5388000000.0,-15843000000.0,-24788000000.0,-28504000000.0,-1847000000.0,-10295000000.0,-25492000000.0,-29491000000.0,-5383000000.0,-14457000000.0,-24507000000.0,-32773000000.0,-9051000000.0,-13238000000.0,-14071000000.0,-35523000000.0,-2946000000.0,-13746000000.0,-20896000000.0,-20298000000.0,-8564000000.0,-11345000000.0,-29356000000.0
NetCashProvidedByUsedInOperatingActivities / USD,16012000000.0,18659000000.0,19140000000.0,13818000000.0,19963000000.0,23024000000.0,7658000000.0,16778000000.0,26623000000.0,26572000000.0,9548000000.0,16951000000.0,26823000000.0,36036000000.0,11642000000.0,21774000000.0,34984000000.0,37091000000.0,12000000000.0,24627000000.0,40093000000.0,47971000000.0,11451000000.0,25444000000.0,42447000000.0,54520000000.0,19289000000.0,41179000000.0,66718000000.0,65124000000.0,25106000000.0,44528000000.0,67881000000.0,91652000000.0,23509000000.0,52175000000.0,82831000000.0,91495000000.0,28848000000.0,55488000000.0,86186000000.0
NetIncomeLoss / USD,9461000000.0,12733000000.0,12733000000.0,7446000000.0,11425000000.0,14136000000.0,4207000000.0,9084000000.0,14145000000.0,16348000000.0,5426000000.0,8950000000.0,15682000000.0,19478000000.0,9401000000.0,12596000000.0,21788000000.0,12662000000.0,6657000000.0,16604000000.0,23672000000.0,30736000000.0,6836000000.0,13795000000.0,25042000000.0,34343000000.0,17930000000.0,36455000000.0,55391000000.0,40269000000.0,16436000000.0,32438000000.0,46348000000.0,76033000000.0,15051000000.0,33419000000.0,53108000000.0,59972000000.0,23662000000.0,47281000000.0,73582000000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,9461000000.0,12733000000.0,12733000000.0,6924000000.0,10903000000.0,14136000000.0,,,,15826000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,33419000000.0,53108000000.0,59972000000.0,23662000000.0,47281000000.0,73582000000.0
NetIncomeLossAvailableToCommonStockholdersDiluted / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33419000000.0,53108000000.0,59972000000.0,23662000000.0,47281000000.0,73582000000.0
NoncontrollingInterestInVariableInterestEntity / USD,,,,,,,,,,,,,,,,,,,1200000000.0,1200000000.0,1200000000.0,1200000000.0,3900000000.0,3900000000.0,3900000000.0,3900000000.0,4300000000.0,4300000000.0,4300000000.0,4300000000.0,3800000000.0,3800000000.0,3800000000.0,3800000000.0,3400000000.0,3400000000.0,3400000000.0,3400000000.0,4200000000.0,4200000000.0,4200000000.0
NoncontrollingInterestIncreaseFromSaleOfParentEquityInterest / USD,,,,,,,,,,722000000.0,,,,722000000.0,0.0,0.0,160000000.0,722000000.0,47000000.0,160000000.0,160000000.0,659000000.0,1593000000.0,2456000000.0,2456000000.0,160000000.0,10000000.0,310000000.0,310000000.0,2795000000.0,,,10000000.0,310000000.0,,,293000000.0,35000000.0,400000000.0,400000000.0,293000000.0
NoncurrentAssets / USD,,,,,,,,,,,,,,,,,,,,,,84587000000.0,96960000000.0,96960000000.0,96960000000.0,96960000000.0,110558000000.0,110558000000.0,110558000000.0,110558000000.0,127049000000.0,127049000000.0,127049000000.0,127049000000.0,148436000000.0,148436000000.0,148436000000.0,148436000000.0,184624000000.0,184624000000.0,184624000000.0
NonoperatingIncomeExpense / USD,635000000.0,496000000.0,496000000.0,288000000.0,471000000.0,763000000.0,-213000000.0,-62000000.0,216000000.0,291000000.0,251000000.0,496000000.0,693000000.0,434000000.0,2910000000.0,4080000000.0,5538000000.0,1015000000.0,1538000000.0,4505000000.0,3956000000.0,7389000000.0,-220000000.0,1674000000.0,3820000000.0,5394000000.0,4846000000.0,7470000000.0,9503000000.0,6858000000.0,-1160000000.0,-1599000000.0,-2501000000.0,12020000000.0,790000000.0,855000000.0,709000000.0,-3514000000.0,2843000000.0,2969000000.0,6154000000.0
OciBeforeReclassificationsNetOfTaxAttributableToParent / USD,,-191000000.0,-191000000.0,-319000000.0,-774000000.0,160000000.0,528000000.0,709000000.0,941000000.0,-1106000000.0,361000000.0,782000000.0,1592000000.0,-398000000.0,194000000.0,-741000000.0,-840000000.0,1212000000.0,683000000.0,1506000000.0,1509000000.0,-429000000.0,274000000.0,1388000000.0,1803000000.0,1528000000.0,-781000000.0,-505000000.0,-1004000000.0,2531000000.0,-2310000000.0,-3947000000.0,-6709000000.0,-2086000000.0,1341000000.0,1077000000.0,-236000000.0,-5093000000.0,-735000000.0,-1036000000.0,761000000.0
OperatingIncomeLoss / USD,12097000000.0,15403000000.0,15403000000.0,9272000000.0,13980000000.0,16496000000.0,5342000000.0,11310000000.0,17077000000.0,19360000000.0,6568000000.0,10700000000.0,18482000000.0,23716000000.0,7633000000.0,10678000000.0,19303000000.0,26178000000.0,6608000000.0,15788000000.0,24965000000.0,27524000000.0,7977000000.0,14360000000.0,25573000000.0,34231000000.0,16437000000.0,35798000000.0,56829000000.0,41224000000.0,20094000000.0,39547000000.0,56682000000.0,78714000000.0,17415000000.0,39253000000.0,60596000000.0,74842000000.0,25472000000.0,52897000000.0,81418000000.0
OperatingLeaseCost / USD,,,,,,,,,,,,,,,398000000.0,825000000.0,1302000000.0,1820000000.0,398000000.0,825000000.0,1302000000.0,1820000000.0,,,,2267000000.0,,,,2267000000.0,,,,2699000000.0,,,,2900000000.0,804000000.0,1606000000.0,2463000000.0
OperatingLeaseLiability / USD,,,,,,,,,,,,,,,9348000000.0,10152000000.0,10791000000.0,11413000000.0,11788000000.0,12125000000.0,12519000000.0,12840000000.0,,,,13578000000.0,,,,14978000000.0,,,,15251000000.0,,,,15251000000.0,14578000000.0,14578000000.0,14578000000.0
OperatingLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,1199000000.0,1199000000.0,1199000000.0,1199000000.0,1199000000.0,1694000000.0,1694000000.0,1694000000.0,1694000000.0,2189000000.0,2189000000.0,2189000000.0,2189000000.0,2477000000.0,2477000000.0,2477000000.0,2477000000.0,2791000000.0,2791000000.0,2791000000.0,2791000000.0,2887000000.0,2887000000.0,2887000000.0
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,0.0,0.0,0.0,10214000000.0,10214000000.0,10214000000.0,10214000000.0,10214000000.0,11146000000.0,11146000000.0,11146000000.0,11146000000.0,11389000000.0,11389000000.0,11389000000.0,11389000000.0,12501000000.0,12501000000.0,12501000000.0,12501000000.0,12460000000.0,12460000000.0,12460000000.0,12460000000.0,11691000000.0,11691000000.0,11691000000.0
OperatingLeasePayments / USD,,,,,,,,,,,,,,,374000000.0,770000000.0,1212000000.0,1661000000.0,374000000.0,770000000.0,1212000000.0,1661000000.0,,,,2004000000.0,,,,2004000000.0,,,,2489000000.0,,,,2722000000.0,842000000.0,1686000000.0,2571000000.0
